,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"AUSTIN, Tex., Sept. 2 (UPI)--The editor of the University of Texas student newspaper was jailed briefly on contempt of court charges today for refusing to give up photographs of a campus protest that resulted in criminal charges against some Iranians.  ",https://www.nytimes.com/1980/09/03/archives/a-student-editor-is-jailed-in-texas-in-iranians-trial-serves.html,,,A,12,The New York Times,[],[],1980-09-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/b6443fd1-a25e-57a1-a3e5-cd44054c71ed,0,nyt://article/b6443fd1-a25e-57a1-a3e5-cd44054c71ed,A Student Editor Is Jailed in Texas In Iranians' Trial; Serves Briefly for Refusal to Give Photos to Court Trial of 16 Continues,1,,A Student Editor Is Jailed in Texas In Iranians' Trial; Serves Briefly for Refusal to Give Photos to Court Trial of 16 Continues,,,,,[],
1,"Senator Donald W. Stewart led yesterday in Alabama's Democratic primary, but the son of a former governor was close to forcing him into a runoff election for the party's Senate nomination.  ",https://www.nytimes.com/1980/09/03/archives/senator-stewart-leading-in-close-race-in-alabama-north-dakota-race.html,,,M,11,The New York Times,[],[],1980-09-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/623a4e6b-46d9-5475-bce7-5aa87282b183,0,nyt://article/623a4e6b-46d9-5475-bce7-5aa87282b183,Senator Stewart Leading in Close Race in Alabama; North Dakota Race ,1,,Senator Stewart Leading in Close Race in Alabama; North Dakota Race ,,,,,[],
2,"TAKE a native son of Colorado. Train him as a lawyer. Give him a Brooklyn-born wife, and let her have a Ph.D. in sociology from Princeton.  So that he won't be too outclassed, give him an M.A. in sociology himself. Plunk the two of them down for a year in a vast empty Colorado farm county: 2,500 square miles, 6,500 people.  ",https://www.nytimes.com/1980/08/31/archives/country-life.html,,,T,2,The New York Times,[],[],1980-08-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/8b9cd9f3-7f1f-5f73-a377-bbdf171b4ac0,0,nyt://article/8b9cd9f3-7f1f-5f73-a377-bbdf171b4ac0,Country Life,2,,Country Life,,,,By Noel Perrin,"[{'firstname': 'Noel', 'middlename': None, 'lastname': 'Perrin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"WHEN he damaged a knee on a punt return for the New York Jets in 1973, an injury that would require surgery, he  had been awake on cocaine for three days in the past week.  ",https://www.nytimes.com/1980/08/31/archives/former-jet-speaks-out-on-his-life-of-drugs-chris-farasopoulos.html,,,S,1,The New York Times,[],[],1980-08-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/3f3f2bac-e190-56ed-9513-97bb0ff0fd21,0,nyt://article/3f3f2bac-e190-56ed-9513-97bb0ff0fd21,Former Jet Speaks Out On His Life of Drugs; Chris Farasopoulos Recalls A Life of Drugs in Football Tried Cocaine as Rookie Ewbank Comments He Links Drugs to Injury Team Party Near Shea The Broadway Barber Peace of Mind,2,,Former Jet Speaks Out On His Life of Drugs; Chris Farasopoulos Recalls A Life of Drugs in Football Tried Cocaine as Rookie Ewbank Comments He Links Drugs to Injury Team Party Near Shea The Broadway Barber Peace of Mind,,,,By Dave Anderson,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'Anderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,,https://www.nytimes.com/1980/08/31/archives/television-this-week-of-special-interest-channel-information-monday.html,,,A,21,The New York Times,[],[],1980-08-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/39a069f0-66cd-5c0f-92d4-ee800b03abce,0,nyt://article/39a069f0-66cd-5c0f-92d4-ee800b03abce,"Television This Week; OF SPECIAL INTEREST Channel Information MONDAY, SEPTEMBER 1 TODAY--SUNDAY, AUGUST 31 TUESDAY, SEPTEMBER 2 WEDNESDAY, SEPTEMBER 3 FRIDAY, SEPTEMBER 5 THURSDAY, SEPTEMBER 4 SATURDAY, SEPTEMBER 6",2,,"Television This Week; OF SPECIAL INTEREST Channel Information MONDAY, SEPTEMBER 1 TODAY--SUNDAY, AUGUST 31 TUESDAY, SEPTEMBER 2 WEDNESDAY, SEPTEMBER 3 FRIDAY, SEPTEMBER 5 THURSDAY, SEPTEMBER 4 SATURDAY, SEPTEMBER 6",,,,,[],
5,"READING ""Changing of the Guard"" by DavidBroder is like eavesdropping on the conversations of people who wonder why they are so  successful when the system still doesn't seem to be working. Always the last to know, they barely suspect that they may be the problem to which they seek a solution.  ",https://www.nytimes.com/1980/08/31/archives/the-new-establishment-broder.html,,,T,1,The New York Times,[],[],1980-08-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/9d8edfae-1365-57a2-9db9-e3fd212dd07f,0,nyt://article/9d8edfae-1365-57a2-9db9-e3fd212dd07f,The New Establishment?; Broder,2,,The New Establishment?; Broder,,,,By Aaron Wildavsky,"[{'firstname': 'Aaron', 'middlename': None, 'lastname': 'Wildavsky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"BALTIMORE, Aug. 30 (AP)--Rick Miller drove in four runs and Jason Thompson rapped a three-run pinch-hit home run to lead the California Angels to a 12-6 victory over the slumping Baltimore Orioles tonight.  ",https://www.nytimes.com/1980/08/31/archives/angels-vanquish-slumping-orioles-rangers-7-royals-5-reds-5-pirates.html,,,S,5,The New York Times,[],[],1980-08-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/2d069a90-6bf6-5c70-be24-a04680dd7e3e,0,nyt://article/2d069a90-6bf6-5c70-be24-a04680dd7e3e,"Angels Vanquish Slumping Orioles; Rangers 7, Royals 5 Reds 5, Pirates 3 Dodgers 4, Expos 3 Phillies 6, Padres 1",1,,"Angels Vanquish Slumping Orioles; Rangers 7, Royals 5 Reds 5, Pirates 3 Dodgers 4, Expos 3 Phillies 6, Padres 1",,,,,[],
7,,https://www.nytimes.com/1980/08/29/archives/weekender-guide-friday-summerpier-dance-finale-folk-whittling-on.html,,,T,1,The New York Times,[],[],1980-08-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/587e3081-685d-5999-b3f4-3021ba01bfae,0,nyt://article/587e3081-685d-5999-b3f4-3021ba01bfae,WEEKENDER GUIDE; Friday SUMMERPIER DANCE FINALE FOLK WHITTLING ON 53D ST. ON MIDTOWN WALLS Saturday ART IN WASHINGTON SQ. WEEKENDER GUIDE SALSA NIGHTS AT GARDEN Sunday DANCE AT THE MUSEUM 'IOLANTHE' FARE-THEE-WELL FAMILY DAY IN THE BRONX,2,,WEEKENDER GUIDE; Friday SUMMERPIER DANCE FINALE FOLK WHITTLING ON 53D ST. ON MIDTOWN WALLS Saturday ART IN WASHINGTON SQ. WEEKENDER GUIDE SALSA NIGHTS AT GARDEN Sunday DANCE AT THE MUSEUM 'IOLANTHE' FARE-THEE-WELL FAMILY DAY IN THE BRONX,,,,Eleanor Blau,"[{'firstname': 'Eleanor', 'middlename': None, 'lastname': 'Blau', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,,https://www.nytimes.com/1980/08/28/archives/article-3-no-title.html,,,S,16,The New York Times,[],[],1980-08-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/07085f39-a279-50ec-b3b6-b32cb9dfb902,0,nyt://article/07085f39-a279-50ec-b3b6-b32cb9dfb902,Article 3 -- No Title,1,,Article 3 -- No Title,,,,,[],
9,"The Mets ended their unlucky 13game home stand last night with their 11th defeat, a 4-1 loss to the San Diego Padres.  ",https://www.nytimes.com/1980/08/28/archives/padres-triumph-over-mets-41-balk-scores-run-padres-victorious-over.html,,,S,15,The New York Times,[],[],1980-08-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/f080bf93-926b-58e6-8ed5-39be32dd865a,0,nyt://article/f080bf93-926b-58e6-8ed5-39be32dd865a,"Padres Triumph Over Mets, 4-1; Balk Scores Run Padres Victorious Over the Mets by 4-1 Carlton Stops Dodgers for 20th Braves 7, Pirates 4 Giants 1, Expos 0 ",2,,"Padres Triumph Over Mets, 4-1; Balk Scores Run Padres Victorious Over the Mets by 4-1 Carlton Stops Dodgers for 20th Braves 7, Pirates 4 Giants 1, Expos 0 ",,,,By Michael Strauss,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Strauss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
