,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"A selected guide to exhibitions, talks, tours and other events in New York.",https://www.nytimes.com/2011/03/25/arts/spare-times-for-march-25-31.html,"A selected guide to exhibitions, talks, tours and other events in New York.",Around Town,C,36,The New York Times,[],"[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dogs', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Flowers and Plants', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 6, 'major': 'N'}]",2011-03-24T21:05:01+0000,article,Weekend,Arts,Schedule,nyt://article/69d4ecf8-1b7c-5b56-a708-bb0be10d5d21,2156,nyt://article/69d4ecf8-1b7c-5b56-a708-bb0be10d5d21,Spare Times for March 25-31,,,Spare Times,,,,By Anne Mancuso and Liz Maurer,"[{'firstname': 'Anne', 'middlename': None, 'lastname': 'Mancuso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Liz', 'middlename': None, 'lastname': 'Maurer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
1,"In the new ABC series “Body of Proof,” Dana Delany hopes to make her character, a medical examiner, stand out.",https://www.nytimes.com/2011/03/20/arts/television/dana-delany-works-on-her-body-of-proof-character.html,"In the new ABC series “Body of Proof,” Dana Delany hopes to make her character, a medical examiner, stand out.","TELEVISION dramas, at their cores, are about characters. What Dana Delany is doing, then, every day on the set of “Body of Proof” is character building.",AR,7,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/20/arts/BODY-1-1299875083272/BODY-1-1299875083272-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2011/03/20/arts/BODY-1-1299875083272/BODY-1-1299875083272-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/20/arts/BODY-1-1299875083272/BODY-1-1299875083272-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/20/arts/BODY-1-1299875083272/BODY-1-1299875083272-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/20/arts/BODY-1-1299875083272/BODY-1-1299875083272-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/03/20/arts/BODY-1-1299875083272/BODY-1-1299875083272-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Delany, Dana', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ABC INC', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 3, 'major': 'N'}]",2011-03-18T19:32:05+0000,article,Arts&Leisure,Arts,News,nyt://article/57eedff4-2e51-52a0-a185-32dca44bca77,1037,nyt://article/57eedff4-2e51-52a0-a185-32dca44bca77,"Among the Dead, a Character Finds Life",,,"Among the Dead, a Character Finds Life",,,,By Brian Stelter,"[{'firstname': 'Brian', 'middlename': None, 'lastname': 'Stelter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Television
2,"A selected guide to pop, rock, folk, bluegrass andshow tunes in New York and the area.",https://www.nytimes.com/2011/03/18/arts/music/pop-and-rock-listings.html,"A selected guide to pop, rock, folk, bluegrass andshow tunes in New York and the area.", Pop,C,21,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}]",2011-03-17T21:21:09+0000,article,Weekend,Arts,Schedule,nyt://article/e041d4bd-0814-55e3-b1c4-8b8469e4a337,1544,nyt://article/e041d4bd-0814-55e3-b1c4-8b8469e4a337,Pop and Rock Listings,,,The Listings,,,,,[],,Music
3,"A selected guide to pop, rock, folk, hip-hop, country and other performances.",https://www.nytimes.com/2011/03/11/arts/music/pop-and-rock-listings-for-march-11-17.html,"A selected guide to pop, rock, folk, hip-hop, country and other performances.",Pop,C,17,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2011-03-10T21:49:41+0000,article,Weekend,Arts,Schedule,nyt://article/0ab0e364-b695-58f6-a205-7d54e224b20a,1858,nyt://article/0ab0e364-b695-58f6-a205-7d54e224b20a,Pop and Rock Listings for March 11-17,,,The Listings,,,,,[],,Music
4,"Jac Holzman, the founder and pioneering chairman of Elektra Records, is being inducted into the Rock and Roll Hall of Fame this month.",https://www.nytimes.com/2011/03/06/arts/music/06holzman.html,"Jac Holzman, the founder and pioneering chairman of Elektra Records, is being inducted into the Rock and Roll Hall of Fame this month.","JAC HOLZMAN, the 79-year-old founder and former chairman of Elektra Records, might be expected to rest on his laurels. Yet Mr. Holzman, who will be inducted into the Rock and Roll Hall of Fame on March 14, was in his office at Rockefeller Center, as usual, one recent Saturday morning at Warner Music Group, where he is a senior adviser to its chairman, Edgar Bronfman Jr.",AR,19,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-articleLarge.jpg', 'height': 335, 'width': 600, 'legacy': {'xlarge': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 335}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-jumbo.jpg', 'height': 993, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-articleLarge.jpg', 'height': 335, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-articleInline.jpg', 'height': 184, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/03/06/arts/HOLZMAN-1/HOLZMAN-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2011-03-04T19:47:07+0000,article,Arts&Leisure,Arts,News,nyt://article/aa3a01fb-1660-5e9a-b6de-be1ecd134e13,1524,nyt://article/aa3a01fb-1660-5e9a-b6de-be1ecd134e13,Indie-Label Folkie to Rock Patriarch,,,Indie-Label Folkie to Rock Patriarch,,,,By Fred Goodman,"[{'firstname': 'Fred', 'middlename': None, 'lastname': 'Goodman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Music
5,A listing of pop music events.,https://www.nytimes.com/2011/03/04/arts/music/04Pop.html,A listing of pop music events.,Pop,C,17,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2011-03-03T23:33:45+0000,article,Weekend,Arts,Schedule,nyt://article/22709e57-2290-5e2a-aeed-1a4e61bdd89a,1410,nyt://article/22709e57-2290-5e2a-aeed-1a4e61bdd89a,Pop Listings,,,The Listings,,,,,[],,Music
6,Aurel Schmidt playfully mocks the things that make up her world.,https://www.nytimes.com/2011/02/24/fashion/24close.html,Aurel Schmidt playfully mocks the things that make up her world.,"AUREL SCHMIDT, the mixed-media artist, was in her East Village studio apartment, running her fingers over a patch of black hair that had been pasted to the head of a stick figure drawing. ",E,2,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-jumbo.jpg', 'height': 771, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-popup.jpg', 'height': 489, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-articleInline.jpg', 'height': 143, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/02/24/fashion/24CLOSE/Z-UP-CLOSE-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}]",2011-02-23T21:24:51+0000,article,Styles,Fashion & Style,News,nyt://article/da3708a4-bf7e-527c-bb71-9be23c6e5e8d,977,nyt://article/da3708a4-bf7e-527c-bb71-9be23c6e5e8d,"Raw Energy, With a Girly Side",Up Close,,"Raw Energy, With a Girly Side",,,,By Irina Aleksander,"[{'firstname': 'Irina', 'middlename': None, 'lastname': 'Aleksander', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"A selected guide to pop, rock, folk, metal, dance, soul and other performances in New York and the area.",https://www.nytimes.com/2011/02/18/arts/music/18pop.html,"A selected guide to pop, rock, folk, metal, dance, soul and other performances in New York and the area.",Pop,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Flamenco (Dance)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 3, 'major': 'N'}]",2011-02-17T22:30:47+0000,article,Weekend,Arts,Schedule,nyt://article/63585b04-6d29-5790-a6b9-e8418abe9d05,1183,nyt://article/63585b04-6d29-5790-a6b9-e8418abe9d05,Pop and Rock Listings for Feb. 18-24,,,The Listings,,,,,[],,Music
8,Rahm Emanuel’s hard-won campaign to reclaim his Chicagoness.,https://www.nytimes.com/2011/02/20/magazine/20Emanuel-t.html,Rahm Emanuel’s hard-won campaign to reclaim his Chicagoness.,"On a brutally cold morning in mid-December, Rahm Emanuel, hatless and wearing a glove on only his left hand, stood for an hour in front of the turnstiles at the Paulina el station, which sits in his old Congressional district on Chicago’s North Side. As the trains slammed and screeched overhead, he offered his hand to the mostly young and professional commuters heading downtown. Emanuel’s manner seemed more studied than spontaneous. He employed standard lines — “nice hat,” “good book” — and relied on the logos on riders’ head wear and jackets for conversation starters. He addressed both sexes as “man,” and when a woman asked about his plans for the Chicago Transit Authority, he was characteristically a trifle abrupt — “Here’s the deal,” he said to start — and egocentric. As he did with me, he told her the elevated line right above us was something “I built,” before saying “we,” apparently realizing he was discounting the work and leadership of many others. He hardly seemed like an irresistible force.",MM,24,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-t_CA0-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-t_CA0-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-t_CA0-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-t_CA0-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-t_CA0-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-span-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/02/20/magazine/20Emanuel-span/20Emanuel-span-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Chicago (Ill)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mayors', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Emanuel, Rahm', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 5, 'major': 'N'}]",2011-02-17T05:01:49+0000,article,Magazine,Magazine,News,nyt://article/a6543062-4184-586a-bc6c-239f21bda0cd,2941,nyt://article/a6543062-4184-586a-bc6c-239f21bda0cd,The One-Man Political Machine,,,The One-Man Political Machine,,,,By Scott Turow,"[{'firstname': 'Scott', 'middlename': None, 'lastname': 'Turow', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,"A selected guide to tours, talks, exhibitions, performances and other events in New York.",https://www.nytimes.com/2011/02/11/arts/11spare.html,"A selected guide to tours, talks, exhibitions, performances and other events in New York.",Around Town,C,19,The New York Times,[],"[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Valentine's Day"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Race and Ethnicity', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 9, 'major': 'N'}]",2011-02-10T22:04:54+0000,article,Weekend,Arts,Schedule,nyt://article/585aa07d-bff7-5afb-a7cc-7df045532d95,2165,nyt://article/585aa07d-bff7-5afb-a7cc-7df045532d95,Spare Times for Feb. 11-17,,,Spare Times,,,,By Anne Mancuso,"[{'firstname': 'Anne', 'middlename': None, 'lastname': 'Mancuso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
