,abstract,web_url,snippet,lead_paragraph,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/pierre-boulez,,,[],[],2018-06-06T18:43:19+0000,multimedia,Obituaries,Obituaries,nyt://interactive/bd49130a-a2b3-4b1e-9f25-5014d05f25ab,0,nyt://interactive/bd49130a-a2b3-4b1e-9f25-5014d05f25ab,Notable Deaths 2016: Pierre Boulez,,,,,,,,[],
1,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/phyllis-schlafly,,,[],[],2018-06-06T18:43:13+0000,multimedia,Obituaries,Obituaries,nyt://interactive/44226af4-a309-4c13-ba54-605afd88fcfa,0,nyt://interactive/44226af4-a309-4c13-ba54-605afd88fcfa,Notable Deaths 2016: Phyllis Schlafly,,,,,,,,[],
2,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/phyllis-curtin,,,[],[],2018-06-06T18:43:08+0000,multimedia,Obituaries,Obituaries,nyt://interactive/41b366ba-8b1d-44fc-9cc9-0d28830e8018,0,nyt://interactive/41b366ba-8b1d-44fc-9cc9-0d28830e8018,Notable Deaths 2016: Phyllis Curtin,,,,,,,,[],
3,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/philip-majerus,,,[],[],2018-06-06T18:43:02+0000,multimedia,Obituaries,Obituaries,nyt://interactive/57ebc23a-7f51-4dcd-bd3e-ff33d6a06725,0,nyt://interactive/57ebc23a-7f51-4dcd-bd3e-ff33d6a06725,Notable Deaths 2016: Philip Majerus,,,,,,,,[],
4,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/philip-kives,,,[],[],2018-06-06T18:42:57+0000,multimedia,Obituaries,Obituaries,nyt://interactive/cb39cef2-3a06-4298-8af4-2ebda0712e38,0,nyt://interactive/cb39cef2-3a06-4298-8af4-2ebda0712e38,Notable Deaths 2016: Philip Kives,,,,,,,,[],
5,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/phil-chess,,,[],[],2018-06-06T18:42:52+0000,multimedia,Obituaries,Obituaries,nyt://interactive/034d5ce1-c968-4f51-b1da-de9771dd781b,0,nyt://interactive/034d5ce1-c968-4f51-b1da-de9771dd781b,Notable Deaths 2016: Phil Chess,,,,,,,,[],
6,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/peter-shaffer,,,[],[],2018-06-06T18:42:46+0000,multimedia,Obituaries,Obituaries,nyt://interactive/aad1ee98-2c24-4dcb-9b22-28c20ed3ea9b,0,nyt://interactive/aad1ee98-2c24-4dcb-9b22-28c20ed3ea9b,Notable Deaths 2016: Peter Shaffer,,,,,,,,[],
7,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/peter-nowell,,,[],[],2018-06-06T18:42:41+0000,multimedia,Obituaries,Obituaries,nyt://interactive/1cb8b097-e277-44c7-8f7e-767dcaf95990,0,nyt://interactive/1cb8b097-e277-44c7-8f7e-767dcaf95990,Notable Deaths 2016: Peter Nowell,,,,,,,,[],
8,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/peter-maxwell-davies,,,[],[],2018-06-06T18:42:35+0000,multimedia,Obituaries,Obituaries,nyt://interactive/9a06b8e9-0835-4f9d-a0b8-1ff8c258f17f,0,nyt://interactive/9a06b8e9-0835-4f9d-a0b8-1ff8c258f17f,Notable Deaths 2016: Peter Maxwell Davies,,,,,,,,[],
9,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/pete-fountain,,,[],[],2018-06-06T18:42:30+0000,multimedia,Obituaries,Obituaries,nyt://interactive/c8639098-1b13-4a2b-b53c-76d6ca9cbe56,0,nyt://interactive/c8639098-1b13-4a2b-b53c-76d6ca9cbe56,Notable Deaths 2016: Pete Fountain,,,,,,,,[],
