,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Illus,https://www.nytimes.com/1968/01/14/archives/obituary-1-no-title.html,Illus,,84,The New York Times,[],"[{'name': 'persons', 'value': 'McCarthy, Eugene J', 'rank': 1, 'major': 'N'}]",1968-01-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/ab3d1850-7bf2-5dbf-b83e-4d146c25d831,0,nyt://article/ab3d1850-7bf2-5dbf-b83e-4d146c25d831,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
1,,https://www.nytimes.com/1968/01/13/archives/obituary-1-no-title.html,,,31,The New York Times,[],[],1968-01-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/545124a0-d33b-5825-9ab4-aeda29cf7311,0,nyt://article/545124a0-d33b-5825-9ab4-aeda29cf7311,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
2,"Penny, Arthur N (Mrs)",https://www.nytimes.com/1968/01/13/archives/mrs-arthur-n-penny-5peell-to-tie-tew-york-tlmea.html,"Penny, Arthur N (Mrs)",,31,The New York Times,[],"[{'name': 'persons', 'value': 'PENNY, ARTHUR N', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-01-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/0ed13c8f-7774-5655-8d8e-6f16b0d52755,0,nyt://article/0ed13c8f-7774-5655-8d8e-6f16b0d52755,"MRS. ARTHUR N. PENNY 5peel&l to ""/'tie %'Tew York Tlmea",,,"MRS. ARTHUR N. PENNY 5peel&l to ""/'tie %'Tew York Tlmea",,,,,[],
3,"Gifts recorded yesterday by The New York Times Neediest Cases Fund totaled $7,145.79 from 163 donors. This increased the donations to the 1967-68 appeal to $775,574.23 from 13,668 benefactors.  ",https://www.nytimes.com/1968/01/10/archives/appeal-for-neediest-gets-163-donations-one-gift-is-31341-163-in-a.html,,,45,The New York Times,[],[],1968-01-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/a5acc6d9-b993-5477-b9e3-2f4c88d7fa5e,0,nyt://article/a5acc6d9-b993-5477-b9e3-2f4c88d7fa5e,"Appeal for Neediest Gets 163 Donations; One Gift Is $3,1341; 163 IN A DAY GIVE TO THE NEEDIEST",2,,"Appeal for Neediest Gets 163 Donations; One Gift Is $3,1341; 163 IN A DAY GIVE TO THE NEEDIEST",,,,,[],
4,"Williams, Edward T T",https://www.nytimes.com/1968/01/08/archives/obituary-1-no-title.html,"Williams, Edward T T",,39,The New York Times,[],"[{'name': 'persons', 'value': 'WILLIAMS, EDWARD T T', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-01-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/7ff6c609-5b20-57c8-92c2-85ac4e26f0cf,0,nyt://article/7ff6c609-5b20-57c8-92c2-85ac4e26f0cf,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
5,,https://www.nytimes.com/1968/01/07/archives/obituary-1-no-title.html,,,85,The New York Times,[],[],1968-01-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/e5cf2022-e881-5cd1-88de-57c0260a8e6e,0,nyt://article/e5cf2022-e881-5cd1-88de-57c0260a8e6e,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
6,,https://www.nytimes.com/1968/01/07/archives/birth-notice-1-no-title.html,,,83,The New York Times,[],[],1968-01-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/80ba6196-caf1-599d-90e7-bd6beea38173,0,nyt://article/80ba6196-caf1-599d-90e7-bd6beea38173,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],
7,"Dies, 66; por",https://www.nytimes.com/1968/01/06/archives/obituary-1-no-title.html,"Dies, 66; por",,29,The New York Times,[],"[{'name': 'persons', 'value': 'PATTERSON, HERBERT P', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'MORAN, JAMES J', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1968-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/d9c988b9-f257-50c0-9549-5d8b898907f8,0,nyt://article/d9c988b9-f257-50c0-9549-5d8b898907f8,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
8,,https://www.nytimes.com/1968/01/05/archives/obituary-1-no-title.html,,,35,The New York Times,[],[],1968-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/129762cb-cd07-500a-adeb-5b61ec8339a1,0,nyt://article/129762cb-cd07-500a-adeb-5b61ec8339a1,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
9,,https://www.nytimes.com/1968/01/03/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1968-01-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/fd0a14ac-b5e6-5b5d-8b26-7ae5bc3b827a,0,nyt://article/fd0a14ac-b5e6-5b5d-8b26-7ae5bc3b827a,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
