,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"visits US Pres Johnson at LBJ Ranch, Tex",https://www.nytimes.com/1967/05/30/archives/new-apollo-chief-is-named-at-cape.html,"visits US Pres Johnson at LBJ Ranch, Tex",,44,The New York Times,[],"[{'name': 'glocations', 'value': 'Australia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ASTRONAUTICS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'US PROJECTS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'APOLLO PROJECT', 'rank': 4, 'major': 'N'}]",1967-05-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/a61f16cd-3300-5882-9e9e-ee4be31a6ab8,0,nyt://article/a61f16cd-3300-5882-9e9e-ee4be31a6ab8,NEW APOLLO CHIEF IS NAMED AT CAPE,,,NEW APOLLO CHIEF IS NAMED AT CAPE,,,,,[],,
1,"Curnen, (Mrs) Edw C Jr",https://www.nytimes.com/1967/05/30/archives/deaths.html,"Curnen, (Mrs) Edw C Jr",,21,The New York Times,[],"[{'name': 'persons', 'value': 'CURNEN, EDW C JR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-05-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/bfb12ec6-002d-5580-94d8-98a0f1af47a9,0,nyt://article/bfb12ec6-002d-5580-94d8-98a0f1af47a9,Deaths,,,Deaths,,,,,[],,
2,,https://www.nytimes.com/1967/05/29/archives/deaths.html,,,18,The New York Times,[],"[{'name': 'persons', 'value': 'MCGOVERN, GEORGE STANLEY', 'rank': 1, 'major': 'N'}]",1967-05-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/9e848045-8ff7-54bd-8d96-7c9972c7baab,0,nyt://article/9e848045-8ff7-54bd-8d96-7c9972c7baab,Deaths,,,Deaths,,,,,[],,
3,,https://www.nytimes.com/1967/05/28/archives/whats-new-in-art.html,,,21,The New York Times,[],[],1967-05-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/07aa5642-81e1-56af-aa92-67c0dafb3f67,0,nyt://article/07aa5642-81e1-56af-aa92-67c0dafb3f67,What's New In Art,1,,What's New In Art,,,,,[],,A
4,,https://www.nytimes.com/1967/05/28/archives/birth-notice-1-no-title.html,,,59,The New York Times,[],[],1967-05-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/733420d8-f5dd-5ab1-8737-3a2695e5f38b,0,nyt://article/733420d8-f5dd-5ab1-8737-3a2695e5f38b,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],,
5,"L Foss article on cultural activities, especially at new Center for Creative and Performing Arts",https://www.nytimes.com/1967/05/28/archives/buffalo-is-not-a-vacuum-protests-gallery-concerts-buffalo-is-not-a.html,"L Foss article on cultural activities, especially at new Center for Creative and Performing Arts",,11,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'BUFFALO, NY', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ORGANIZATION (ADMINISTRATION, FACILITIES, FINANCES, PERSONNEL)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 5, 'major': 'N'}]",1967-05-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/8381a1eb-b986-58d3-b289-34ad943a7e7c,0,nyt://article/8381a1eb-b986-58d3-b289-34ad943a7e7c,Buffalo Is Not A Vacuum; Protests Gallery Concerts Buffalo Is Not a Vacuum,,,Buffalo Is Not A Vacuum; Protests Gallery Concerts Buffalo Is Not a Vacuum,,,,"By Lukas Foss, Prominent Composer and Conductor","[{'firstname': 'Lukas', 'middlename': None, 'lastname': 'Foss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Prominent', 'middlename': None, 'lastname': 'Composer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Conductor', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",,D
6,Article on NYC area couples' adoption of Amer Indian children through Louise Wise Services; illus; Child Welfare League repts 325 Indians placed since '58 under program with US Indian Affairs Bur,https://www.nytimes.com/1967/05/27/archives/many-indian-children-find-new-lives-here-unwanted-in-west-are-being.html,Article on NYC area couples' adoption of Amer Indian children through Louise Wise Services; illus; Child Welfare League repts 325 Indians placed since '58 under program with US Indian Affairs Bur,,15,The New York Times,[],"[{'name': 'subject', 'value': 'ADOPTIONS', 'rank': 1, 'major': 'N'}]",1967-05-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/fa11fa83-896f-566c-b816-0a374dc44132,0,nyt://article/fa11fa83-896f-566c-b816-0a374dc44132,Many Indian Children Find New Lives Here; Unwanted in West Are Being Placed in Eastern Homes,,,Many Indian Children Find New Lives Here; Unwanted in West Are Being Placed in Eastern Homes,,,,By Kathleen Teltsch,"[{'firstname': 'Kathleen', 'middlename': None, 'lastname': 'Teltsch', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,,https://www.nytimes.com/1967/05/26/archives/deaths.html,,,47,The New York Times,[],[],1967-05-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/34c5b14e-cdb7-565b-8dae-c94db4b2dc65,0,nyt://article/34c5b14e-cdb7-565b-8dae-c94db4b2dc65,Deaths,1,,Deaths,,,,,[],,
8,,https://www.nytimes.com/1967/05/25/archives/obituary-2-no-title.html,,,47,The New York Times,[],[],1967-05-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/ebbcf325-3114-5432-be38-60f82b1a85cb,0,nyt://article/ebbcf325-3114-5432-be38-60f82b1a85cb,Obituary 2 -- No Title,1,,Obituary 2 -- No Title,,,,,[],,
9,"WESTBURY, L.I., May 22 Fulla Napoleon was the easiest of winners tonight as Dick Thomas guided the colt to a two-length victory over Mess Around in the Dan Patch Pace for 2-year-olds at Roosevelt Raceway.  ",https://www.nytimes.com/1967/05/23/archives/fulla-napoleon-280-wins-dan-patch-pace-at-westbury-favorite-scores.html,,,56,The New York Times,[],[],1967-05-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/b2376f45-1130-5758-b5a1-15bc5fe724ff,0,nyt://article/b2376f45-1130-5758-b5a1-15bc5fe724ff,"Fulla Napoleon, $2.80, Wins Dan Patch Pace at Westbury; FAVORITE SCORES BY TWO LENGTHS Thomas Guides 2-Year-Old Home in $24,522 Event  Mess Around Is 2d New Zealand Horses Qualify ",1,,"Fulla Napoleon, $2.80, Wins Dan Patch Pace at Westbury; FAVORITE SCORES BY TWO LENGTHS Thomas Guides 2-Year-Old Home in $24,522 Event  Mess Around Is 2d New Zealand Horses Qualify ",,,,By Louis Effrat Special To the New York Times,"[{'firstname': 'Louis', 'middlename': 'Effrat', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
