,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"HANOVER, N.H., Nov. 1--Yale, making only its fifth appearance here since its football series with Darmouth began in 1884, registered an impressive 35-7 triumph today and remained the only team unbeaten and untied in Ivy League competition.  ",https://www.nytimes.com/1980/11/02/archives/yale-trounces-dartmouth-357-as-diana-rushes-for-124-yards-holy.html,,,S,13,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/e574d9e1-a00d-5983-9926-8d641d4702c0,0,nyt://article/e574d9e1-a00d-5983-9926-8d641d4702c0,"Yale Trounces Dartmouth, 35-7, As Diana Rushes for 124 Yards; Holy Cross 26, Columbia 0 Harvard 17, Brown 16 ",1,,"Yale Trounces Dartmouth, 35-7, As Diana Rushes for 124 Yards; Holy Cross 26, Columbia 0 Harvard 17, Brown 16 ",,,,By Michael Strauss Special To the New York Times,"[{'firstname': 'Michael', 'middlename': 'Strauss', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"Folk music is in the air again. One can hear it in the playing of street-corner guitarists and in Washington Square Park where once again blues singers  and ""old timey"" bands are converging. Most of all, one can find it in the record ...  ",https://www.nytimes.com/1980/11/02/archives/reliving-the-golden-years-of-folk-music.html,,,A,23,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/e4e5716e-c413-574d-8ab1-ec30402a415f,0,nyt://article/e4e5716e-c413-574d-8ab1-ec30402a415f,Reliving the 'Golden Years' of Folk Music,1,,Reliving the 'Golden Years' of Folk Music,,,,By Neil Alan Marks,"[{'firstname': 'Neil', 'middlename': 'Alan', 'lastname': 'Marks', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"Clarkstown South, Rockland's only unbeaten team, stretched its winning streak to five yesterday by routing Spring Valley, 41-6. South's Glen Marina, the county's leading scorer, ran for three touchdowns and over 100 yards.  ",https://www.nytimes.com/1980/11/02/archives/south-extends-winning-streak-rockland.html,,,S,10,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/f7558bdd-19ba-5974-a4fe-e83c34bac4fa,0,nyt://article/f7558bdd-19ba-5974-a4fe-e83c34bac4fa,South Extends Winning Streak; Rockland ,1,,South Extends Winning Streak; Rockland ,,,,,[],
3,"Pat Finn has an edge on most high school quarterbacks, an added bit of confidence that makes his job a little easier: When he calls a running play, he hands the ball to his brother Chris, the team's star running back.  ",https://www.nytimes.com/1980/11/02/archives/fair-lawn-offense-a-family-affair.html,,,S,11,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/0504fad1-8127-52ff-ba9c-c152caaa6e9b,0,nyt://article/0504fad1-8127-52ff-ba9c-c152caaa6e9b,Fair Lawn Offense a Family Affair,1,,Fair Lawn Offense a Family Affair,,,,By Sally Urang,"[{'firstname': 'Sally', 'middlename': None, 'lastname': 'Urang', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"Farmingdale defeated Syosset, 22-0, yesterday in a Nassau Conference I-A football game and set up a confrontation of unbeaten teams as it meets coleader Massapequa next Saturday.  ",https://www.nytimes.com/1980/11/02/archives/farmingdale-wins-sets-up-showdown-nassau-iii.html,,,S,10,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/6b3ba553-1c48-5525-b5a0-a1e6da77b5a6,0,nyt://article/6b3ba553-1c48-5525-b5a0-a1e6da77b5a6,"Farmingdale Wins, Sets Up Showdown; Nassau I-II ",1,,"Farmingdale Wins, Sets Up Showdown; Nassau I-II ",,,,,[],
5,Rahway stopped Union at the goal line with 10 seconds remaining to preserve a 7-0 victory and its undefeated status yesterday in Union.  ,https://www.nytimes.com/1980/11/02/archives/rahway-takes-a-stand-against-union-unionmiddlesex.html,,,S,11,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/1b712008-857d-526d-b173-117b11ffeebe,0,nyt://article/1b712008-857d-526d-b173-117b11ffeebe,Rahway Takes a Stand Against Union; Union-Middlesex ,1,,Rahway Takes a Stand Against Union; Union-Middlesex ,,,,,[],
6,"The end of a career is near for the major league athlete when he begins to lose his confidence and to listen to what ""they"" say or write.  ",https://www.nytimes.com/1980/11/02/archives/revitalized-plunkett-has-raiders-soaring.html,,,S,6,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/d1e98bbc-f1fb-56d8-a6b7-02d8c9372107,0,nyt://article/d1e98bbc-f1fb-56d8-a6b7-02d8c9372107,Revitalized Plunkett Has Raiders Soaring,1,,Revitalized Plunkett Has Raiders Soaring,,,,William N. Wallace,"[{'firstname': 'William', 'middlename': 'N.', 'lastname': 'Wallace', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"EAST LANSING, Mich., Nov. 1 (AP) --Art Schlichter threw two touchdown passes to Gary Williams and ran for one score today as he guided Ohio State to a 48-16 rout of Michigan State.  ",https://www.nytimes.com/1980/11/02/archives/ohio-state-trounces-michigan-state-4816-michigan-35-indiana-0-iowa.html,,,S,12,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/b39e3ff2-35c6-5a0d-bf13-e4ed77dc50a8,0,nyt://article/b39e3ff2-35c6-5a0d-bf13-e4ed77dc50a8,"Ohio State Trounces Michigan State, 48-16; Michigan 35, Indiana 0 Iowa 22, Wisconsin 13 Purdue 52, Northwestern 31 Minnesota 21, Illinois 18 ",1,,"Ohio State Trounces Michigan State, 48-16; Michigan 35, Indiana 0 Iowa 22, Wisconsin 13 Purdue 52, Northwestern 31 Minnesota 21, Illinois 18 ",,,,,[],
8,"EAST RUTHERFORD, N.J., Nov. 1 --Notre Dame, the third-best football team in the nation, according to last week's wire-service ratings, trounced Navy today, 33-0, before a near-capacity crowd of 78,000 in Giants Stadium.  ",https://www.nytimes.com/1980/11/02/archives/330-victory-raises-unbeaten-streak-to-7-irish-stay-unbeaten-with.html,,,S,1,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/deb0524a-bab8-5cb9-a2d6-17ac597d062e,0,nyt://article/deb0524a-bab8-5cb9-a2d6-17ac597d062e,33-0 Victory Raises Unbeaten Streak to 7; Irish Stay Unbeaten With 33-0 Triumph ,2,,33-0 Victory Raises Unbeaten Streak to 7; Irish Stay Unbeaten With 33-0 Triumph ,,,,By William N. Wallace Special To the New York Times,"[{'firstname': 'William', 'middlename': 'N.', 'lastname': 'Wallace', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"Woody Herman, who has kept his big jazz band going for the last 30 years by playing an almost unbroken succession of one-night stands, has finally found a place to settle down.  ",https://www.nytimes.com/1980/11/02/archives/woody-herman-will-settle-down-in-new-orleans-club-named-for-him.html,,,,77,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/9327c4aa-4288-52ba-8b00-1946cfce23fd,0,nyt://article/9327c4aa-4288-52ba-8b00-1946cfce23fd,Woody Herman Will Settle Down In New Orleans Club Named for Him; Two-Way Comment ,1,,Woody Herman Will Settle Down In New Orleans Club Named for Him; Two-Way Comment ,,,,By John S. Wilson,"[{'firstname': 'John', 'middlename': 'S.', 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
