,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1969/05/12/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/c75a4dd7-517c-58cf-b854-dc6381e7232e,0,nyt://article/c75a4dd7-517c-58cf-b854-dc6381e7232e,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
1,,https://www.nytimes.com/1969/05/11/archives/obituary-1-no-title.html,,,81,The New York Times,[],[],1969-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/9485daf7-1317-5629-aebc-04a7bd3b82cd,0,nyt://article/9485daf7-1317-5629-aebc-04a7bd3b82cd,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
2,,https://www.nytimes.com/1969/05/11/archives/birth-notice-1-no-title.html,,,78,The New York Times,[],[],1969-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/d2458cc1-41ad-5384-a34e-7e86ff4281a8,0,nyt://article/d2458cc1-41ad-5384-a34e-7e86ff4281a8,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],
3,,https://www.nytimes.com/1969/05/10/archives/obituary-1-no-title.html,,,31,The New York Times,[],[],1969-05-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/cc84a693-fe52-57d5-b8e9-30ea73813ba0,0,nyt://article/cc84a693-fe52-57d5-b8e9-30ea73813ba0,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
4,"McDonough, Henry George",https://www.nytimes.com/1969/05/07/archives/obituary-1-no-title.html,"McDonough, Henry George",,47,The New York Times,[],"[{'name': 'persons', 'value': 'CLARKE, JAMES A', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'MCDONOUGH, HENRY GEORGE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 4, 'major': 'N'}]",1969-05-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/b8cfc6f7-ea4e-562e-823b-3bf4305e3881,0,nyt://article/b8cfc6f7-ea4e-562e-823b-3bf4305e3881,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
5,,https://www.nytimes.com/1969/05/04/archives/obituary-1-no-title.html,,,87,The New York Times,[],[],1969-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/7b6d635a-de1d-5148-be3f-46e36a8ff0a3,0,nyt://article/7b6d635a-de1d-5148-be3f-46e36a8ff0a3,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
6,,https://www.nytimes.com/1969/05/04/archives/marcia-pendleton-becomes-a-bride.html,,,96,The New York Times,[],[],1969-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/33c8fad2-ff2f-5699-ab28-06cbc662e48f,0,nyt://article/33c8fad2-ff2f-5699-ab28-06cbc662e48f,Marcia Pendleton Becomes a Bride,1,,Marcia Pendleton Becomes a Bride,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1969/05/04/archives/birth-notice-1-no-title.html,,,94,The New York Times,[],[],1969-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/e436095b-6148-583e-ad82-9f44491d33d0,0,nyt://article/e436095b-6148-583e-ad82-9f44491d33d0,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],
8,,https://www.nytimes.com/1969/05/03/archives/obituary-1-no-title.html,,,35,The New York Times,[],[],1969-05-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d9ec45f-d6b0-5c57-8805-0fd13d71542d,0,nyt://article/8d9ec45f-d6b0-5c57-8805-0fd13d71542d,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
9,,https://www.nytimes.com/1969/05/02/archives/obituary-1-no-title.html,,,43,The New York Times,[],[],1969-05-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/526c6e0e-b1f1-5e47-8a5a-4d319bdc5b43,0,nyt://article/526c6e0e-b1f1-5e47-8a5a-4d319bdc5b43,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
