,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1967/08/29/archives/radio.html,,,75,The New York Times,[],[],1967-08-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/1f876011-ac3f-5a76-9386-bc540996324b,0,nyt://article/1f876011-ac3f-5a76-9386-bc540996324b,Radio,1,,Radio,,,,,[],,
1,,https://www.nytimes.com/1967/08/29/archives/roosevelt-raceway-entries-westbury-li.html,,,34,The New York Times,[],[],1967-08-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/d59c98e7-1f97-532a-af5e-7e3988a21ef6,0,nyt://article/d59c98e7-1f97-532a-af5e-7e3988a21ef6,"Roosevelt Raceway Entries; WESTBURY, L.I.",1,,"Roosevelt Raceway Entries; WESTBURY, L.I.",,,,,[],,S
2,"Opponents of the war in Vietnam announced plans yesterday for a huge two-day demonstration in Washington next month to ""shut down the Pentagon.""",https://www.nytimes.com/1967/08/29/archives/war-foes-to-try-to-shut-pentagon-aim-of-2day-protest-is-to-disrupt.html,,,12,The New York Times,[],"[{'name': 'glocations', 'value': 'PENTAGON BUILDING (ARLINGTON, VA)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Vietnam', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'BROWN, HUBERT RAP', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL POLICIES OF BELLIGERENTS, OTHER MAJOR POWERS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'REACTIONS IN UNITED STATES', 'rank': 5, 'major': 'N'}]",1967-08-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/d5e7c1b3-e424-51e3-861c-80986667304a,0,nyt://article/d5e7c1b3-e424-51e3-861c-80986667304a,WAR FOES TO TRY TO SHUT PENTAGON; Aim of 2-Day Protest Is to 'Disrupt' the Government,,,WAR FOES TO TRY TO SHUT PENTAGON; Aim of 2-Day Protest Is to 'Disrupt' the Government,,,,By Earl Caldwell,"[{'firstname': 'Earl', 'middlename': None, 'lastname': 'Caldwell', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,,https://www.nytimes.com/1967/08/28/archives/radio.html,,,63,The New York Times,[],[],1967-08-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/500e21f9-f101-5fca-acc5-d3a179480f77,0,nyt://article/500e21f9-f101-5fca-acc5-d3a179480f77,Radio,1,,Radio,,,,,[],,
4,,https://www.nytimes.com/1967/08/27/archives/marriages.html,,,81,The New York Times,[],[],1967-08-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/23eff009-808b-5f8a-8510-037bd045546a,0,nyt://article/23eff009-808b-5f8a-8510-037bd045546a,Marriages,1,,Marriages,,,,,[],,
5,"Harris, Harry",https://www.nytimes.com/1967/08/24/archives/deaths.html,"Harris, Harry",,37,The New York Times,[],"[{'name': 'persons', 'value': 'HARRIS, HARRY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-08-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/78882505-82d1-5c6e-a619-6ca89b5cbfa5,0,nyt://article/78882505-82d1-5c6e-a619-6ca89b5cbfa5,Deaths,,,Deaths,,,,,[],,
6,,https://www.nytimes.com/1967/08/22/archives/deaths.html,,,39,The New York Times,[],[],1967-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/a037803d-1d7a-55a7-a73e-5e360a5a28bd,0,nyt://article/a037803d-1d7a-55a7-a73e-5e360a5a28bd,Deaths,1,,Deaths,,,,,[],,
7,,https://www.nytimes.com/1967/08/22/archives/charts-of-races-at-saratoga.html,,,48,The New York Times,[],[],1967-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/66cf1291-c6b8-54fb-be6c-f69a7d808b78,0,nyt://article/66cf1291-c6b8-54fb-be6c-f69a7d808b78,Charts of Races at Saratoga,1,,Charts of Races at Saratoga,,,,,[],,S
8,"Hirsch, Edgar A",https://www.nytimes.com/1967/08/22/archives/edgar-a-hirsch-84-of-lumber-concern.html,"Hirsch, Edgar A",,39,The New York Times,[],"[{'name': 'persons', 'value': 'HIRSCH, EDGAR A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/a61907c5-f18c-573d-a5af-43628a86350b,0,nyt://article/a61907c5-f18c-573d-a5af-43628a86350b,"EDGAR A. HIRSCH, 84, OF LUMBER CONCERN",,,"EDGAR A. HIRSCH, 84, OF LUMBER CONCERN",,,,,[],,
9,,https://www.nytimes.com/1967/08/22/archives/roosevelt-raceway-results.html,,,48,The New York Times,[],[],1967-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/84a5746a-0e13-5c57-a790-21dba60acf34,0,nyt://article/84a5746a-0e13-5c57-a790-21dba60acf34,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
