,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Yefroiken, Salman",https://www.nytimes.com/1966/10/02/archives/yefroiken-dead-jewish-educator-directed-85-schools-run-by-workmens.html,"Yefroiken, Salman",,86,The New York Times,[],"[{'name': 'persons', 'value': 'YEFROIKEN, SALMAN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1966-10-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/dfb1a973-33da-5f90-8f32-123c345f7b4d,0,nyt://article/dfb1a973-33da-5f90-8f32-123c345f7b4d,YEFROIKEN DEAD; JEWISH EDUCATOR; Directed 85 Schools Run by Workmen's Circle,,,YEFROIKEN DEAD; JEWISH EDUCATOR; Directed 85 Schools Run by Workmen's Circle,,,,,[],,
1,,https://www.nytimes.com/1966/10/02/archives/births.html,,,91,The New York Times,[],[],1966-10-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/42f4218b-fd84-5981-ab16-c3ad0ad2341d,0,nyt://article/42f4218b-fd84-5981-ab16-c3ad0ad2341d,Births,1,,Births,,,,,[],,
2,"Coty fashion critics award presented to D Toubeix, return awards to R Gernreich and G Beene; fashion show; illus",https://www.nytimes.com/1966/09/30/archives/a-motorcycle-in-the-museum-thats-fashion.html,"Coty fashion critics award presented to D Toubeix, return awards to R Gernreich and G Beene; fashion show; illus",,80,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'APPAREL', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""WOMEN'S AND GIRLS' WEAR"", 'rank': 3, 'major': 'N'}]",1966-09-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/b8c2e02a-29b9-5c17-a9d4-e388da08c1f7,0,nyt://article/b8c2e02a-29b9-5c17-a9d4-e388da08c1f7,A Motorcycle in the Museum? That's Fashion,,,A Motorcycle in the Museum? That's Fashion,,,,By Bernadine Morris,"[{'firstname': 'Bernadine', 'middlename': None, 'lastname': 'Morris', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Real Estate
3,,https://www.nytimes.com/1966/09/30/archives/deaths.html,,,47,The New York Times,[],[],1966-09-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/0fbe76af-8ba0-52d2-9298-cdf880fa09e4,0,nyt://article/0fbe76af-8ba0-52d2-9298-cdf880fa09e4,Deaths,1,,Deaths,,,,,[],,
4,"Condon, David A",https://www.nytimes.com/1966/09/29/archives/deaths.html,"Condon, David A",,47,The New York Times,[],"[{'name': 'persons', 'value': 'CONDON, DAVID A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1966-09-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/791373f5-31c0-56b7-8e08-206b3d1dbe72,0,nyt://article/791373f5-31c0-56b7-8e08-206b3d1dbe72,Deaths,,,Deaths,,,,,[],,
5,The auxiliary of the New York Infirmary will benefit from the Champagne Ball at the St. Regis-Sheraton Roof on Friday. Mrs. Robert F. Wagner and Mrs. Eric B. Outwater are honorary chairmen for the event. Proceeds will be used for the hospital's nursery.  ,https://www.nytimes.com/1966/09/28/archives/ball-friday-to-help-hospitals-nursery.html,,,43,The New York Times,[],[],1966-09-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/3ab83990-bcb0-512c-ab99-def5da7d212c,0,nyt://article/3ab83990-bcb0-512c-ab99-def5da7d212c,Ball Friday to Help Hospital's Nursery,1,,Ball Friday to Help Hospital's Nursery,,,,,[],,
6,,https://www.nytimes.com/1966/09/26/archives/deaths.html,,,41,The New York Times,[],"[{'name': 'persons', 'value': 'Weizmann, Chaim', 'rank': 1, 'major': 'N'}]",1966-09-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/99ad1fdc-f24a-5f6d-a1da-8c7d1b68a52c,0,nyt://article/99ad1fdc-f24a-5f6d-a1da-8c7d1b68a52c,Deaths,,,Deaths,,,,,[],,
7,ON a clear day you can see the Verrazano  Narrows Bridge from the bay window of Horace P. Moulton's home in Dongan Hills. But getting from the bridge to the home of the vice president and general counsel of American Telephone and Telegraph poses quite a  problem.  ,https://www.nytimes.com/1966/09/25/archives/at-the-other-end-of-the-verrazano-bridge-society-has-taken-to-the.html,,,94,The New York Times,[],[],1966-09-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/f02dfc80-6a50-52bf-8cfc-a59d50810be1,0,nyt://article/f02dfc80-6a50-52bf-8cfc-a59d50810be1,"At the Other End of the Verrazano Bridge, Society Has Taken to the Hills; The Bridge Haters",1,,"At the Other End of the Verrazano Bridge, Society Has Taken to the Hills; The Bridge Haters",,,,The New York Times (by Carl T. Gossett Jr.),[],The New York Times,
8,"Wolf, Harry F",https://www.nytimes.com/1966/09/24/archives/harry-f-wolf-59-of-squash-tennis-national-amateur-champion-11-years.html,"Wolf, Harry F",,17,The New York Times,[],"[{'name': 'persons', 'value': 'WOLF, HARRY F', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1966-09-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/156d5b3b-e573-5256-aa36-a9f605e99db3,0,nyt://article/156d5b3b-e573-5256-aa36-a9f605e99db3,"HARRY F. WOLF, 59, OF SQUASH TENNIS; National Amateur Champion 11 Years in a Row Dies",,,"HARRY F. WOLF, 59, OF SQUASH TENNIS; National Amateur Champion 11 Years in a Row Dies",,,,,[],,
9,"Flamboyant, Harriman Trot",https://www.nytimes.com/1966/09/23/archives/pay-dirt-second-in-100000-trot-halifax-hanover-in-lead-goes.html,"Flamboyant, Harriman Trot",,34,The New York Times,[],"[{'name': 'subject', 'value': 'Horses', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'RACES AND RACE HORSES', 'rank': 2, 'major': 'N'}]",1966-09-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/7f94e197-1d9d-5bb5-ac0c-2584ae2fec3a,0,nyt://article/7f94e197-1d9d-5bb5-ac0c-2584ae2fec3a,"PAY DIRT SECOND IN $100,000 TROT; Halifax Hanover, in Lead, Goes Offstride, Finishes 13th in Harriman Event",,,"PAY DIRT SECOND IN $100,000 TROT; Halifax Hanover, in Lead, Goes Offstride, Finishes 13th in Harriman Event",,,,By Louis Effrat Special To the New York Times,"[{'firstname': 'Louis', 'middlename': 'Effrat', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Sports
