,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"As problems in subprime mortgage lending have expanded into the broader markets, hedge funds have come face to face with the ghost of past financial crises.",https://www.nytimes.com/2007/08/20/business/20hedge.html,"As problems in subprime mortgage lending have expanded into the broader markets, hedge funds have come face to face with the ghost of past financial crises.","As summer neared, investors in Sowood Capital Management, a $3 billion hedge fund, had little to complain about. ",C,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/20/business/20hedge.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2007/08/20/business/20hedge.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/20/business/20hedge.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/20/business/20hedge.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/20/business/20hedge.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Sowood Capital Management', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Banks and Banking', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hedge Funds', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Bear Stearns Cos', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Drexel Burnham Lambert', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mortgages', 'rank': 7, 'major': 'N'}]",2007-08-20T04:00:00+0000,article,Business,Business Day,News,nyt://article/4ace5cca-1851-5ee0-9496-7d822d0f2bad,1455,nyt://article/4ace5cca-1851-5ee0-9496-7d822d0f2bad,Hedge Funds Are Squeezed by Investors and Lenders,,,Hedge Funds Are Squeezed By Investors And Lenders,,,,By Jenny Anderson,"[{'firstname': 'Jenny', 'middlename': None, 'lastname': 'Anderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"The last time we checked on John Devaney, DealBook found out that he would be left high and dry. Now, it appears he may be grounded as well.",https://dealbook.nytimes.com/2007/08/17/subprime-losses-drag-devaney-down-to-earth/,,"The last time we checked on John Devaney, DealBook found out that he would be left high and dry. Now, it appears he may be grounded as well.",,,The New York Times,[],[],2007-08-17T14:37:32+0000,article,Business,Business Day,News,nyt://article/6419b1d7-266e-551c-a654-79fb2af1acd4,221,nyt://article/6419b1d7-266e-551c-a654-79fb2af1acd4,High-Flying Days Are Over for One Fund Manager,DealBook,,,,,,By Dealbook,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,AROUND TOWN.,https://www.nytimes.com/2007/08/17/arts/17wspare.html,AROUND TOWN.,AROUND TOWN,,,The New York Times,[],[],2007-08-17T04:00:00+0000,article,Weekend,Arts,Schedule,nyt://article/8420afab-a128-585c-a296-5873af2f6a08,2443,nyt://article/8420afab-a128-585c-a296-5873af2f6a08,Spare Times,,,,,,,By The New York Times,[],The New York Times,
3,POP.,https://www.nytimes.com/2007/08/10/arts/music/10pop.html,POP.,POP,E,22,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}]",2007-08-10T04:00:00+0000,article,Weekend,Arts,Schedule,nyt://article/3e18e23d-c91b-580c-9741-d5046db4b509,2129,nyt://article/3e18e23d-c91b-580c-9741-d5046db4b509,Pop and Rock Listings,,,Pop and Rock,,,,By The New York Times,[],The New York Times,Music
4,Larchmont.,https://www.nytimes.com/2007/07/29/nyregion/nyregionspecial2/29peoplewe.html,Larchmont.,Larchmont,WE,9,The New York Times,[],"[{'name': 'subject', 'value': 'APPAREL', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dresses', 'rank': 2, 'major': 'N'}]",2007-07-29T04:00:00+0000,article,Regionals,New York,News,nyt://article/d60b7179-231e-5c42-a94a-c2de193dd5a4,746,nyt://article/d60b7179-231e-5c42-a94a-c2de193dd5a4,"Swap Those Jeans for a Dress, Soccer Mom",Style,,"Swap Those Jeans for a Dress, Soccer Mom",,,,By Lesley Jane Seymour,"[{'firstname': 'Lesley', 'middlename': 'Jane', 'lastname': 'Seymour', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,N.Y. / Region
5,From DealBook colleagues Jenny Anderson and Julie Creswell:,https://dealbook.nytimes.com/2007/07/27/subprimes-other-victims-the-yacht-owners/,,From DealBook colleagues Jenny Anderson and Julie Creswell:,,,The New York Times,[],[],2007-07-27T21:02:12+0000,article,Business,Business Day,News,nyt://article/17d70f67-1973-52e2-99d5-0822350d77e1,404,nyt://article/17d70f67-1973-52e2-99d5-0822350d77e1,Subprime’s Other Victims: The Yacht-Owners,DealBook,,,,,,By Dealbook,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,"A reality TV series about the A.S.P.C.A. police unit that rescues animals from abuse overstates its effectiveness, critics say. ",https://www.nytimes.com/2007/07/23/nyregion/23aspca.html,"A reality TV series about the A.S.P.C.A. police unit that rescues animals from abuse overstates its effectiveness, critics say. "," “Animal Precinct,” the six-year-old reality TV series, has long been more than just a gritty chronicle of the A.S.P.C.A. police unit that specializes in rescuing animals victimized by cruelty in New York City. ",B,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/23/nyregion/23aspca.xlarge1.jpg', 'height': 320, 'width': 600, 'legacy': {'xlarge': 'images/2007/07/23/nyregion/23aspca.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 320}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/23/nyregion/23aspca.xlarge1.jpg', 'height': 320, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/23/nyregion/23aspca.3951.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/23/nyregion/23aspca.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/07/23/nyregion/23aspca.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cruelty to Animals', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 4, 'major': 'N'}]",2007-07-23T04:00:00+0000,article,Metro,New York,News,nyt://article/23b7c47e-7a10-56c4-ab57-971bb5562629,1887,nyt://article/23b7c47e-7a10-56c4-ab57-971bb5562629,"For ‘Animal Precinct,’ Reality Subject to Dispute",,,"For ‘Animal Precinct,’ Reality Subject to Dispute",,,,By Glenn Collins,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Collins', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"The most radical congressman in America is a Republican
from Texas. And he’s running for president.",https://www.nytimes.com/2007/07/22/magazine/22Paul-t.html,"The most radical congressman in America is a Republican
from Texas. And he’s running for president.","Whipping westward across Manhattan in a limousine sent by Comedy Central’s “Daily Show,” Ron Paul, the 10-term Texas congressman and long-shot Republican presidential candidate, is being briefed. Paul has only the most tenuous familiarity with Comedy Central. He has never heard of “The Daily Show.” His press secretary, Jesse Benton, is trying to explain who its host, Jon Stewart, is. “He’s an affable gentleman,” Benton says, “and he’s very smart. What I’m getting from the pre-interview is, he’s sympathetic.”",,,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/17/magazine/22paul190.1.jpg', 'height': 260, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/17/magazine/22paul75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/07/17/magazine/22paul75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Paul, Ron', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Elections (US)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Gramm, Phil', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'DeLay, Tom', 'rank': 7, 'major': 'N'}]",2007-07-22T04:00:00+0000,article,Magazine,Magazine,News,nyt://article/d182f95f-6d22-5fef-a399-e1fe9e89774c,5050,nyt://article/d182f95f-6d22-5fef-a399-e1fe9e89774c,"The Antiwar, Anti-Abortion, Anti-Drug-Enforcement-<br />Administration, Anti-Medicare Candidacy of Dr. Ron Paul",,,"The Antiwar, Anti-Abortion, Anti-Drug-Enforcement-Administration, Anti-Medicare Candidacy Of Dr. Ron Paul",,,,By Christopher Caldwell,"[{'firstname': 'Christopher', 'middlename': None, 'lastname': 'Caldwell', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
8,POP.,https://www.nytimes.com/2007/07/20/arts/music/20pop.html,POP.,POP,E,20,The New York Times,[],[],2007-07-20T04:00:00+0000,article,Weekend,Arts,Schedule,nyt://article/35f20f57-4156-5715-9f42-92939f9c219d,2861,nyt://article/35f20f57-4156-5715-9f42-92939f9c219d,Pop Listings,,,Pop,,,,By The New York Times,[],The New York Times,Music
9,POP.,https://www.nytimes.com/2007/07/13/arts/music/13pop.html,POP.,POP,E,20,The New York Times,[],[],2007-07-13T04:00:00+0000,article,Weekend,Arts,Schedule,nyt://article/52dfb89a-b90e-5a43-8bac-60db6ec1bedd,2348,nyt://article/52dfb89a-b90e-5a43-8bac-60db6ec1bedd,Pop and Rock Listings,,,Pop,,,,By The New York Times,[],The New York Times,Music
