,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"President Vladimir Putin on Monday opened a rail route linking Russia's two biggest cities to Crimea, which Moscow annexed from Ukraine in 2014, and said it proved that the country could deliver on giant infrastructure projects. ",https://www.nytimes.com/reuters/2019/12/23/world/europe/23reuters-ukraine-crisis-crimea-bridge.html,"President Vladimir Putin on Monday opened a rail route linking Russia's two biggest cities to Crimea, which Moscow annexed from Ukraine in 2014, and said it proved that the country could deliver on giant infrastructure projects. ","MOSCOW — President Vladimir Putin on Monday opened a rail route linking Russia's two biggest cities to Crimea, which Moscow annexed from Ukraine in 2014, and said it proved that the country could deliver on giant infrastructure projects. ",Reuters,[],[],2019-12-23T13:15:59+0000,article,None,World,Europe,News,nyt://article/1bcb4126-1f6e-5ef1-beb8-c4a8d903c641,411,nyt://article/1bcb4126-1f6e-5ef1-beb8-c4a8d903c641,Putin Opens Russian Rail Route to Annexed Crimea,,,Putin Opens Russian Rail Route to Annexed Crimea,,,,By Reuters,[],Reuters
1,"Fantasy sports and gambling company DraftKings will be taken public by an entity founded by Hollywood executives Jeff Sagansky and Harry Sloan in a deal valuing the company $3.3 billion (2.6 billion pounds), the firm said on Monday.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-draftkings-diamond-eagle.html,"Fantasy sports and gambling company DraftKings will be taken public by an entity founded by Hollywood executives Jeff Sagansky and Harry Sloan in a deal valuing the company $3.3 billion (2.6 billion pounds), the firm said on Monday.","(Reuters) - Fantasy sports and gambling company DraftKings will be taken public by an entity founded by Hollywood executives Jeff Sagansky and Harry Sloan in a deal valuing the company $3.3 billion (2.6 billion pounds), the firm said on Monday.",Reuters,[],[],2019-12-23T13:12:50+0000,article,None,Business Day,,News,nyt://article/304771b8-7919-563f-8d6c-67938435601e,164,nyt://article/304771b8-7919-563f-8d6c-67938435601e,DraftKings to Go Public in 2020 at $3.3 Billion Valuation,,,DraftKings to Go Public in 2020 at $3.3 Billion Valuation,,,,By Reuters,[],Reuters
2,"In the not-so-distant past, TV viewers were forced to wait a week for the next instalment of their favourite shows, parcelled out by networks in half-hour or hour-long increments.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-netflix-decade-in-review.html,"In the not-so-distant past, TV viewers were forced to wait a week for the next instalment of their favourite shows, parcelled out by networks in half-hour or hour-long increments.","(Reuters) - In the not-so-distant past, TV viewers were forced to wait a week for the next instalment of their favourite shows, parcelled out by networks in half-hour or hour-long increments.",Reuters,[],[],2019-12-23T13:12:48+0000,article,None,Business Day,,News,nyt://article/514a9386-7f87-562c-87fb-4f4855197407,460,nyt://article/514a9386-7f87-562c-87fb-4f4855197407,The Netflix Decade: How One Company Changed the Way We Watch TV,,,The Netflix Decade: How One Company Changed the Way We Watch TV,,,,By Reuters,[],Reuters
3,A Brussels puppet theater as old as Belgium itself is staging its Christmas nativity show this year with a dash of Monty Python humor added to the traditional story of Jesus's birth.,https://www.nytimes.com/reuters/2019/12/23/world/europe/23reuters-christmas-season-belgium-theatre.html,A Brussels puppet theater as old as Belgium itself is staging its Christmas nativity show this year with a dash of Monty Python humor added to the traditional story of Jesus's birth.,BRUSSELS — A Brussels puppet theater as old as Belgium itself is staging its Christmas nativity show this year with a dash of Monty Python humor added to the traditional story of Jesus's birth.,Reuters,[],[],2019-12-23T13:12:47+0000,article,None,World,Europe,News,nyt://article/1abdf8cd-9a85-5a90-ba2b-0a14520e7ac6,368,nyt://article/1abdf8cd-9a85-5a90-ba2b-0a14520e7ac6,Brussels Puppet Theater Adds Monty Python Humor to Nativity Tale,,,Brussels Puppet Theater Adds Monty Python Humor to Nativity Tale,,,,By Reuters,[],Reuters
4,"Newcastle United will assess striker Andy Carroll's fitness before deciding if he can face Manchester United on Thursday but his return from injury has already lifted spirits in the squad, manager Steve Bruce said on Monday.",https://www.nytimes.com/reuters/2019/12/23/sports/soccer/23reuters-soccer-england-mun-new-preview.html,"Newcastle United will assess striker Andy Carroll's fitness before deciding if he can face Manchester United on Thursday but his return from injury has already lifted spirits in the squad, manager Steve Bruce said on Monday.","(Reuters) - Newcastle United will assess striker Andy Carroll's fitness before deciding if he can face Manchester United on Thursday but his return from injury has already lifted spirits in the squad, manager Steve Bruce said on Monday.",Reuters,[],[],2019-12-23T13:12:45+0000,article,None,Sports,Soccer,News,nyt://article/d22a0034-2667-512a-a3e4-7142b66ce70a,337,nyt://article/d22a0034-2667-512a-a3e4-7142b66ce70a,"Christmas Carroll Can Be Newcastle Inspiration, Says Bruce",,,"Christmas Carroll Can Be Newcastle Inspiration, Says Bruce",,,,By Reuters,[],Reuters
5, Police  are searching for a missing woman who left an Alabama bar with two strangers and then reportedly texted someone that she might be in trouble.,https://www.nytimes.com/aponline/2019/12/23/us/ap-us-missing-woman-alabama.html, Police  are searching for a missing woman who left an Alabama bar with two strangers and then reportedly texted someone that she might be in trouble.,"BIRMINGHAM, Ala. — Police are searching for a missing woman who left an Alabama bar with two strangers and then reportedly texted someone that she might be in trouble.",AP,[],[],2019-12-23T13:12:27+0000,article,None,U.S.,,News,nyt://article/93cd16d7-6838-548d-bf69-fdbdd5e98778,126,nyt://article/93cd16d7-6838-548d-bf69-fdbdd5e98778,Police Seek Woman Who Disappeared After Leaving Alabama Bar,,,Police Seek Woman Who Disappeared After Leaving Alabama Bar,,,,By The Associated Press,[],The Associated Press
6,Passengers on a tram in Germany forced their way into the cab and stopped the speeding vehicle after the driver passed out and they couldn't get the emergency brake to work.,https://www.nytimes.com/aponline/2019/12/23/world/europe/ap-eu-germany-runaway-tram.html,Passengers on a tram in Germany forced their way into the cab and stopped the speeding vehicle after the driver passed out and they couldn't get the emergency brake to work.,BERLIN — Passengers on a tram in Germany forced their way into the cab and stopped the speeding vehicle after the driver passed out and they couldn't get the emergency brake to work.,AP,[],[],2019-12-23T13:03:27+0000,article,None,World,Europe,News,nyt://article/4bdaf8b6-7e71-51cb-a94f-b5704e79748b,145,nyt://article/4bdaf8b6-7e71-51cb-a94f-b5704e79748b,Germany: Passengers Stop Runaway Tram as Driver Passes Out,,,Germany: Passengers Stop Runaway Tram as Driver Passes Out,,,,By The Associated Press,[],The Associated Press
7,"The S&P 500 and the Nasdaq hit fresh record highs on Monday as President Donald Trump said an initial U.S.-China trade pact would be signed ""very shortly"", while Boeing shares lifted the Dow after the planemaker fired its chief executive officer.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-usa-stocks.html,"The S&P 500 and the Nasdaq hit fresh record highs on Monday as President Donald Trump said an initial U.S.-China trade pact would be signed ""very shortly"", while Boeing shares lifted the Dow after the planemaker fired its chief executive officer.","(Reuters) - The S&P 500 and the Nasdaq hit fresh record highs on Monday as President Donald Trump said an initial U.S.-China trade pact would be signed ""very shortly"", while Boeing shares lifted the Dow after the planemaker fired its chief executive officer.",Reuters,[],[],2019-12-23T12:48:44+0000,article,None,Business Day,,News,nyt://article/c36e27af-1267-5f4d-8235-e7a244c489dc,377,nyt://article/c36e27af-1267-5f4d-8235-e7a244c489dc,"S&P 500, Nasdaq Hit New Records; Boeing Lifts Dow",,,"S&P 500, Nasdaq Hit New Records; Boeing Lifts Dow",,,,By Reuters,[],Reuters
8,"Adnoc's Ruwais facility will undergo routine maintenance in early 2020, the company said in a statement on Monday.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-emirates-adnoc-refinery.html,"Adnoc's Ruwais facility will undergo routine maintenance in early 2020, the company said in a statement on Monday.","DUBAI — Adnoc's Ruwais facility will undergo routine maintenance in early 2020, the company said in a statement on Monday.",Reuters,[],[],2019-12-23T12:45:40+0000,article,None,Business Day,,News,nyt://article/2a936582-2258-5326-ada2-6694e7969900,47,nyt://article/2a936582-2258-5326-ada2-6694e7969900,"Adnoc's Ruwais Facility to Undergo Maintenance Early 2020, No Impact Expected",,,"Adnoc's Ruwais Facility to Undergo Maintenance Early 2020, No Impact Expected",,,,By Reuters,[],Reuters
9,"Indian Muslims protesting against a citizenship law which they say is discriminatory are carrying national flags and copies of the constitution, aiming to prevent supporters of the Hindu nationalist government from painting them as anti-India. ",https://www.nytimes.com/reuters/2019/12/23/world/asia/23reuters-india-citizenship-nationalism.html,"Indian Muslims protesting against a citizenship law which they say is discriminatory are carrying national flags and copies of the constitution, aiming to prevent supporters of the Hindu nationalist government from painting them as anti-India. ","NEW DELHI/BENGALURU — Indian Muslims protesting against a citizenship law which they say is discriminatory are carrying national flags and copies of the constitution, aiming to prevent supporters of the Hindu nationalist government from painting them as anti-India. ",Reuters,[],[],2019-12-23T12:45:39+0000,article,None,World,Asia Pacific,News,nyt://article/c8c32641-0309-5944-95c3-2706e74140a4,498,nyt://article/c8c32641-0309-5944-95c3-2706e74140a4,Indian Muslims Wave National Flag to Show Protest Is Not Anti-India,,,Indian Muslims Wave National Flag to Show Protest Is Not Anti-India,,,,By Reuters,[],Reuters
