,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"At the end of a difficult year, Queen Elizabeth has posed for photographs with her son Prince Charles, grandson Prince William and great-grandson Prince George in an apparent message about the continuity of the British royal family.",https://www.nytimes.com/reuters/2019/12/21/world/europe/21reuters-britain-royals.html,"At the end of a difficult year, Queen Elizabeth has posed for photographs with her son Prince Charles, grandson Prince William and great-grandson Prince George in an apparent message about the continuity of the British royal family.","LONDON — At the end of a difficult year, Queen Elizabeth has posed for photographs with her son Prince Charles, grandson Prince William and great-grandson Prince George in an apparent message about the continuity of the British royal family.",Reuters,[],[],2019-12-21T22:06:33+0000,article,None,World,Europe,News,nyt://article/105c68d2-afd6-5a23-814d-7677e6832038,210,nyt://article/105c68d2-afd6-5a23-814d-7677e6832038,"Queen Elizabeth Mixes Puddings, and Sends Message of Continuity",,,"Queen Elizabeth Mixes Puddings, and Sends Message of Continuity",,,,By Reuters,[],Reuters
1,"Utah State didn't give up a field goal in the first 10 minutes Saturday and still led by only four points, which was enough to make coach Craig Smith rub his jaw in disbelief.",https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-utah-state-florida.html,"Utah State didn't give up a field goal in the first 10 minutes Saturday and still led by only four points, which was enough to make coach Craig Smith rub his jaw in disbelief.","SUNRISE, Fla. — Utah State didn't give up a field goal in the first 10 minutes Saturday and still led by only four points, which was enough to make coach Craig Smith rub his jaw in disbelief.",AP,[],[],2019-12-21T22:03:30+0000,article,None,Sports,College Basketball,News,nyt://article/ca313275-5f05-5b8a-b19a-0ef137fd025a,568,nyt://article/ca313275-5f05-5b8a-b19a-0ef137fd025a,Merrill's 21 Points Help Utah State Beat Florida 65-62,,,Merrill's 21 Points Help Utah State Beat Florida 65-62,,,,By The Associated Press,[],The Associated Press
2,"A Macy’s worker was shot Saturday outside an Atlanta mall on one of the busiest shopping days of the year, police said.",https://www.nytimes.com/aponline/2019/12/21/us/ap-us-shopping-mall-shooting.html,"A Macy’s worker was shot Saturday outside an Atlanta mall on one of the busiest shopping days of the year, police said.","A Macy’s worker was shot Saturday outside an Atlanta mall on one of the busiest shopping days of the year, police said.",AP,[],[],2019-12-21T22:03:28+0000,article,None,U.S.,,News,nyt://article/198ebb36-a1e9-5fc1-95e4-c67cc494c965,118,nyt://article/198ebb36-a1e9-5fc1-95e4-c67cc494c965,Macy's Worker Shot in Parking Deck of Atlanta Shopping Mall,,,Macy's Worker Shot in Parking Deck of Atlanta Shopping Mall,,,,By The Associated Press,[],The Associated Press
3,Ole Miss coach Kermit Davis was looking for a spark.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-se-louisiana-mississippi.html,Ole Miss coach Kermit Davis was looking for a spark.,"JACKSON, Miss. — Ole Miss coach Kermit Davis was looking for a spark.",AP,[],[],2019-12-21T22:00:29+0000,article,None,Sports,College Basketball,News,nyt://article/1b2727ab-26d4-5493-8717-f78c81134372,500,nyt://article/1b2727ab-26d4-5493-8717-f78c81134372,Sy Scores 20 Points to Lead Ole Miss Past SE Louisiana 83-76,,,Sy Scores 20 Points to Lead Ole Miss Past SE Louisiana 83-76,,,,By The Associated Press,[],The Associated Press
4,"Blake Wheeler admits that returning home to play in Minnesota still feels special after a 12-year NHL career spent playing elsewhere, including the past nine seasons for the Wild’s rival Winnipeg Jets.",https://www.nytimes.com/aponline/2019/12/21/sports/hockey/bc-hkn-jets-wild.html,"Blake Wheeler admits that returning home to play in Minnesota still feels special after a 12-year NHL career spent playing elsewhere, including the past nine seasons for the Wild’s rival Winnipeg Jets.","ST. PAUL, Minn. — Blake Wheeler admits that returning home to play in Minnesota still feels special after a 12-year NHL career spent playing elsewhere, including the past nine seasons for the Wild’s rival Winnipeg Jets.",AP,[],[],2019-12-21T21:57:33+0000,article,None,Sports,Hockey,News,nyt://article/575c322c-28f1-5e7d-ab3d-d94486619c5f,775,nyt://article/575c322c-28f1-5e7d-ab3d-d94486619c5f,"Wheeler Becomes Franchise Scoring Leader, Jets Beat Wild 6-0",,,"Wheeler Becomes Franchise Scoring Leader, Jets Beat Wild 6-0",,,,By The Associated Press,[],The Associated Press
5,The Houston Texans aren't satisfied with being AFC South champions for the fourth time in five years.,https://www.nytimes.com/aponline/2019/12/21/sports/football/bc-fbn-texans-buccaneers.html,The Houston Texans aren't satisfied with being AFC South champions for the fourth time in five years.,"TAMPA, Fla. — The Houston Texans aren't satisfied with being AFC South champions for the fourth time in five years.",AP,[],[],2019-12-21T21:57:32+0000,article,None,Sports,Pro Football,News,nyt://article/5916dbf2-9469-5fa6-a9b3-d41d36ae2b84,845,nyt://article/5916dbf2-9469-5fa6-a9b3-d41d36ae2b84,Texans Win AFC South Title With Victory Over Bucs,,,Texans Win AFC South Title With Victory Over Bucs,,,,By The Associated Press,[],The Associated Press
6,Police on Saturday evacuated a Christmas market in Berlin that was targeted in a deadly attack three years ago in what turned out to be a false alarm involving an apparent case of mistaken identity.,https://www.nytimes.com/aponline/2019/12/21/world/europe/ap-eu-germany-christmas-market.html,Police on Saturday evacuated a Christmas market in Berlin that was targeted in a deadly attack three years ago in what turned out to be a false alarm involving an apparent case of mistaken identity.,BERLIN — Police on Saturday evacuated a Christmas market in Berlin that was targeted in a deadly attack three years ago in what turned out to be a false alarm involving an apparent case of mistaken identity.,AP,[],[],2019-12-21T21:57:30+0000,article,None,World,Europe,News,nyt://article/480a04eb-b696-5e10-bd09-f186af4bb773,172,nyt://article/480a04eb-b696-5e10-bd09-f186af4bb773,Berlin Christmas Market That Was Attacked in 2016 Evacuated,,,Berlin Christmas Market That Was Attacked in 2016 Evacuated,,,,By The Associated Press,[],The Associated Press
7,Elijah Olaniyi and Makale Foreman scored 21 points apiece as Stony Brook edged past American 77-74 on Saturday.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-stony-brook-american.html,Elijah Olaniyi and Makale Foreman scored 21 points apiece as Stony Brook edged past American 77-74 on Saturday.,WASHINGTON — Elijah Olaniyi and Makale Foreman scored 21 points apiece as Stony Brook edged past American 77-74 on Saturday.,AP,[],[],2019-12-21T21:54:32+0000,article,None,Sports,College Basketball,News,nyt://article/08b73ea6-082b-5f89-bd04-e4c8d914b557,96,nyt://article/08b73ea6-082b-5f89-bd04-e4c8d914b557,Stony Brook Ends Road Woes With 77-74 Win at American,,,Stony Brook Ends Road Woes With 77-74 Win at American,,,,By The Associated Press,[],The Associated Press
8,Alex Morales had a season-high 21 points as Wagner easily defeated Army 82-62 on Saturday.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-army-wagner.html,Alex Morales had a season-high 21 points as Wagner easily defeated Army 82-62 on Saturday.,NEW YORK — Alex Morales had a season-high 21 points as Wagner easily defeated Army 82-62 on Saturday.,AP,[],[],2019-12-21T21:54:31+0000,article,None,Sports,College Basketball,News,nyt://article/2188fc6d-e83c-5eed-a9cb-db5930d2ac5a,91,nyt://article/2188fc6d-e83c-5eed-a9cb-db5930d2ac5a,Morales Scores 21 to Carry Wagner Past Army 82-62,,,Morales Scores 21 to Carry Wagner Past Army 82-62,,,,By The Associated Press,[],The Associated Press
9,Chelsea Dungee and Alexis Tolefree scored 21 points apiece and No. 21 Arkansas cruised to an 86-53 win in its second-ever meeting with Arkansas-Little Rock on Saturday.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkw-t25-ark-little-rock-arkansas.html,Chelsea Dungee and Alexis Tolefree scored 21 points apiece and No. 21 Arkansas cruised to an 86-53 win in its second-ever meeting with Arkansas-Little Rock on Saturday.,"NORTH LITTLE ROCK, Ark. — Chelsea Dungee and Alexis Tolefree scored 21 points apiece and No. 21 Arkansas cruised to an 86-53 win in its second-ever meeting with Arkansas-Little Rock on Saturday.",AP,[],[],2019-12-21T21:51:48+0000,article,None,Sports,College Basketball,News,nyt://article/8e6c0e51-0fe2-5638-bc2c-5aad0fe8d828,163,nyt://article/8e6c0e51-0fe2-5638-bc2c-5aad0fe8d828,"Dungee, Tolefree Score 21, No. 21 Arkansas Women Drop UALR",,,"Dungee, Tolefree Score 21, No. 21 Arkansas Women Drop UALR",,,,By The Associated Press,[],The Associated Press
