,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Anne Sacoolas, the wife of a U.S. diplomat, will not return voluntarily to Britain to face charges for causing death by dangerous driving, her lawyer said on Friday. ",https://www.nytimes.com/reuters/2019/12/20/world/europe/20reuters-britain-usa-crash-sacoolas.html,"Anne Sacoolas, the wife of a U.S. diplomat, will not return voluntarily to Britain to face charges for causing death by dangerous driving, her lawyer said on Friday. ","LONDON — Anne Sacoolas, the wife of a U.S. diplomat, will not return voluntarily to Britain to face charges for causing death by dangerous driving, her lawyer said on Friday. ",Reuters,[],[],2019-12-20T20:07:04+0000,article,None,World,Europe,News,nyt://article/20faa05f-633b-56eb-8ba4-2dc56bab0c5a,90,nyt://article/20faa05f-633b-56eb-8ba4-2dc56bab0c5a,U.S. Diplomat's Wife Says Will Not Return to UK Over Fatal Crash,,,U.S. Diplomat's Wife Says Will Not Return to UK Over Fatal Crash,,,,By Reuters,[],Reuters
1,Documenting the evolution of the line on “The Daily” from 2017 to 2019.,https://www.nytimes.com/audio/2019/12/20/podcasts/20daily-newsletter-audio.html,Documenting the evolution of the line on “The Daily” from 2017 to 2019.,Documenting the evolution of the line on “The Daily” from 2017 to 2019.,The New York Times,[],[],2019-12-20T20:06:59+0000,audio,,Podcasts,,,nyt://audio/83b64109-d578-52f2-acf7-de26554759a5,0,nyt://audio/83b64109-d578-52f2-acf7-de26554759a5,A Case Study: ‘Here’s What Else You Need to Know Today’,,,,,,,,[],
2,John Carter Jr. posted 17 points as Navy defeated Mount St. Mary's 59-48 on Friday.,https://www.nytimes.com/aponline/2019/12/20/sports/ncaabasketball/bc-bkc-mount-st-marys-navy.html,John Carter Jr. posted 17 points as Navy defeated Mount St. Mary's 59-48 on Friday.,"ANNAPOLIS, Md. — John Carter Jr. posted 17 points as Navy defeated Mount St. Mary's 59-48 on Friday.",AP,[],[],2019-12-20T20:06:37+0000,article,None,Sports,College Basketball,News,nyt://article/445d31ad-e6de-5789-99e7-2b801115d0cf,135,nyt://article/445d31ad-e6de-5789-99e7-2b801115d0cf,Carter Carries Navy Over Mount St. Mary's 59-48,,,Carter Carries Navy Over Mount St. Mary's 59-48,,,,By The Associated Press,[],The Associated Press
3,"U.S. Defense Secretary Mark Esper said on Friday that he remains hopeful the United States can restart diplomacy with North Korea, as the clock ticks down to North Korea's declared year-end deadline for new U.S. concessions in talks over its nuclear arsenal.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-northkorea-missiles-diplomacy-usa.html,"U.S. Defense Secretary Mark Esper said on Friday that he remains hopeful the United States can restart diplomacy with North Korea, as the clock ticks down to North Korea's declared year-end deadline for new U.S. concessions in talks over its nucle...","WASHINGTON — U.S. Defense Secretary Mark Esper said on Friday that he remains hopeful the United States can restart diplomacy with North Korea, as the clock ticks down to North Korea's declared year-end deadline for new U.S. concessions in talks over its nuclear arsenal.",Reuters,[],[],2019-12-20T20:04:07+0000,article,None,World,Asia Pacific,News,nyt://article/132e1c60-b76c-51b5-9f79-cff572b2c275,246,nyt://article/132e1c60-b76c-51b5-9f79-cff572b2c275,"Pentagon Chief Hopeful for Restarting Diplomacy With North Korea, but Stands Ready",,,"Pentagon Chief Hopeful for Restarting Diplomacy With North Korea, but Stands Ready",,,,By Reuters,[],Reuters
4,"U.S. consumer spending increased solidly in November, pointing to moderate economic growth that could potentially support the Federal Reserve's desire to keep interest rates unchanged indefinitely, though inflation remained muted.",https://www.nytimes.com/reuters/2019/12/20/us/20reuters-usa-economy-consumer.html,"U.S. consumer spending increased solidly in November, pointing to moderate economic growth that could potentially support the Federal Reserve's desire to keep interest rates unchanged indefinitely, though inflation remained muted.","WASHINGTON — U.S. consumer spending increased solidly in November, pointing to moderate economic growth that could potentially support the Federal Reserve's desire to keep interest rates unchanged indefinitely, though inflation remained muted.",Reuters,[],[],2019-12-20T20:04:06+0000,article,None,U.S.,,News,nyt://article/3cdbd380-28fa-5e05-90cf-024e84f82222,442,nyt://article/3cdbd380-28fa-5e05-90cf-024e84f82222,U.S. Consumer Spending Rises; Inflation Tame,,,U.S. Consumer Spending Rises; Inflation Tame,,,,By Reuters,[],Reuters
5,"The European Commission took note on Friday of the British parliament's support for the withdrawal agreement with the EU, a key step to complete the process in January, and said it was ready to take formal steps to adopt the deal on its side too.",https://www.nytimes.com/reuters/2019/12/20/world/europe/20reuters-britain-eu-commission-reaction.html,"The European Commission took note on Friday of the British parliament's support for the withdrawal agreement with the EU, a key step to complete the process in January, and said it was ready to take formal steps to adopt the deal on its side too.","BRUSSELS — The European Commission took note on Friday of the British parliament's support for the withdrawal agreement with the EU, a key step to complete the process in January, and said it was ready to take formal steps to adopt the deal on its side too.",Reuters,[],[],2019-12-20T20:04:04+0000,article,None,World,Europe,News,nyt://article/03359844-ca7e-59dc-976a-1e8bba204ce6,99,nyt://article/03359844-ca7e-59dc-976a-1e8bba204ce6,EU Ready to Take Formal Steps to Conclude Brexit Deal on EU Side,,,EU Ready to Take Formal Steps to Conclude Brexit Deal on EU Side,,,,By Reuters,[],Reuters
6,Foreign minister Dominic Raab said on Friday he welcomed the decision by British prosecutors to charge a U.S. diplomat's wife with causing death by dangerous driving after a car crash in central England four months ago in which teenager Harry Dunn died.,https://www.nytimes.com/reuters/2019/12/20/world/europe/20reuters-britain-usa-crash-raab.html,Foreign minister Dominic Raab said on Friday he welcomed the decision by British prosecutors to charge a U.S. diplomat's wife with causing death by dangerous driving after a car crash in central England four months ago in which teenager Harry Dunn...,LONDON — Foreign minister Dominic Raab said on Friday he welcomed the decision by British prosecutors to charge a U.S. diplomat's wife with causing death by dangerous driving after a car crash in central England four months ago in which teenager Harry Dunn died.,Reuters,[],[],2019-12-20T20:01:11+0000,article,None,World,Europe,News,nyt://article/6170346c-92df-51e3-a40b-b2c8aae1eee3,108,nyt://article/6170346c-92df-51e3-a40b-b2c8aae1eee3,UK Foreign Minister Says Sacoolas Return Would Be 'Right Thing to Do',,,UK Foreign Minister Says Sacoolas Return Would Be 'Right Thing to Do',,,,By Reuters,[],Reuters
7,Joshua Tree National Park is gearing up for the huge crowds drawn to the Southern California desert during the holidays.,https://www.nytimes.com/aponline/2019/12/20/us/ap-us-joshua-tree-crowds-1st-ld-writethru.html,Joshua Tree National Park is gearing up for the huge crowds drawn to the Southern California desert during the holidays.,"JOSHUA TREE NATIONAL PARK, Calif. — Joshua Tree National Park is gearing up for the huge crowds drawn to the Southern California desert during the holidays.",AP,[],[],2019-12-20T20:00:30+0000,article,None,U.S.,,News,nyt://article/178db32c-2824-588d-906e-beec148fcbea,153,nyt://article/178db32c-2824-588d-906e-beec148fcbea,Joshua Tree National Park Braces for Crowds Amid Holidays,,,Joshua Tree National Park Braces for Crowds Amid Holidays,,,,By The Associated Press,[],The Associated Press
8,"The government will have to take into account the views of a parliamentary security committee which has said Rome should consider preventing Chinese telecoms firms from developing Italy's 5G networks, an official said on Friday.",https://www.nytimes.com/reuters/2019/12/20/technology/20reuters-italy-5g-security.html,"The government will have to take into account the views of a parliamentary security committee which has said Rome should consider preventing Chinese telecoms firms from developing Italy's 5G networks, an official said on Friday.","ROME — The government will have to take into account the views of a parliamentary security committee which has said Rome should consider preventing Chinese telecoms firms from developing Italy's 5G networks, an official said on Friday.",Reuters,[],[],2019-12-20T19:58:35+0000,article,None,Technology,,News,nyt://article/981ef230-0485-5f56-9597-66375edef703,104,nyt://article/981ef230-0485-5f56-9597-66375edef703,Italy Government to Take Into Account Security Committee's 5G Views: Official,,,Italy Government to Take Into Account Security Committee's 5G Views: Official,,,,By Reuters,[],Reuters
9,Twitter Inc said on Friday it had fixed a vulnerability in its app for Android devices that could have allowed hackers to control user accounts and access private information including direct messages and protected tweets.,https://www.nytimes.com/reuters/2019/12/20/technology/20reuters-twitter-cyber.html,Twitter Inc said on Friday it had fixed a vulnerability in its app for Android devices that could have allowed hackers to control user accounts and access private information including direct messages and protected tweets.,(Reuters) - Twitter Inc said on Friday it had fixed a vulnerability in its app for Android devices that could have allowed hackers to control user accounts and access private information including direct messages and protected tweets.,Reuters,[],[],2019-12-20T19:58:25+0000,article,None,Technology,,News,nyt://article/6b871266-36e3-5fed-9f4b-9ddbb54d53f1,72,nyt://article/6b871266-36e3-5fed-9f4b-9ddbb54d53f1,Twitter Fixes Glitch in Its Android App,,,Twitter Fixes Glitch in Its Android App,,,,By Reuters,[],Reuters
