,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Teenage climate activist Greta Thunberg is back where her campaign started - on her perch outside the Swedish Parliament.,https://www.nytimes.com/aponline/2019/12/20/world/europe/ap-eu-sweden-climate-thunberg.html,Teenage climate activist Greta Thunberg is back where her campaign started - on her perch outside the Swedish Parliament.,STOCKHOLM — Teenage climate activist Greta Thunberg is back where her campaign started - on her perch outside the Swedish Parliament.,AP,[],[],2019-12-20T10:54:34+0000,article,None,World,Europe,News,nyt://article/08dc286b-7170-59f2-84ed-d64fec587a66,168,nyt://article/08dc286b-7170-59f2-84ed-d64fec587a66,"Teen Activist Back at Swedish Parliament, Where It Started",,,"Teen Activist Back at Swedish Parliament, Where It Started",,,,By The Associated Press,[],The Associated Press
1,"China's Yuan Yechun stormed to the top of the leaderboard with a seven-under-par 65 at the Australian PGA Championship on Friday, as local favorite Adam Scott lurked two strokes behind after the second round.",https://www.nytimes.com/reuters/2019/12/20/sports/golf/20reuters-golf-australia.html,"China's Yuan Yechun stormed to the top of the leaderboard with a seven-under-par 65 at the Australian PGA Championship on Friday, as local favorite Adam Scott lurked two strokes behind after the second round.","MELBOURNE — China's Yuan Yechun stormed to the top of the leaderboard with a seven-under-par 65 at the Australian PGA Championship on Friday, as local favorite Adam Scott lurked two strokes behind after the second round.",Reuters,[],[],2019-12-20T10:46:14+0000,article,None,Sports,Golf,News,nyt://article/d7b8ba92-68d6-5c09-82f8-32924dc8de8f,284,nyt://article/d7b8ba92-68d6-5c09-82f8-32924dc8de8f,"China's Yuan Soars Into Lead at Gold Coast, Scott Lurks",,,"China's Yuan Soars Into Lead at Gold Coast, Scott Lurks",,,,By Reuters,[],Reuters
2,Giannis Antetokounmpo scored 34 points with 11 rebounds and the Milwaukee Bucks bounced back from the end of their winning streak in emphatic fashion with a 111-104 victory Thursday over the visiting Los Angeles Lakers.,https://www.nytimes.com/reuters/2019/12/20/sports/basketball/20reuters-basketball-nba-roundup.html,Giannis Antetokounmpo scored 34 points with 11 rebounds and the Milwaukee Bucks bounced back from the end of their winning streak in emphatic fashion with a 111-104 victory Thursday over the visiting Los Angeles Lakers.,Giannis Antetokounmpo scored 34 points with 11 rebounds and the Milwaukee Bucks bounced back from the end of their winning streak in emphatic fashion with a 111-104 victory Thursday over the visiting Los Angeles Lakers.,Reuters,[],[],2019-12-20T10:46:10+0000,article,None,Sports,Pro Basketball,News,nyt://article/b1fa1254-68c4-507d-81aa-49a17428a9ab,565,nyt://article/b1fa1254-68c4-507d-81aa-49a17428a9ab,NBA Roundup: Bucks Get Bounce-Back Win Over Lakers,,,NBA Roundup: Bucks Get Bounce-Back Win Over Lakers,,,,By Reuters,[],Reuters
3,"Mats Zuccarello, Marcus Foligno and Eric Staal each had a goal and two assists, and Brad Hunt and Ryan Hartman tallied a goal and assist each to lead the Minnesota Wild to an 8-5 win over the Arizona Coyotes in Glendale, Ariz., on Thursday night.",https://www.nytimes.com/reuters/2019/12/20/sports/hockey/20reuters-icehockey-nhl-roundup.html,"Mats Zuccarello, Marcus Foligno and Eric Staal each had a goal and two assists, and Brad Hunt and Ryan Hartman tallied a goal and assist each to lead the Minnesota Wild to an 8-5 win over the Arizona Coyotes in Glendale, Ariz., on Thursday night.","Mats Zuccarello, Marcus Foligno and Eric Staal each had a goal and two assists, and Brad Hunt and Ryan Hartman tallied a goal and assist each to lead the Minnesota Wild to an 8-5 win over the Arizona Coyotes in Glendale, Ariz., on Thursday night.",Reuters,[],[],2019-12-20T10:46:08+0000,article,None,Sports,Hockey,News,nyt://article/89aa6b49-4849-58b0-aeb4-9d0822fc6a32,1136,nyt://article/89aa6b49-4849-58b0-aeb4-9d0822fc6a32,NHL Roundup: Wild Get High-Scoring Win Over Coyotes,,,NHL Roundup: Wild Get High-Scoring Win Over Coyotes,,,,By Reuters,[],Reuters
4,"More than 99% of U.S. President Donald Trump's television ads have focused on impeachment this year, according to an analysis that shows how central the topic has become for his re-election campaign.",https://www.nytimes.com/reuters/2019/12/20/us/politics/20reuters-usa-election-impeachment.html,"More than 99% of U.S. President Donald Trump's television ads have focused on impeachment this year, according to an analysis that shows how central the topic has become for his re-election campaign.","WASHINGTON — More than 99% of U.S. President Donald Trump's television ads have focused on impeachment this year, according to an analysis that shows how central the topic has become for his re-election campaign.",Reuters,[],[],2019-12-20T10:37:19+0000,article,None,U.S.,Politics,News,nyt://article/8a5c33ef-f585-52cf-a410-23e529074c99,319,nyt://article/8a5c33ef-f585-52cf-a410-23e529074c99,Almost All of Trump's TV Campaign Ads Discuss Impeachment: Report,,,Almost All of Trump's TV Campaign Ads Discuss Impeachment: Report,,,,By Reuters,[],Reuters
5,"Jim Williams, a 66-year-old steelworker and supporter of U.S. President Donald Trump, watched in astonishment this week as hundreds of people gathered on a Phoenix street corner to demand the House of Representatives impeach the Republican.",https://www.nytimes.com/reuters/2019/12/20/us/politics/20reuters-usa-trump-impeachment-deciders.html,"Jim Williams, a 66-year-old steelworker and supporter of U.S. President Donald Trump, watched in astonishment this week as hundreds of people gathered on a Phoenix street corner to demand the House of Representatives impeach the Republican.","PHOENIX — Jim Williams, a 66-year-old steelworker and supporter of U.S. President Donald Trump, watched in astonishment this week as hundreds of people gathered on a Phoenix street corner to demand the House of Representatives impeach the Republican.",Reuters,[],[],2019-12-20T10:37:18+0000,article,None,U.S.,Politics,News,nyt://article/56fbb43e-6334-5679-84fb-da03cf8f8333,885,nyt://article/56fbb43e-6334-5679-84fb-da03cf8f8333,"Few Minds Changed, but Political Passions Roused, as Trump Formally Impeached",,,"Few Minds Changed, but Political Passions Roused, as Trump Formally Impeached",,,,By Reuters,[],Reuters
6,President Donald Trump said on Thursday that White House lawyer Pat Cipollone is likely to be the main lawyer to represent him in the U.S. Senate's impeachment trial.,https://www.nytimes.com/reuters/2019/12/20/us/politics/20reuters-usa-trump-impeachment-cipollone.html,President Donald Trump said on Thursday that White House lawyer Pat Cipollone is likely to be the main lawyer to represent him in the U.S. Senate's impeachment trial.,WASHINGTON — President Donald Trump said on Thursday that White House lawyer Pat Cipollone is likely to be the main lawyer to represent him in the U.S. Senate's impeachment trial.,Reuters,[],[],2019-12-20T10:37:15+0000,article,None,U.S.,Politics,News,nyt://article/161f52ae-1635-5f8c-a8b4-126948cbcc38,94,nyt://article/161f52ae-1635-5f8c-a8b4-126948cbcc38,Trump: Cipollone Likely to Be Main Lawyer for Senate Impeachment Trial,,,Trump: Cipollone Likely to Be Main Lawyer for Senate Impeachment Trial,,,,By Reuters,[],Reuters
7,Billionaires and crystal-studded wine caves became the center of a spat as seven Democratic U.S. presidential contenders squared off in Los Angeles on Thursday for the final televised debate of the year. ,https://www.nytimes.com/reuters/2019/12/20/us/politics/20reuters-usa-election-debate-highlights.html,Billionaires and crystal-studded wine caves became the center of a spat as seven Democratic U.S. presidential contenders squared off in Los Angeles on Thursday for the final televised debate of the year. ,LOS ANGELES — Billionaires and crystal-studded wine caves became the center of a spat as seven Democratic U.S. presidential contenders squared off in Los Angeles on Thursday for the final televised debate of the year. ,Reuters,[],[],2019-12-20T10:37:11+0000,article,None,U.S.,Politics,News,nyt://article/45fffad4-bf3b-5ac9-bc99-8a8c582b62b3,1136,nyt://article/45fffad4-bf3b-5ac9-bc99-8a8c582b62b3,Sparks Fly as Democrats Warren and Buttigieg Spar Over Wealthy Donors,,,Sparks Fly as Democrats Warren and Buttigieg Spar Over Wealthy Donors,,,,By Reuters,[],Reuters
8,"Nancy Pelosi promised as speaker she would ""show the power of the gavel.”",https://www.nytimes.com/aponline/2019/12/20/us/politics/ap-us-pelosi.html,"Nancy Pelosi promised as speaker she would ""show the power of the gavel.”","WASHINGTON — Nancy Pelosi promised as speaker she would ""show the power of the gavel.”",AP,[],[],2019-12-20T10:36:35+0000,article,None,U.S.,Politics,News,nyt://article/13817dac-c86b-5a5e-b348-bad8f76392c7,838,nyt://article/13817dac-c86b-5a5e-b348-bad8f76392c7,Pelosi: Power of Gavel Means Trump Is 'Impeached Forever',,,Pelosi: Power of Gavel Means Trump Is 'Impeached Forever',,,,By The Associated Press,[],The Associated Press
9,Fiat Chrysler said on Friday its has sold its cast iron automotive components business operated through its subsidiary Teksid to Brazil's Tupy for 210 million euros ($233 million). ,https://www.nytimes.com/aponline/2019/12/20/world/europe/bc-eu-italy-fiat-iron-sale.html,Fiat Chrysler said on Friday its has sold its cast iron automotive components business operated through its subsidiary Teksid to Brazil's Tupy for 210 million euros ($233 million). ,ROME — Fiat Chrysler said on Friday its has sold its cast iron automotive components business operated through its subsidiary Teksid to Brazil's Tupy for 210 million euros ($233 million). ,AP,[],[],2019-12-20T10:36:30+0000,article,None,World,Europe,News,nyt://article/74304ea7-c182-5421-b0f7-56709ba92ef1,139,nyt://article/74304ea7-c182-5421-b0f7-56709ba92ef1,Fiat Chrysler Sells Cast Iron Business to Brazil's Tupy,,,Fiat Chrysler Sells Cast Iron Business to Brazil's Tupy,,,,By The Associated Press,[],The Associated Press
