,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"In the not-so-distant past, TV viewers were forced to wait a week for the next installment of their favorite shows, parceled out by networks in half-hour or hour-long increments.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-netflix-decade-in-review.html,"In the not-so-distant past, TV viewers were forced to wait a week for the next installment of their favorite shows, parceled out by networks in half-hour or hour-long increments.","(Reuters) - In the not-so-distant past, TV viewers were forced to wait a week for the next installment of their favorite shows, parceled out by networks in half-hour or hour-long increments.",Reuters,[],[],2019-12-23T13:12:48+0000,article,None,Business Day,News,nyt://article/514a9386-7f87-562c-87fb-4f4855197407,460,nyt://article/514a9386-7f87-562c-87fb-4f4855197407,The Netflix Decade: How One Company Changed the Way We Watch TV,,,The Netflix Decade: How One Company Changed the Way We Watch TV,,,,By Reuters,[],Reuters,
1,"Indian Muslims protesting against a citizenship law which they say is discriminatory are carrying national flags and copies of the constitution, aiming to prevent supporters of the Hindu nationalist government from painting them as anti-India. ",https://www.nytimes.com/reuters/2019/12/23/world/asia/23reuters-india-citizenship-nationalism.html,"Indian Muslims protesting against a citizenship law which they say is discriminatory are carrying national flags and copies of the constitution, aiming to prevent supporters of the Hindu nationalist government from painting them as anti-India. ","NEW DELHI/BENGALURU — Indian Muslims protesting against a citizenship law which they say is discriminatory are carrying national flags and copies of the constitution, aiming to prevent supporters of the Hindu nationalist government from painting them as anti-India. ",Reuters,[],[],2019-12-23T12:45:39+0000,article,None,World,News,nyt://article/c8c32641-0309-5944-95c3-2706e74140a4,498,nyt://article/c8c32641-0309-5944-95c3-2706e74140a4,Indian Muslims Wave National Flag to Show Protest Is Not Anti-India,,,Indian Muslims Wave National Flag to Show Protest Is Not Anti-India,,,,By Reuters,[],Reuters,Asia Pacific
2,"Thailand's Constitutional Court says it will rule on a sedition complaint that claims a popular opposition political party is linked to the Illuminati, which conspiracy theorists say secretly seeks world domination.",https://www.nytimes.com/aponline/2019/12/23/world/asia/ap-as-thailand-politics.html,"Thailand's Constitutional Court says it will rule on a sedition complaint that claims a popular opposition political party is linked to the Illuminati, which conspiracy theorists say secretly seeks world domination.","BANGKOK — Thailand's Constitutional Court says it will rule on a sedition complaint that claims a popular opposition political party is linked to the Illuminati, which conspiracy theorists say secretly seeks world domination.",AP,[],[],2019-12-23T12:33:27+0000,article,None,World,News,nyt://article/b8f44052-53ed-5940-b47a-a4b3d8f9cea9,559,nyt://article/b8f44052-53ed-5940-b47a-a4b3d8f9cea9,Thai Court to Rule on Case Linking Opposition to Illuminati,,,Thai Court to Rule on Case Linking Opposition to Illuminati,,,,By The Associated Press,[],The Associated Press,Asia Pacific
3,"Gen. Ahmed Gaïd Salah arranged the ouster of the country’s longtime president this year, while cracking down on a protest movement that demanded broader change.",https://www.nytimes.com/2019/12/23/world/africa/algeria-general-gaid-Salah-dies.html,"Gen. Ahmed Gaïd Salah arranged the ouster of the country’s longtime president this year, while cracking down on a protest movement that demanded broader change.","PARIS — Algeria’s de facto ruler, Gen. Ahmed Gaïd Salah, who this year managed the ouster of one president and the ascent of another amid deep civil unrest, died on Monday, according to the state news agency and Algerian press reports.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-articleLarge.jpg', 'height': 431, 'width': 600, 'legacy': {'xlarge': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 431}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-popup.jpg', 'height': 467, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-blog480.jpg', 'height': 345, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'blog533', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-blog533.jpg', 'height': 383, 'width': 533, 'legacy': {}, 'subType': 'blog533', 'crop_name': 'blog533'}, {'rank': 0, 'subtype': 'blog427', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-blog427.jpg', 'height': 307, 'width': 427, 'legacy': {}, 'subType': 'blog427', 'crop_name': 'blog427'}, {'rank': 0, 'subtype': 'tmagSF', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-tmagSF.jpg', 'height': 260, 'width': 362, 'legacy': {}, 'subType': 'tmagSF', 'crop_name': 'tmagSF'}, {'rank': 0, 'subtype': 'tmagArticle', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-tmagArticle.jpg', 'height': 425, 'width': 592, 'legacy': {}, 'subType': 'tmagArticle', 'crop_name': 'tmagArticle'}, {'rank': 0, 'subtype': 'slide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-slide.jpg', 'height': 431, 'width': 600, 'legacy': {}, 'subType': 'slide', 'crop_name': 'slide'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-jumbo.jpg', 'height': 736, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-superJumbo.jpg', 'height': 1471, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'blog225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-blog225.jpg', 'height': 162, 'width': 225, 'legacy': {}, 'subType': 'blog225', 'crop_name': 'blog225'}, {'rank': 0, 'subtype': 'master1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-master1050.jpg', 'height': 754, 'width': 1050, 'legacy': {}, 'subType': 'master1050', 'crop_name': 'master1050'}, {'rank': 0, 'subtype': 'master675', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-master675.jpg', 'height': 485, 'width': 675, 'legacy': {}, 'subType': 'master675', 'crop_name': 'master675'}, {'rank': 0, 'subtype': 'master495', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-master495.jpg', 'height': 356, 'width': 495, 'legacy': {}, 'subType': 'master495', 'crop_name': 'master495'}, {'rank': 0, 'subtype': 'master180', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-master180.jpg', 'height': 129, 'width': 180, 'legacy': {}, 'subType': 'master180', 'crop_name': 'master180'}, {'rank': 0, 'subtype': 'master315', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-master315.jpg', 'height': 226, 'width': 315, 'legacy': {}, 'subType': 'master315', 'crop_name': 'master315'}, {'rank': 0, 'subtype': 'master768', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-master768.jpg', 'height': 552, 'width': 768, 'legacy': {}, 'subType': 'master768', 'crop_name': 'master768'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2019/12/23/world/23algeria/23algeria-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'blogSmallThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-blogSmallThumb.jpg', 'height': 50, 'width': 50, 'legacy': {}, 'subType': 'blogSmallThumb', 'crop_name': 'blogSmallThumb'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}, {'rank': 0, 'subtype': 'smallSquare168', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-smallSquare168.jpg', 'height': 168, 'width': 168, 'legacy': {}, 'subType': 'smallSquare168', 'crop_name': 'smallSquare168'}, {'rank': 0, 'subtype': 'smallSquare252', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-smallSquare252.jpg', 'height': 252, 'width': 252, 'legacy': {}, 'subType': 'smallSquare252', 'crop_name': 'smallSquare252'}, {'rank': 0, 'subtype': 'square320', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-square320.jpg', 'height': 320, 'width': 320, 'legacy': {}, 'subType': 'square320', 'crop_name': 'square320'}, {'rank': 0, 'subtype': 'moth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-moth.jpg', 'height': 151, 'width': 151, 'legacy': {}, 'subType': 'moth', 'crop_name': 'moth'}, {'rank': 0, 'subtype': 'filmstrip', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-filmstrip.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'filmstrip', 'crop_name': 'filmstrip'}, {'rank': 0, 'subtype': 'mediumSquare149', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-mediumSquare149.jpg', 'height': 149, 'width': 149, 'legacy': {}, 'subType': 'mediumSquare149', 'crop_name': 'mediumSquare149'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'largeHorizontal375', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-largeHorizontal375.jpg', 'height': 250, 'width': 375, 'legacy': {}, 'subType': 'largeHorizontal375', 'crop_name': 'largeHorizontal375'}, {'rank': 0, 'subtype': 'largeHorizontalJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-largeHorizontalJumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'largeHorizontalJumbo', 'crop_name': 'largeHorizontalJumbo'}, {'rank': 0, 'subtype': 'horizontalMediumAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-horizontalMediumAt2X.jpg', 'height': 2193, 'width': 3288, 'legacy': {}, 'subType': 'horizontalMediumAt2X', 'crop_name': 'horizontalMediumAt2X'}, {'rank': 0, 'subtype': 'hpLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-hpLarge.jpg', 'height': 288, 'width': 511, 'legacy': {}, 'subType': 'hpLarge', 'crop_name': 'hpLarge'}, {'rank': 0, 'subtype': 'largeWidescreen573', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-largeWidescreen573.jpg', 'height': 322, 'width': 573, 'legacy': {}, 'subType': 'largeWidescreen573', 'crop_name': 'largeWidescreen573'}, {'rank': 0, 'subtype': 'largeWidescreen1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-largeWidescreen1050.jpg', 'height': 591, 'width': 1050, 'legacy': {}, 'subType': 'largeWidescreen1050', 'crop_name': 'largeWidescreen1050'}, {'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-thumbWide.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2019/12/23/world/23algeria/23algeria-thumbWide.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoThumb.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoLarge.jpg', 'height': 507, 'width': 768, 'legacy': {}, 'subType': 'videoLarge', 'crop_name': 'videoLarge'}, {'rank': 0, 'subtype': 'mediumThreeByTwo210', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210, 'legacy': {}, 'subType': 'mediumThreeByTwo210', 'crop_name': 'mediumThreeByTwo210'}, {'rank': 0, 'subtype': 'mediumThreeByTwo225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-mediumThreeByTwo225.jpg', 'height': 150, 'width': 225, 'legacy': {}, 'subType': 'mediumThreeByTwo225', 'crop_name': 'mediumThreeByTwo225'}, {'rank': 0, 'subtype': 'mediumThreeByTwo440', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-mediumThreeByTwo440.jpg', 'height': 293, 'width': 440, 'legacy': {}, 'subType': 'mediumThreeByTwo440', 'crop_name': 'mediumThreeByTwo440'}, {'rank': 0, 'subtype': 'mediumThreeByTwo252', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-mediumThreeByTwo252.jpg', 'height': 168, 'width': 252, 'legacy': {}, 'subType': 'mediumThreeByTwo252', 'crop_name': 'mediumThreeByTwo252'}, {'rank': 0, 'subtype': 'mediumThreeByTwo378', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-mediumThreeByTwo378.jpg', 'height': 252, 'width': 378, 'legacy': {}, 'subType': 'mediumThreeByTwo378', 'crop_name': 'mediumThreeByTwo378'}, {'rank': 0, 'subtype': 'threeByTwoLargeAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-threeByTwoLargeAt2X.jpg', 'height': 2193, 'width': 3288, 'legacy': {}, 'subType': 'threeByTwoLargeAt2X', 'crop_name': 'threeByTwoLargeAt2X'}, {'rank': 0, 'subtype': 'threeByTwoMediumAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-threeByTwoMediumAt2X.jpg', 'height': 1000, 'width': 1500, 'legacy': {}, 'subType': 'threeByTwoMediumAt2X', 'crop_name': 'threeByTwoMediumAt2X'}, {'rank': 0, 'subtype': 'threeByTwoSmallAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-threeByTwoSmallAt2X.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'threeByTwoSmallAt2X', 'crop_name': 'threeByTwoSmallAt2X'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-articleInline.jpg', 'height': 136, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'hpSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-hpSmall.jpg', 'height': 117, 'width': 163, 'legacy': {}, 'subType': 'hpSmall', 'crop_name': 'hpSmall'}, {'rank': 0, 'subtype': 'blogSmallInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-blogSmallInline.jpg', 'height': 108, 'width': 151, 'legacy': {}, 'subType': 'blogSmallInline', 'crop_name': 'blogSmallInline'}, {'rank': 0, 'subtype': 'mediumFlexible177', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-mediumFlexible177.jpg', 'height': 127, 'width': 177, 'legacy': {}, 'subType': 'mediumFlexible177', 'crop_name': 'mediumFlexible177'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSmall.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'videoHpMedium', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoHpMedium.jpg', 'height': 211, 'width': 375, 'legacy': {}, 'subType': 'videoHpMedium', 'crop_name': 'videoHpMedium'}, {'rank': 0, 'subtype': 'videoSixteenByNine600', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine600.jpg', 'height': 338, 'width': 600, 'legacy': {}, 'subType': 'videoSixteenByNine600', 'crop_name': 'videoSixteenByNine600'}, {'rank': 0, 'subtype': 'videoSixteenByNine540', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine540.jpg', 'height': 304, 'width': 540, 'legacy': {}, 'subType': 'videoSixteenByNine540', 'crop_name': 'videoSixteenByNine540'}, {'rank': 0, 'subtype': 'videoSixteenByNine495', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine495.jpg', 'height': 278, 'width': 495, 'legacy': {}, 'subType': 'videoSixteenByNine495', 'crop_name': 'videoSixteenByNine495'}, {'rank': 0, 'subtype': 'videoSixteenByNine390', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine390.jpg', 'height': 219, 'width': 390, 'legacy': {}, 'subType': 'videoSixteenByNine390', 'crop_name': 'videoSixteenByNine390'}, {'rank': 0, 'subtype': 'videoSixteenByNine1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine1050.jpg', 'height': 591, 'width': 1050, 'legacy': {}, 'subType': 'videoSixteenByNine1050', 'crop_name': 'videoSixteenByNine1050'}, {'rank': 0, 'subtype': 'videoSixteenByNine480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine480.jpg', 'height': 270, 'width': 480, 'legacy': {}, 'subType': 'videoSixteenByNine480', 'crop_name': 'videoSixteenByNine480'}, {'rank': 0, 'subtype': 'videoSixteenByNine310', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine310.jpg', 'height': 174, 'width': 310, 'legacy': {}, 'subType': 'videoSixteenByNine310', 'crop_name': 'videoSixteenByNine310'}, {'rank': 0, 'subtype': 'videoSixteenByNine225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine225.jpg', 'height': 126, 'width': 225, 'legacy': {}, 'subType': 'videoSixteenByNine225', 'crop_name': 'videoSixteenByNine225'}, {'rank': 0, 'subtype': 'videoSixteenByNine96', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine96.jpg', 'height': 54, 'width': 96, 'legacy': {}, 'subType': 'videoSixteenByNine96', 'crop_name': 'videoSixteenByNine96'}, {'rank': 0, 'subtype': 'videoSixteenByNine3000', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine3000.jpg', 'height': 1688, 'width': 3000, 'legacy': {}, 'subType': 'videoSixteenByNine3000', 'crop_name': 'videoSixteenByNine3000'}, {'rank': 0, 'subtype': 'videoSixteenByNine768', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine768.jpg', 'height': 432, 'width': 768, 'legacy': {}, 'subType': 'videoSixteenByNine768', 'crop_name': 'videoSixteenByNine768'}, {'rank': 0, 'subtype': 'videoSixteenByNine150', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNine150.jpg', 'height': 84, 'width': 150, 'legacy': {}, 'subType': 'videoSixteenByNine150', 'crop_name': 'videoSixteenByNine150'}, {'rank': 0, 'subtype': 'videoSixteenByNineJumbo1600', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoSixteenByNineJumbo1600.jpg', 'height': 900, 'width': 1600, 'legacy': {}, 'subType': 'videoSixteenByNineJumbo1600', 'crop_name': 'videoSixteenByNineJumbo1600'}, {'rank': 0, 'subtype': 'miniMoth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-miniMoth.jpg', 'height': 70, 'width': 151, 'legacy': {}, 'subType': 'miniMoth', 'crop_name': 'miniMoth'}, {'rank': 0, 'subtype': 'windowsTile336H', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-windowsTile336H.jpg', 'height': 336, 'width': 694, 'legacy': {}, 'subType': 'windowsTile336H', 'crop_name': 'windowsTile336H'}, {'rank': 0, 'subtype': 'videoFifteenBySeven1305', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoFifteenBySeven1305.jpg', 'height': 609, 'width': 1305, 'legacy': {}, 'subType': 'videoFifteenBySeven1305', 'crop_name': 'videoFifteenBySeven1305'}, {'rank': 0, 'subtype': 'videoFifteenBySeven2610', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-videoFifteenBySeven2610.jpg', 'height': 1218, 'width': 2610, 'legacy': {}, 'subType': 'videoFifteenBySeven2610', 'crop_name': 'videoFifteenBySeven2610'}, {'rank': 0, 'subtype': 'facebookJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-facebookJumbo.jpg', 'height': 550, 'width': 1050, 'legacy': {}, 'subType': 'facebookJumbo', 'crop_name': 'facebookJumbo'}, {'rank': 0, 'subtype': 'watch308', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-watch308.jpg', 'height': 348, 'width': 312, 'legacy': {}, 'subType': 'watch308', 'crop_name': 'watch308'}, {'rank': 0, 'subtype': 'watch268', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-watch268.jpg', 'height': 303, 'width': 272, 'legacy': {}, 'subType': 'watch268', 'crop_name': 'watch268'}, {'rank': 0, 'subtype': 'verticalTwoByThree735', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/23algeria-verticalTwoByThree735.jpg', 'height': 1103, 'width': 735, 'legacy': {}, 'subType': 'verticalTwoByThree735', 'crop_name': 'verticalTwoByThree735'}, {'rank': 0, 'subtype': 'mobileMasterAt3x', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2019/12/23/world/23algeria/merlin_143334627_af7b08d7-33a2-4666-9386-19bfaccec516-mobileMasterAt3x.jpg', 'height': 1293, 'width': 1800, 'legacy': {}, 'subType': 'mobileMasterAt3x', 'crop_name': 'mobileMasterAt3x'}]","[{'name': 'persons', 'value': 'Bouteflika, Abdelaziz', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gaid Salah, Ahmed', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'ALGERIA', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 5, 'major': 'N'}]",2019-12-23T12:32:13+0000,article,Foreign,World,News,nyt://article/1bd6d27c-e5f8-5f8c-a5e5-bbda892dcecf,574,nyt://article/1bd6d27c-e5f8-5f8c-a5e5-bbda892dcecf,"General Who Was Algeria’s De Facto Ruler Dies, Leaving a Power Vacuum",,,,,,,By Adam Nossiter,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nossiter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Africa
4,Afghanistan's Electoral Complaints Commission said on Monday the election might go to a second round as it begins reviewing thousands of complaints a day after the preliminary result handed incumbent president Ashraf Ghani a narrow victory.,https://www.nytimes.com/reuters/2019/12/23/world/asia/23reuters-afghanistan-election.html,Afghanistan's Electoral Complaints Commission said on Monday the election might go to a second round as it begins reviewing thousands of complaints a day after the preliminary result handed incumbent president Ashraf Ghani a narrow victory.,KABUL — Afghanistan's Electoral Complaints Commission said on Monday the election might go to a second round as it begins reviewing thousands of complaints a day after the preliminary result handed incumbent president Ashraf Ghani a narrow victory.,Reuters,[],[],2019-12-23T11:54:42+0000,article,None,World,News,nyt://article/9d23834f-00e1-53d8-b034-4b0db66541e3,446,nyt://article/9d23834f-00e1-53d8-b034-4b0db66541e3,Afghan Election Runoff Likely Amid Thousands of Complaints: Officials,,,Afghan Election Runoff Likely Amid Thousands of Complaints: Officials,,,,By Reuters,[],Reuters,Asia Pacific
