,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Colin Slater and Michael Carter III scored 15 points apiece and Long Beach State ended a five-game skid with a 68-65 win over Utah Valley on Saturday night.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-utah-valley-long-beach-state.html,Colin Slater and Michael Carter III scored 15 points apiece and Long Beach State ended a five-game skid with a 68-65 win over Utah Valley on Saturday night.,"LONG BEACH, Calif. — Colin Slater and Michael Carter III scored 15 points apiece and Long Beach State ended a five-game skid with a 68-65 win over Utah Valley on Saturday night.",AP,[],[],2019-12-22T02:54:33+0000,article,None,Sports,College Basketball,News,nyt://article/e4feaa8c-2dc3-5fa3-96aa-0b4d8a88d265,182,nyt://article/e4feaa8c-2dc3-5fa3-96aa-0b4d8a88d265,"Slater, Carter Lead Long Beach State Past Utah Valley 68-65",,,"Slater, Carter Lead Long Beach State Past Utah Valley 68-65",,,,By The Associated Press,[],The Associated Press
1,Florida Panthers coach Joel Quenneville gave all the credit for his team’s latest win to backup goalie Chris Dreidger.,https://www.nytimes.com/aponline/2019/12/21/sports/hockey/bc-hkn-panthers-hurricanes.html,Florida Panthers coach Joel Quenneville gave all the credit for his team’s latest win to backup goalie Chris Dreidger.,"RALEIGH, N.C. — Florida Panthers coach Joel Quenneville gave all the credit for his team’s latest win to backup goalie Chris Dreidger.",AP,[],[],2019-12-22T02:54:32+0000,article,None,Sports,Hockey,News,nyt://article/ab8c29f8-85c6-5380-894b-eb427b81e524,599,nyt://article/ab8c29f8-85c6-5380-894b-eb427b81e524,"Huberdeau, Dreidger Lift Panthers to 4-2 Win Over Hurricanes",,,"Huberdeau, Dreidger Lift Panthers to 4-2 Win Over Hurricanes",,,,By The Associated Press,[],The Associated Press
2,"Blake Anderson no longer had to hold the emotions in check once the season, and the bowl win, were wrapped up.",https://www.nytimes.com/aponline/2019/12/21/sports/ncaafootball/bc-fbc-camellia-bowl.html,"Blake Anderson no longer had to hold the emotions in check once the season, and the bowl win, were wrapped up.","MONTGOMERY, Ala. — Blake Anderson no longer had to hold the emotions in check once the season, and the bowl win, were wrapped up.",AP,[],[],2019-12-22T02:51:28+0000,article,None,Sports,College Football,News,nyt://article/3f82481f-3148-57c8-a1f4-8b3f0416dc49,868,nyt://article/3f82481f-3148-57c8-a1f4-8b3f0416dc49,"Hatcher, Bayless Propel Arkansas State to Camellia Bowl Win",,,"Hatcher, Bayless Propel Arkansas State to Camellia Bowl Win",,,,By The Associated Press,[],The Associated Press
3,It looked like curtains for the Washington Capitals when Lars Eller went to the penalty box with the score tied and the Tampa Bay Lightning's NHL-best power play given more than a minute of 5-on-3 time. ,https://www.nytimes.com/aponline/2019/12/21/sports/hockey/bc-hkn-lightning-capitals.html,It looked like curtains for the Washington Capitals when Lars Eller went to the penalty box with the score tied and the Tampa Bay Lightning's NHL-best power play given more than a minute of 5-on-3 time. ,WASHINGTON — It looked like curtains for the Washington Capitals when Lars Eller went to the penalty box with the score tied and the Tampa Bay Lightning's NHL-best power play given more than a minute of 5-on-3 time. ,AP,[],[],2019-12-22T02:48:27+0000,article,None,Sports,Hockey,News,nyt://article/2f134170-d1d6-54c4-b702-7a4dcd3d0c12,631,nyt://article/2f134170-d1d6-54c4-b702-7a4dcd3d0c12,Third-Period Penalty Kills Help Capitals Beat Lightning,,,Third-Period Penalty Kills Help Capitals Beat Lightning,,,,By The Associated Press,[],The Associated Press
4,Bolivian former President Evo Morales on Saturday appealed for his supporters to attend a rally on the border between Argentina and Bolivia on Dec. 29 to choose a candidate for Bolivia's  election early next year.,https://www.nytimes.com/reuters/2019/12/21/world/americas/21reuters-bolivia-politics.html,Bolivian former President Evo Morales on Saturday appealed for his supporters to attend a rally on the border between Argentina and Bolivia on Dec. 29 to choose a candidate for Bolivia's  election early next year.,La Paz (Reuters) - Bolivian former President Evo Morales on Saturday appealed for his supporters to attend a rally on the border between Argentina and Bolivia on Dec. 29 to choose a candidate for Bolivia's election early next year.,Reuters,[],[],2019-12-22T02:45:31+0000,article,None,World,Americas,News,nyt://article/851688be-caed-5fba-b683-ab2c4c337cde,348,nyt://article/851688be-caed-5fba-b683-ab2c4c337cde,Boliva's Ex-President Morales Plans Party Rally on Argentina Border,,,Boliva's Ex-President Morales Plans Party Rally on Argentina Border,,,,By Reuters,[],Reuters
5,The Philadelphia 76ers finally figured out how to beat a zone defense.,https://www.nytimes.com/aponline/2019/12/21/sports/basketball/bc-bkn-wizards-76ers.html,The Philadelphia 76ers finally figured out how to beat a zone defense.,PHILADELPHIA — The Philadelphia 76ers finally figured out how to beat a zone defense.,AP,[],[],2019-12-22T02:45:27+0000,article,None,Sports,Pro Basketball,News,nyt://article/c16aa578-db69-50cf-ab68-0fad5a6b58d6,707,nyt://article/c16aa578-db69-50cf-ab68-0fad5a6b58d6,"76ers Snap 3-Game Skid, Beat Washington 125-108",,,"76ers Snap 3-Game Skid, Beat Washington 125-108",,,,By The Associated Press,[],The Associated Press
6,"U.S. President Donald Trump has invited British Prime Minister Boris Johnson to visit him in the White House in the new year, Britain's Sunday Times newspaper reported.",https://www.nytimes.com/reuters/2019/12/21/world/europe/21reuters-britain-eu-usa-trump.html,"U.S. President Donald Trump has invited British Prime Minister Boris Johnson to visit him in the White House in the new year, Britain's Sunday Times newspaper reported.","(Reuters) - U.S. President Donald Trump has invited British Prime Minister Boris Johnson to visit him in the White House in the new year, Britain's Sunday Times newspaper reported.",Reuters,[],[],2019-12-22T02:42:33+0000,article,None,World,Europe,News,nyt://article/21432c0f-fc7a-5848-8b0d-695c5cc2dc89,248,nyt://article/21432c0f-fc7a-5848-8b0d-695c5cc2dc89,Trump Invites Britain's Johnson to the White House in New Year: Sunday Times,,,Trump Invites Britain's Johnson to the White House in New Year: Sunday Times,,,,By Reuters,[],Reuters
7,"The spectre of new confrontation between Pyongyang and Washington hangs over meetings between China, Japan and South Korea this week, with growing risks North Korean actions could end an uneasy detente and upend recent diplomatic efforts.",https://www.nytimes.com/reuters/2019/12/21/world/asia/21reuters-china-japan-southkorea.html,"The spectre of new confrontation between Pyongyang and Washington hangs over meetings between China, Japan and South Korea this week, with growing risks North Korean actions could end an uneasy detente and upend recent diplomatic efforts.","BEIJING — The spectre of new confrontation between Pyongyang and Washington hangs over meetings between China, Japan and South Korea this week, with growing risks North Korean actions could end an uneasy detente and upend recent diplomatic efforts.",Reuters,[],[],2019-12-22T02:39:31+0000,article,None,World,Asia Pacific,News,nyt://article/328f33fc-5055-5e48-aec9-aa67f3c1eff8,474,nyt://article/328f33fc-5055-5e48-aec9-aa67f3c1eff8,"North Korea Threat Looms as China, Japan, South Korea Leaders Meet",,,"North Korea Threat Looms as China, Japan, South Korea Leaders Meet",,,,By Reuters,[],Reuters
8,Ben DiNucci and James Madison didn't want to leave anything to chance.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaafootball/bc-fbc-weber-st-james-madison.html,Ben DiNucci and James Madison didn't want to leave anything to chance.,"HARRISONBURG, Va. — Ben DiNucci and James Madison didn't want to leave anything to chance.",AP,[],[],2019-12-22T02:39:29+0000,article,None,Sports,College Football,News,nyt://article/05af93bb-839b-5580-9b80-57d5a45a902c,644,nyt://article/05af93bb-839b-5580-9b80-57d5a45a902c,"JMU Rolls Into FCS Title Game, 30-14 Over Weber St.",,,"JMU Rolls Into FCS Title Game, 30-14 Over Weber St.",,,,By The Associated Press,[],The Associated Press
9,"Cassius Winston was productive as usual, scoring 21 points and making seven assists, when No. 15 Michigan State routed Eastern Michigan 101-48.",https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/ap-bkc-t25-e-michigan-michigan-st.html,"Cassius Winston was productive as usual, scoring 21 points and making seven assists, when No. 15 Michigan State routed Eastern Michigan 101-48.","EAST LANSING, Mich. — Cassius Winston was productive as usual, scoring 21 points and making seven assists, when No. 15 Michigan State routed Eastern Michigan 101-48.",AP,[],[],2019-12-22T02:33:30+0000,article,None,Sports,College Basketball,News,nyt://article/ac291f37-6e5a-5796-9475-1c9105d77e39,636,nyt://article/ac291f37-6e5a-5796-9475-1c9105d77e39,Winston Helps No. 15 Michigan State Rout E Michigan 101-48,,,Winston Helps No. 15 Michigan State Rout E Michigan 101-48,,,,By The Associated Press,[],The Associated Press
