,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"No corrections appeared in print on Monday, Dec. 23, 2019.",https://www.nytimes.com/2019/12/22/pageoneplus/no-corrections-dec-23-2019.html,"No corrections appeared in print on Monday, Dec. 23, 2019.","No corrections appeared in print on Monday, Dec. 23, 2019.",The New York Times,[],[],2019-12-23T03:11:17+0000,article,Metro,Corrections,News,nyt://article/73cc3fea-ba8a-5c04-b5b4-dd1ef9b96682,70,nyt://article/73cc3fea-ba8a-5c04-b5b4-dd1ef9b96682,"No Corrections: Dec. 23, 2019",,,,,,,,[],,
1,The Calgary Flames overpowered the Dallas Stars.,https://www.nytimes.com/aponline/2019/12/22/sports/hockey/bc-hkn-flames-stars.html,The Calgary Flames overpowered the Dallas Stars.,DALLAS — The Calgary Flames overpowered the Dallas Stars.,AP,[],[],2019-12-23T03:09:30+0000,article,None,Sports,News,nyt://article/56a41f3f-3bc6-5254-bf16-a4f756981af6,593,nyt://article/56a41f3f-3bc6-5254-bf16-a4f756981af6,"Flames Score 3 Power-Play Goals, Beat Stars 5-1",,,"Flames Score 3 Power-Play Goals, Beat Stars 5-1",,,,By The Associated Press,[],The Associated Press,Hockey
2,"Clayton Keller was a force on both ends of the ice Sunday night, and that’s what the Arizona Coyotes want to see from him.",https://www.nytimes.com/aponline/2019/12/22/sports/hockey/bc-hkn-coyotes-red-wings.html,"Clayton Keller was a force on both ends of the ice Sunday night, and that’s what the Arizona Coyotes want to see from him.","DETROIT — Clayton Keller was a force on both ends of the ice Sunday night, and that’s what the Arizona Coyotes want to see from him.",AP,[],[],2019-12-23T03:06:30+0000,article,None,Sports,News,nyt://article/35187175-588e-51ea-9840-62c578f6fcad,528,nyt://article/35187175-588e-51ea-9840-62c578f6fcad,Keller Scores Twice to Lead Coyotes Past Red Wings 5-2,,,Keller Scores Twice to Lead Coyotes Past Red Wings 5-2,,,,By The Associated Press,[],The Associated Press,Hockey
3,"A fire at a warehouse in India's capital on Monday killed nine people and injured three others, an official said.",https://www.nytimes.com/aponline/2019/12/22/world/asia/ap-as-india-fire.html,"A fire at a warehouse in India's capital on Monday killed nine people and injured three others, an official said.","NEW DELHI — A fire at a warehouse in India's capital on Monday killed nine people and injured three others, an official said.",AP,[],[],2019-12-23T03:06:28+0000,article,None,World,News,nyt://article/53caea8b-d6f3-509e-809b-e052d25c3ce5,123,nyt://article/53caea8b-d6f3-509e-809b-e052d25c3ce5,Fire at Warehouse in India's Capital Kills 9,,,Fire at Warehouse in India's Capital Kills 9,,,,By The Associated Press,[],The Associated Press,Asia Pacific
4,"Joseph Segel, the founder of home shopping television channel QVC, died on Saturday at the age of 88, the company's parent said on Sunday.",https://www.nytimes.com/reuters/2019/12/22/arts/22reuters-people-joseph-segel.html,"Joseph Segel, the founder of home shopping television channel QVC, died on Saturday at the age of 88, the company's parent said on Sunday.","NEW YORK — Joseph Segel, the founder of home shopping television channel QVC, died on Saturday at the age of 88, the company's parent said on Sunday.",Reuters,[],[],2019-12-23T03:03:30+0000,article,None,Arts,News,nyt://article/7ff4c303-3060-5e06-9d43-eb8c5fb0e54b,155,nyt://article/7ff4c303-3060-5e06-9d43-eb8c5fb0e54b,Home Shopping Network QVC Founder Joseph Segel Dies at 88,,,Home Shopping Network QVC Founder Joseph Segel Dies at 88,,,,By Reuters,[],Reuters,
5,"Aston Villa midfielder John McGinn is facing an extended spell on the sidelines after fracturing his ankle in the 3-1 defeat by Southampton at the weekend, the Premier League club have said.",https://www.nytimes.com/reuters/2019/12/22/sports/soccer/22reuters-soccer-england-ava-sou.html,"Aston Villa midfielder John McGinn is facing an extended spell on the sidelines after fracturing his ankle in the 3-1 defeat by Southampton at the weekend, the Premier League club have said.","(Reuters) - Aston Villa midfielder John McGinn is facing an extended spell on the sidelines after fracturing his ankle in the 3-1 defeat by Southampton at the weekend, the Premier League club have said.",Reuters,[],[],2019-12-23T02:51:28+0000,article,None,Sports,News,nyt://article/c486cbbf-2533-5535-94d9-69a3aa2e72d6,138,nyt://article/c486cbbf-2533-5535-94d9-69a3aa2e72d6,Aston Villa Midfielder McGinn Suffers Fractured Ankle,,,Aston Villa Midfielder McGinn Suffers Fractured Ankle,,,,By Reuters,[],Reuters,Soccer
6,Paul George's return to Oklahoma City was spoiled by a player the Thunder got back when they traded him.,https://www.nytimes.com/aponline/2019/12/22/sports/basketball/bc-bkn-clippers-thunder.html,Paul George's return to Oklahoma City was spoiled by a player the Thunder got back when they traded him.,OKLAHOMA CITY — Paul George's return to Oklahoma City was spoiled by a player the Thunder got back when they traded him.,AP,[],[],2019-12-23T02:51:27+0000,article,None,Sports,News,nyt://article/3307cc09-03c8-55ab-aa50-5ef08a0e1728,724,nyt://article/3307cc09-03c8-55ab-aa50-5ef08a0e1728,Gilgeous-Alexander Helps Thunder Beat Clippers 118-112,,,Gilgeous-Alexander Helps Thunder Beat Clippers 118-112,,,,By The Associated Press,[],The Associated Press,Pro Basketball
7,Washington Wizards guard Isaiah Thomas had just one word to say to the National Basketball Association (NBA) after the organization announced on Sunday that he had been suspended for two games following a confrontation with a couple of fans.,https://www.nytimes.com/reuters/2019/12/22/sports/basketball/22reuters-basketball-was-thomas.html,Washington Wizards guard Isaiah Thomas had just one word to say to the National Basketball Association (NBA) after the organization announced on Sunday that he had been suspended for two games following a confrontation with a couple of fans.,(Reuters) - Washington Wizards guard Isaiah Thomas had just one word to say to the National Basketball Association (NBA) after the organization announced on Sunday that he had been suspended for two games following a confrontation with a couple of fans.,Reuters,[],[],2019-12-23T02:42:31+0000,article,None,Sports,News,nyt://article/6f9f8b95-1acc-5c5f-b7cf-b4b6cc33db0b,256,nyt://article/6f9f8b95-1acc-5c5f-b7cf-b4b6cc33db0b,Thomas Fires Back at NBA After Receiving Two-Game Ban,,,Thomas Fires Back at NBA After Receiving Two-Game Ban,,,,By Reuters,[],Reuters,Pro Basketball
8,"The leaders of China, Japan and South Korea are holding a trilateral summit in China this week amid feuds over trade, military maneuverings and historical animosities. Most striking has been a complex dispute between Seoul and Tokyo, while Beijing has recently sought to tone down its disagreements with its two neighbors.",https://www.nytimes.com/aponline/2019/12/22/business/ap-as-northeast-asia-summit.html,"The leaders of China, Japan and South Korea are holding a trilateral summit in China this week amid feuds over trade, military maneuverings and historical animosities. Most striking has been a complex dispute between Seoul and Tokyo, while Beijing...","BEIJING — The leaders of China, Japan and South Korea are holding a trilateral summit in China this week amid feuds over trade, military maneuverings and historical animosities. Most striking has been a complex dispute between Seoul and Tokyo, while Beijing has recently sought to tone down its disagreements with its two neighbors.",AP,[],[],2019-12-23T02:42:29+0000,article,None,Business Day,News,nyt://article/6c7f6faa-1ac3-5618-bba6-422af748bbda,793,nyt://article/6c7f6faa-1ac3-5618-bba6-422af748bbda,"China, South Korea, Japan Meet Over Trade, Regional Disputes",,,"China, South Korea, Japan Meet Over Trade, Regional Disputes",,,,By The Associated Press,[],The Associated Press,
9,Giannis Antetokounmpo and the Milwaukee Bucks gave Malcolm Brogdon a warm welcome.,https://www.nytimes.com/aponline/2019/12/22/sports/basketball/bc-bkn-pacers-bucks.html,Giannis Antetokounmpo and the Milwaukee Bucks gave Malcolm Brogdon a warm welcome.,MILWAUKEE — Giannis Antetokounmpo and the Milwaukee Bucks gave Malcolm Brogdon a warm welcome.,AP,[],[],2019-12-23T02:39:28+0000,article,None,Sports,News,nyt://article/2ab5164a-0b27-57df-86a1-3cb53b79bef7,593,nyt://article/2ab5164a-0b27-57df-86a1-3cb53b79bef7,"Bucks Beat Pacers 117-89, Spoil Brogdon's Return",,,"Bucks Beat Pacers 117-89, Spoil Brogdon's Return",,,,By The Associated Press,[],The Associated Press,Pro Basketball
