,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Premiership Rugby have announced a comprehensive independent review aimed at strengthening its salary cap regulations in the wake of the 35-point deduction and 5.36 million pounds fine imposed on champions Saracens last month.,https://www.nytimes.com/reuters/2019/12/20/sports/rugby/20reuters-rugby-union-england.html,Premiership Rugby have announced a comprehensive independent review aimed at strengthening its salary cap regulations in the wake of the 35-point deduction and 5.36 million pounds fine imposed on champions Saracens last month.,(Reuters) - Premiership Rugby have announced a comprehensive independent review aimed at strengthening its salary cap regulations in the wake of the 35-point deduction and 5.36 million pounds fine imposed on champions Saracens last month.,Reuters,[],[],2019-12-20T10:16:01+0000,article,None,Sports,Rugby,News,nyt://article/84480da6-1ba3-5978-a374-083b17bac455,212,nyt://article/84480da6-1ba3-5978-a374-083b17bac455,Premiership Rugby to Review Salary Cap Rules,,,Premiership Rugby to Review Salary Cap Rules,,,,By Reuters,[],Reuters
1,Tokyo Olympics organizers said on Friday it has yet to be decided who will foot the bill for moving the 2020 marathon and race walking events to the northern city of Sapporo.,https://www.nytimes.com/reuters/2019/12/20/sports/olympics/20reuters-olympics-2020-budget.html,Tokyo Olympics organizers said on Friday it has yet to be decided who will foot the bill for moving the 2020 marathon and race walking events to the northern city of Sapporo.,TOKYO — Tokyo Olympics organizers said on Friday it has yet to be decided who will foot the bill for moving the 2020 marathon and race walking events to the northern city of Sapporo.,Reuters,[],[],2019-12-20T10:16:00+0000,article,None,Sports,Olympics,News,nyt://article/fe0c7bb5-1616-5ad4-b83e-d1cdd11c3e38,411,nyt://article/fe0c7bb5-1616-5ad4-b83e-d1cdd11c3e38,"Tokyo 2020, IOC Still to Decide Who Pays for Marathon Move",,,"Tokyo 2020, IOC Still to Decide Who Pays for Marathon Move",,,,By Reuters,[],Reuters
2,"Southampton will prioritise the signing of a full back in the January transfer window as the struggling Premier League football club look to climb out of the relegation zone, manager Ralph Hasenhuettl said.",https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-england-ava-sou-preview.html,"Southampton will prioritise the signing of a full back in the January transfer window as the struggling Premier League football club look to climb out of the relegation zone, manager Ralph Hasenhuettl said.","(Reuters) - Southampton will prioritise the signing of a full back in the January transfer window as the struggling Premier League football club look to climb out of the relegation zone, manager Ralph Hasenhuettl said.",Reuters,[],[],2019-12-20T10:15:59+0000,article,None,Sports,Soccer,News,nyt://article/229eac05-121d-504f-8957-0dcaef0191d0,288,nyt://article/229eac05-121d-504f-8957-0dcaef0191d0,Southampton Looking to Bolster Defence in January-Hasenhuettl,,,Southampton Looking to Bolster Defence in January-Hasenhuettl,,,,By Reuters,[],Reuters
3,Japanese utilities face hundreds of millions of dollars in extra fuel costs in 2020 as they buy in extra liquefied natural gas (LNG) and coal while nearly half the country's working nuclear reactors go off-line for government-ordered security upgrades.,https://www.nytimes.com/reuters/2019/12/20/business/20reuters-japan-nuclear-shutdowns.html,Japanese utilities face hundreds of millions of dollars in extra fuel costs in 2020 as they buy in extra liquefied natural gas (LNG) and coal while nearly half the country's working nuclear reactors go off-line for government-ordered security upgr...,TOKYO — Japanese utilities face hundreds of millions of dollars in extra fuel costs in 2020 as they buy in extra liquefied natural gas (LNG) and coal while nearly half the country's working nuclear reactors go off-line for government-ordered security upgrades.,Reuters,[],[],2019-12-20T10:13:24+0000,article,None,Business Day,,News,nyt://article/58acb1c9-fc85-540b-807c-799f2ea61bb9,645,nyt://article/58acb1c9-fc85-540b-807c-799f2ea61bb9,"Anti-Terror Upgrades at Reactors Mean Japan LNG, Coal Demand to Rise in 2020",,,"Anti-Terror Upgrades at Reactors Mean Japan LNG, Coal Demand to Rise in 2020",,,,By Reuters,[],Reuters
4,"Deutsche Telekom was in advanced talks to retain China's Huawei as its main supplier of radio equipment for new mobile networks before it put the negotiations on hold for political reasons, according to three sources familiar with the matter.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-huawei-germany-exclusive.html,"Deutsche Telekom was in advanced talks to retain China's Huawei as its main supplier of radio equipment for new mobile networks before it put the negotiations on hold for political reasons, according to three sources familiar with the matter.","BERLIN — Deutsche Telekom was in advanced talks to retain China's Huawei as its main supplier of radio equipment for new mobile networks before it put the negotiations on hold for political reasons, according to three sources familiar with the matter.",Reuters,[],[],2019-12-20T10:13:22+0000,article,None,Business Day,,News,nyt://article/485dd959-7f64-541b-a683-2f3a215cd44f,650,nyt://article/485dd959-7f64-541b-a683-2f3a215cd44f,Exclusive: Huawei and Deutsche Telekom Held Advanced Talks Over 5G Network Deal-Sources,,,Exclusive: Huawei and Deutsche Telekom Held Advanced Talks Over 5G Network Deal-Sources,,,,By Reuters,[],Reuters
5,"London's main index enjoyed its best weekly performance since December 2016, as shares of exporters continued to benefit from a pound that is subdued amid renewed concerns about a chaotic Brexit at the end of 2020.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-britain-stocks.html,"London's main index enjoyed its best weekly performance since December 2016, as shares of exporters continued to benefit from a pound that is subdued amid renewed concerns about a chaotic Brexit at the end of 2020.","(Reuters) - London's main index enjoyed its best weekly performance since December 2016, as shares of exporters continued to benefit from a pound that is subdued amid renewed concerns about a chaotic Brexit at the end of 2020.",Reuters,[],[],2019-12-20T10:13:21+0000,article,None,Business Day,,News,nyt://article/264e1e2d-bd77-5120-90c0-43a47d02ccce,401,nyt://article/264e1e2d-bd77-5120-90c0-43a47d02ccce,FTSE Wraps Best Week in Three Years Ahead of Christmas,,,FTSE Wraps Best Week in Three Years Ahead of Christmas,,,,By Reuters,[],Reuters
6,"Fiat Chrysler (FCA) agreed to sell its Teksid cast iron automotive components business to Brazilian Tupy for an enterprise value of 210 million euros (179.4 million pounds), the car maker said on Friday.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-fca-teksid-tupy.html,"Fiat Chrysler (FCA) agreed to sell its Teksid cast iron automotive components business to Brazilian Tupy for an enterprise value of 210 million euros (179.4 million pounds), the car maker said on Friday.","MILAN — Fiat Chrysler (FCA) agreed to sell its Teksid cast iron automotive components business to Brazilian Tupy for an enterprise value of 210 million euros (179.4 million pounds), the car maker said on Friday.",Reuters,[],[],2019-12-20T10:13:19+0000,article,None,Business Day,,News,nyt://article/ba1c1ddf-f864-58de-9959-4cad329438f3,142,nyt://article/ba1c1ddf-f864-58de-9959-4cad329438f3,FCA to Sell Teksid Cast Iron Unit to Brazil's Tupy for 210 Million Euros,,,FCA to Sell Teksid Cast Iron Unit to Brazil's Tupy for 210 Million Euros,,,,By Reuters,[],Reuters
7,"Norway's sovereign wealth fund has sold two Munich properties and a stake in one of its London properties, the Norwegian central bank, which manages the fund, said on Friday.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-norway-swf-realestate.html,"Norway's sovereign wealth fund has sold two Munich properties and a stake in one of its London properties, the Norwegian central bank, which manages the fund, said on Friday.","OSLO — Norway's sovereign wealth fund has sold two Munich properties and a stake in one of its London properties, the Norwegian central bank, which manages the fund, said on Friday.",Reuters,[],[],2019-12-20T10:13:18+0000,article,None,Business Day,,News,nyt://article/2e7c342c-d8d8-55a1-a4bd-ffc3a47b8d1f,88,nyt://article/2e7c342c-d8d8-55a1-a4bd-ffc3a47b8d1f,"Norway Wealth Fund Sold Properties in Munich, London",,,"Norway Wealth Fund Sold Properties in Munich, London",,,,By Reuters,[],Reuters
8,"China's e-cigarette industry has laid off around 50,000 people since October, roughly 10% of its workforce, trade association estimates showed, as tightened regulation in the United States and China smother the once-booming sector.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-china-ecigarrettes.html,"China's e-cigarette industry has laid off around 50,000 people since October, roughly 10% of its workforce, trade association estimates showed, as tightened regulation in the United States and China smother the once-booming sector.","SHANGHAI — China's e-cigarette industry has laid off around 50,000 people since October, roughly 10% of its workforce, trade association estimates showed, as tightened regulation in the United States and China smother the once-booming sector.",Reuters,[],[],2019-12-20T10:13:15+0000,article,None,Business Day,,News,nyt://article/285b1684-9d30-5ed9-99c3-17fa91e2c36b,347,nyt://article/285b1684-9d30-5ed9-99c3-17fa91e2c36b,"China's e-Cigarette Industry Cuts 10% of Staff, Slows Production as Regulation Tightens",,,"China's e-Cigarette Industry Cuts 10% of Staff, Slows Production as Regulation Tightens",,,,By Reuters,[],Reuters
9,Britain's car industry body called on Prime Minister Boris Johnson to secure a tariff-free trade deal with the European Union which avoids barriers for businesses as production slumped in November.,https://www.nytimes.com/reuters/2019/12/20/business/20reuters-britain-eu-autos.html,Britain's car industry body called on Prime Minister Boris Johnson to secure a tariff-free trade deal with the European Union which avoids barriers for businesses as production slumped in November.,LONDON — Britain's car industry body called on Prime Minister Boris Johnson to secure a tariff-free trade deal with the European Union which avoids barriers for businesses as production slumped in November.,Reuters,[],[],2019-12-20T10:13:13+0000,article,None,Business Day,,News,nyt://article/892d1ca6-d305-5684-a7be-69708a8cff80,210,nyt://article/892d1ca6-d305-5684-a7be-69708a8cff80,UK Car Industry Calls for Tariff-Free Deal With EU as Output Slumps,,,UK Car Industry Calls for Tariff-Free Deal With EU as Output Slumps,,,,By Reuters,[],Reuters
