,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Beijing loyalist Ho Iat Seng was inaugurated Friday as China's chief executive in the tiny gambling enclave of Macao, which unlike neighboring Hong Kong has remained free of pro-democracy protests. ",https://www.nytimes.com/aponline/2019/12/19/world/asia/ap-as-china-macao.html,"Beijing loyalist Ho Iat Seng was inaugurated Friday as China's chief executive in the tiny gambling enclave of Macao, which unlike neighboring Hong Kong has remained free of pro-democracy protests. ","MACAO — Beijing loyalist Ho Iat Seng was inaugurated Friday as China's chief executive in the tiny gambling enclave of Macao, which unlike neighboring Hong Kong has remained free of pro-democracy protests. ",AP,[],[],2019-12-20T03:45:29+0000,article,None,World,Asia Pacific,News,nyt://article/4b687002-f2f7-51fd-9019-53aca1019b5b,311,nyt://article/4b687002-f2f7-51fd-9019-53aca1019b5b,China Loyalist Takes Helm in Macao Amid Trouble in Hong Kong,,,China Loyalist Takes Helm in Macao Amid Trouble in Hong Kong,,,,By The Associated Press,[],The Associated Press
1,The Ottawa Senators made Marcus Hogberg’s first NHL win one to remember.,https://www.nytimes.com/aponline/2019/12/19/sports/hockey/bc-hkn-predators-senators.html,The Ottawa Senators made Marcus Hogberg’s first NHL win one to remember.,"OTTAWA, Ontario — The Ottawa Senators made Marcus Hogberg’s first NHL win one to remember.",AP,[],[],2019-12-20T03:42:34+0000,article,None,Sports,Hockey,News,nyt://article/15bc3e1c-a289-5344-996a-f15d6a97de34,642,nyt://article/15bc3e1c-a289-5344-996a-f15d6a97de34,"Duclair Scores in OT, Senators Get Past Predators 5-4",,,"Duclair Scores in OT, Senators Get Past Predators 5-4",,,,By The Associated Press,[],The Associated Press
2,"Nate Hinton had 17 points and 10 rebounds, Brison Greshman also had a double-double and Houston defeated defeated UTEP 77-57 on Thursday night.",https://www.nytimes.com/aponline/2019/12/19/sports/ncaabasketball/bc-bkc-utep-houston.html,"Nate Hinton had 17 points and 10 rebounds, Brison Greshman also had a double-double and Houston defeated defeated UTEP 77-57 on Thursday night.","HOUSTON — Nate Hinton had 17 points and 10 rebounds, Brison Greshman also had a double-double and Houston defeated defeated UTEP 77-57 on Thursday night.",AP,[],[],2019-12-20T03:36:32+0000,article,None,Sports,College Basketball,News,nyt://article/e03a88f3-8841-5b49-8bf3-259304394edc,128,nyt://article/e03a88f3-8841-5b49-8bf3-259304394edc,"Hinton, Greshman Lift Houston Past UTEP 77-57",,,"Hinton, Greshman Lift Houston Past UTEP 77-57",,,,By The Associated Press,[],The Associated Press
3,Iranian President Hassan Rouhani renewed his condemnation of the U.S. for withdrawing from a nuclear agreement and asked for Japan's help in efforts to maintain the deal as the two leaders met in Tokyo amid a continuing impasse between Tehran and Washington.,https://www.nytimes.com/aponline/2019/12/19/business/ap-as-japan-iran.html,Iranian President Hassan Rouhani renewed his condemnation of the U.S. for withdrawing from a nuclear agreement and asked for Japan's help in efforts to maintain the deal as the two leaders met in Tokyo amid a continuing impasse between Tehran and ...,TOKYO — Iranian President Hassan Rouhani renewed his condemnation of the U.S. for withdrawing from a nuclear agreement and asked for Japan's help in efforts to maintain the deal as the two leaders met in Tokyo amid a continuing impasse between Tehran and Washington.,AP,[],[],2019-12-20T03:30:29+0000,article,None,Business Day,,News,nyt://article/cd8b0405-cf1d-58c8-8cad-a57029445751,654,nyt://article/cd8b0405-cf1d-58c8-8cad-a57029445751,Iran's Rouhani Meets Japan's Leader Amid Nuclear Impasse,,,Iran's Rouhani Meets Japan's Leader Amid Nuclear Impasse,,,,By The Associated Press,[],The Associated Press
4,Justin Forrest had a season-high 32 points as Appalachian State defeated South Alabama 81-71 on Thursday night.,https://www.nytimes.com/aponline/2019/12/19/sports/ncaabasketball/bc-bkc-appalachian-st-south-alabama.html,Justin Forrest had a season-high 32 points as Appalachian State defeated South Alabama 81-71 on Thursday night.,"MOBILE, Ala. — Justin Forrest had a season-high 32 points as Appalachian State defeated South Alabama 81-71 on Thursday night.",AP,[],[],2019-12-20T03:27:33+0000,article,None,Sports,College Basketball,News,nyt://article/ff58b02c-8efd-5d61-85d4-696537566bb4,164,nyt://article/ff58b02c-8efd-5d61-85d4-696537566bb4,Forrest Carries Appalachian St. Over South Alabama 81-71,,,Forrest Carries Appalachian St. Over South Alabama 81-71,,,,By The Associated Press,[],The Associated Press
5,Ike Smith scored 18 points and had the second of consecutive 3-pointers by Georgia State as the Eagles scored the last 17 points of the game to pull out a 67-64 win over Texas State in the Sun Belt Conference opener on Thursday night.,https://www.nytimes.com/aponline/2019/12/19/sports/ncaabasketball/bc-bkc-texas-st-georgia-southern.html,Ike Smith scored 18 points and had the second of consecutive 3-pointers by Georgia State as the Eagles scored the last 17 points of the game to pull out a 67-64 win over Texas State in the Sun Belt Conference opener on Thursday night.,"STATESBORO, Ga. — Ike Smith scored 18 points and had the second of consecutive 3-pointers by Georgia State as the Eagles scored the last 17 points of the game to pull out a 67-64 win over Texas State in the Sun Belt Conference opener on Thursday night.",AP,[],[],2019-12-20T03:27:31+0000,article,None,Sports,College Basketball,News,nyt://article/c7c21402-550a-5818-9466-88523f8fc079,181,nyt://article/c7c21402-550a-5818-9466-88523f8fc079,Georgia Southern Tops Texas St. 67-64,,,Georgia Southern Tops Texas St. 67-64,,,,By The Associated Press,[],The Associated Press
6,"Democratic presidential candidates offered two very different debates during their final forum of 2019. In the first half, they spent much of their time making the case for their electability in a contest with President Donald Trump. The second half was filled with friction over money in politics, Afghanistan and experience. ",https://www.nytimes.com/aponline/2019/12/19/us/politics/ap-us-election-2020-debate-takeaways.html,"Democratic presidential candidates offered two very different debates during their final forum of 2019. In the first half, they spent much of their time making the case for their electability in a contest with President Donald Trump. The second ha...","LOS ANGELES — Democratic presidential candidates offered two very different debates during their final forum of 2019. In the first half, they spent much of their time making the case for their electability in a contest with President Donald Trump. The second half was filled with friction over money in politics, Afghanistan and experience. ",AP,[],[],2019-12-20T03:27:29+0000,article,None,U.S.,Politics,News,nyt://article/88a0cfdb-37f7-5355-972f-dde2c09d07db,1262,nyt://article/88a0cfdb-37f7-5355-972f-dde2c09d07db,Key Takeaways From Democratic Presidential Debate in L.A.,,,Key Takeaways From Democratic Presidential Debate in L.A.,,,,By The Associated Press,[],The Associated Press
7,Justin Jaworski scored 28 points as Lafayette romped past Widener 96-56 on Thursday night.,https://www.nytimes.com/aponline/2019/12/19/sports/ncaabasketball/bc-bkc-widener-lafayette.html,Justin Jaworski scored 28 points as Lafayette romped past Widener 96-56 on Thursday night.,"EASTON, Pa. — Justin Jaworski scored 28 points as Lafayette romped past Widener 96-56 on Thursday night.",AP,[],[],2019-12-20T03:21:33+0000,article,None,Sports,College Basketball,News,nyt://article/b0f61f12-cebd-5d58-b9fc-f6753b3d444e,99,nyt://article/b0f61f12-cebd-5d58-b9fc-f6753b3d444e,Jaworski Scores 28 to Lead Lafayette Past Widener 96-56,,,Jaworski Scores 28 to Lead Lafayette Past Widener 96-56,,,,By The Associated Press,[],The Associated Press
8,"The Dallas Stars were dominated most of the game, yet ended up with a win over Tampa Bay.",https://www.nytimes.com/aponline/2019/12/19/sports/hockey/bc-hkn-stars-lightning.html,"The Dallas Stars were dominated most of the game, yet ended up with a win over Tampa Bay.","TAMPA, Fla. — The Dallas Stars were dominated most of the game, yet ended up with a win over Tampa Bay.",AP,[],[],2019-12-20T03:21:31+0000,article,None,Sports,Hockey,News,nyt://article/82204540-21b2-54e8-98b4-d5eed274c440,591,nyt://article/82204540-21b2-54e8-98b4-d5eed274c440,"Seguin Scores in OT, Stars Beat Lightning 4-3",,,"Seguin Scores in OT, Stars Beat Lightning 4-3",,,,By The Associated Press,[],The Associated Press
9,Donovan Mitchell scored two of his 30 points on a tricky baseline drive that put Utah ahead for good and the Jazz beat the Atlanta Hawks 111-106 Thursday night. ,https://www.nytimes.com/aponline/2019/12/19/sports/basketball/bc-bkn-jazz-hawks.html,Donovan Mitchell scored two of his 30 points on a tricky baseline drive that put Utah ahead for good and the Jazz beat the Atlanta Hawks 111-106 Thursday night. ,ATLANTA — Donovan Mitchell scored two of his 30 points on a tricky baseline drive that put Utah ahead for good and the Jazz beat the Atlanta Hawks 111-106 Thursday night. ,AP,[],[],2019-12-20T03:21:28+0000,article,None,Sports,Pro Basketball,News,nyt://article/b7678d72-fe2c-516a-8f31-96e58814f4c3,219,nyt://article/b7678d72-fe2c-516a-8f31-96e58814f4c3,Donovan Goes for 30 as Jazz Outlast Hawks 111-106,,,Donovan Goes for 30 as Jazz Outlast Hawks 111-106,,,,By The Associated Press,[],The Associated Press
