,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"As a crowd of protesters swelled around them under the watchful eyes of dozens of policemen in riot gear, a cluster of young female students in burqas stood outside their university in New Delhi shouting anti-government slogans. ",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-india-citizenship-protests-women.html,"As a crowd of protesters swelled around them under the watchful eyes of dozens of policemen in riot gear, a cluster of young female students in burqas stood outside their university in New Delhi shouting anti-government slogans. ","NEW DELHI — As a crowd of protesters swelled around them under the watchful eyes of dozens of policemen in riot gear, a cluster of young female students in burqas stood outside their university in New Delhi shouting anti-government slogans. ",Reuters,[],[],2019-12-20T10:25:14+0000,article,None,World,Asia Pacific,News,nyt://article/871738d2-f9b8-5077-a223-1d29242f6e0c,781,nyt://article/871738d2-f9b8-5077-a223-1d29242f6e0c,"From Housewives to Hijab-Clad Students, Women Take Center Stage in Indian Protests",,,"From Housewives to Hijab-Clad Students, Women Take Center Stage in Indian Protests",,,,By Reuters,[],Reuters
1,"The estate of a stuntman who died after falling 20 feet onto a concrete floor on a set of the AMC horror series ""The Walking Dead"" has been awarded $8.6 million by a jury in Atlanta, his family's lawyer said.",https://www.nytimes.com/reuters/2019/12/20/arts/20reuters-usa-stuntman.html,"The estate of a stuntman who died after falling 20 feet onto a concrete floor on a set of the AMC horror series ""The Walking Dead"" has been awarded $8.6 million by a jury in Atlanta, his family's lawyer said.","(Reuters) - The estate of a stuntman who died after falling 20 feet onto a concrete floor on a set of the AMC horror series ""The Walking Dead"" has been awarded $8.6 million by a jury in Atlanta, his family's lawyer said.",Reuters,[],[],2019-12-20T10:25:12+0000,article,None,Arts,,News,nyt://article/b3688bfb-e4fe-5dbf-a31d-8c6e48c6b308,266,nyt://article/b3688bfb-e4fe-5dbf-a31d-8c6e48c6b308,Family of 'Walking Dead' Stuntman Awarded $8.6 Million After Fatal Fall,,,Family of 'Walking Dead' Stuntman Awarded $8.6 Million After Fatal Fall,,,,By Reuters,[],Reuters
2,"Many facial recognition systems misidentify people of color more often than white people, according to a U.S. government study released on Thursday that is likely to increase skepticism of technology widely used by law enforcement agencies.",https://www.nytimes.com/reuters/2019/12/20/technology/20reuters-usa-crime-face.html,"Many facial recognition systems misidentify people of color more often than white people, according to a U.S. government study released on Thursday that is likely to increase skepticism of technology widely used by law enforcement agencies.","(Reuters) - Many facial recognition systems misidentify people of color more often than white people, according to a U.S. government study released on Thursday that is likely to increase skepticism of technology widely used by law enforcement agencies.",Reuters,[],[],2019-12-20T10:25:11+0000,article,None,Technology,,News,nyt://article/a346a75b-2a47-5405-b196-41c8a0afecb8,509,nyt://article/a346a75b-2a47-5405-b196-41c8a0afecb8,U.S. Government Study Finds Racial Bias in Facial Recognition Tools,,,U.S. Government Study Finds Racial Bias in Facial Recognition Tools,,,,By Reuters,[],Reuters
3,"A last minute flurry of diplomacy aimed at engaging with North Korea ahead of its declared year-end deadline for talks has been met with stony silence from Pyongyang so far, with the looming crisis expected to top the agenda at summits in China next week.  ",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-northkorea-missiles-diplomacy.html,"A last minute flurry of diplomacy aimed at engaging with North Korea ahead of its declared year-end deadline for talks has been met with stony silence from Pyongyang so far, with the looming crisis expected to top the agenda at summits in China ne...","SEOUL — A last minute flurry of diplomacy aimed at engaging with North Korea ahead of its declared year-end deadline for talks has been met with stony silence from Pyongyang so far, with the looming crisis expected to top the agenda at summits in China next week. ",Reuters,[],[],2019-12-20T10:25:10+0000,article,None,World,Asia Pacific,News,nyt://article/1e46a5fd-fcb7-5ed1-81e3-08dfd0662e17,810,nyt://article/1e46a5fd-fcb7-5ed1-81e3-08dfd0662e17,'Before It Is Too Late': Diplomats Race to Defuse Tensions Ahead of North Korea's Deadline,,,'Before It Is Too Late': Diplomats Race to Defuse Tensions Ahead of North Korea's Deadline,,,,By Reuters,[],Reuters
4,"Ethiopia launched its first satellite into space on Friday, as more sub-Saharan African nations strive to develop space programs to advance their development goals and encourage scientific innovation.",https://www.nytimes.com/reuters/2019/12/20/world/africa/20reuters-ethiopia-satellite.html,"Ethiopia launched its first satellite into space on Friday, as more sub-Saharan African nations strive to develop space programs to advance their development goals and encourage scientific innovation.","ADDIS ABABA — Ethiopia launched its first satellite into space on Friday, as more sub-Saharan African nations strive to develop space programs to advance their development goals and encourage scientific innovation.",Reuters,[],[],2019-12-20T10:25:08+0000,article,None,World,Africa,News,nyt://article/be9fd683-6d0b-51ca-85d5-13f33d7bb633,217,nyt://article/be9fd683-6d0b-51ca-85d5-13f33d7bb633,Ethiopia Launches First Satellite Into Space,,,Ethiopia Launches First Satellite Into Space,,,,By Reuters,[],Reuters
5,"Philippine authorities said on Friday they arrested 342 Chinese workers in a raid on an unlicensed gambling operation, part of a crackdown on illegal migration and an illicit gaming industry that is being fueled by mainland China's appetite for betting.",https://www.nytimes.com/reuters/2019/12/20/technology/20reuters-philippines-china-gambling.html,"Philippine authorities said on Friday they arrested 342 Chinese workers in a raid on an unlicensed gambling operation, part of a crackdown on illegal migration and an illicit gaming industry that is being fueled by mainland China's appetite for be...","MANILA — Philippine authorities said on Friday they arrested 342 Chinese workers in a raid on an unlicensed gambling operation, part of a crackdown on illegal migration and an illicit gaming industry that is being fueled by mainland China's appetite for betting.",Reuters,[],[],2019-12-20T10:25:07+0000,article,None,Technology,,News,nyt://article/e830075b-71b6-589b-9786-14e3b01597ab,258,nyt://article/e830075b-71b6-589b-9786-14e3b01597ab,Philippine Raid Nabs 342 Illegal Chinese Gaming Workers,,,Philippine Raid Nabs 342 Illegal Chinese Gaming Workers,,,,By Reuters,[],Reuters
6,"President Xi Jinping said on Friday China would never allow foreign forces to interfere in its special regions, including Hong Kong, as he swore in a new pro-Beijing government for the gambling hub of Macau.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-macau-politics.html,"President Xi Jinping said on Friday China would never allow foreign forces to interfere in its special regions, including Hong Kong, as he swore in a new pro-Beijing government for the gambling hub of Macau.","MACAU — President Xi Jinping said on Friday China would never allow foreign forces to interfere in its special regions, including Hong Kong, as he swore in a new pro-Beijing government for the gambling hub of Macau.",Reuters,[],[],2019-12-20T10:25:06+0000,article,None,World,Asia Pacific,News,nyt://article/a5796a90-dccb-5e8c-8cf7-2b1240a3de6f,678,nyt://article/a5796a90-dccb-5e8c-8cf7-2b1240a3de6f,"China Will Not Let Foreign Forces Interfere in Hong Kong, Macau: Xi",,,"China Will Not Let Foreign Forces Interfere in Hong Kong, Macau: Xi",,,,By Reuters,[],Reuters
7,"Former Malaysian premier Najib Razak took an oath at a mosque on Friday denying allegations he ordered the 2006 murder of a Mongolian model, seeking to clear his name in the Muslim-majority country.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-malaysia-politics.html,"Former Malaysian premier Najib Razak took an oath at a mosque on Friday denying allegations he ordered the 2006 murder of a Mongolian model, seeking to clear his name in the Muslim-majority country.","KUALA LUMPUR — Former Malaysian premier Najib Razak took an oath at a mosque on Friday denying allegations he ordered the 2006 murder of a Mongolian model, seeking to clear his name in the Muslim-majority country.",Reuters,[],[],2019-12-20T10:22:05+0000,article,None,World,Asia Pacific,News,nyt://article/7881d716-65ca-53e0-b245-908c23c940f7,446,nyt://article/7881d716-65ca-53e0-b245-908c23c940f7,Malaysia's Najib Swears in a Mosque He Had No Role in Model's Murder,,,Malaysia's Najib Swears in a Mosque He Had No Role in Model's Murder,,,,By Reuters,[],Reuters
8,"Chinese Vice Foreign Minister Le Yucheng met U.S. special envoy for North Korea Stephen Biegun on Friday, China's foreign ministry said, Biegun's second high-level meeting in Beijing in two days amid growing tension on the Korean peninsula.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-northkorea-usa-china-mofa.html,"Chinese Vice Foreign Minister Le Yucheng met U.S. special envoy for North Korea Stephen Biegun on Friday, China's foreign ministry said, Biegun's second high-level meeting in Beijing in two days amid growing tension on the Korean peninsula.","BEIJING/WASHINGTON — Chinese Vice Foreign Minister Le Yucheng met U.S. special envoy for North Korea Stephen Biegun on Friday, China's foreign ministry said, Biegun's second high-level meeting in Beijing in two days amid growing tension on the Korean peninsula.",Reuters,[],[],2019-12-20T10:22:02+0000,article,None,World,Asia Pacific,News,nyt://article/c612da2a-4b91-5ab5-b2d4-1ce5c4ecfecb,430,nyt://article/c612da2a-4b91-5ab5-b2d4-1ce5c4ecfecb,U.S. Envoy Meets Second Senior China Diplomat as North Korea Tensions Rise,,,U.S. Envoy Meets Second Senior China Diplomat as North Korea Tensions Rise,,,,By Reuters,[],Reuters
9,The Democratic U.S. presidential hopefuls headed back to the campaign trail on Friday after a debate that featured attacks on rising contender Pete Buttigieg's lack of political experience and fundraising from wealthy donors.,https://www.nytimes.com/reuters/2019/12/20/world/europe/20reuters-usa-election-debate.html,The Democratic U.S. presidential hopefuls headed back to the campaign trail on Friday after a debate that featured attacks on rising contender Pete Buttigieg's lack of political experience and fundraising from wealthy donors.,LOS ANGELES — The Democratic U.S. presidential hopefuls headed back to the campaign trail on Friday after a debate that featured attacks on rising contender Pete Buttigieg's lack of political experience and fundraising from wealthy donors.,Reuters,[],[],2019-12-20T10:22:00+0000,article,None,World,Europe,News,nyt://article/79ca8e33-0e7c-5735-bae0-b7b51279aed8,616,nyt://article/79ca8e33-0e7c-5735-bae0-b7b51279aed8,"After Fiery Debate, Democratic U.S. Presidential Hopefuls Return to Campaign Trail",,,"After Fiery Debate, Democratic U.S. Presidential Hopefuls Return to Campaign Trail",,,,By Reuters,[],Reuters
