,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Dallas Cowboys quarterback Dak Prescott did not have an injury designation on the team's injury report on Friday despite being limited in practice all week.,https://www.nytimes.com/reuters/2019/12/21/sports/football/21reuters-football-nfl-notebook.html,Dallas Cowboys quarterback Dak Prescott did not have an injury designation on the team's injury report on Friday despite being limited in practice all week.,Dallas Cowboys quarterback Dak Prescott did not have an injury designation on the team's injury report on Friday despite being limited in practice all week.,Reuters,[],[],2019-12-21T07:27:35+0000,article,None,Sports,Pro Football,News,nyt://article/50554c38-67ec-5142-8f1d-1383acc89fa4,586,nyt://article/50554c38-67ec-5142-8f1d-1383acc89fa4,"NFL Notebook: Cowboys' Prescott Off Injury Report, Plans to Play",,,"NFL Notebook: Cowboys' Prescott Off Injury Report, Plans to Play",,,,By Reuters,[],Reuters
1,Home hero Adam Scott shot a patient three-under 69 to take a one-shot lead at the Australian PGA Championship after the third round on Saturday and raise his hopes of a second title at the A$1.5 million ($1.03 million) event on the Gold Coast.,https://www.nytimes.com/reuters/2019/12/21/sports/golf/21reuters-golf-australia.html,Home hero Adam Scott shot a patient three-under 69 to take a one-shot lead at the Australian PGA Championship after the third round on Saturday and raise his hopes of a second title at the A$1.5 million ($1.03 million) event on the Gold Coast.,MELBOURNE — Home hero Adam Scott shot a patient three-under 69 to take a one-shot lead at the Australian PGA Championship after the third round on Saturday and raise his hopes of a second title at the A$1.5 million ($1.03 million) event on the Gold Coast.,Reuters,[],[],2019-12-21T07:27:34+0000,article,None,Sports,Golf,News,nyt://article/33a2f004-5e21-5b87-92f9-eaf4abac2d03,220,nyt://article/33a2f004-5e21-5b87-92f9-eaf4abac2d03,Golf: Scott Surges Into Lead at Australian PGA Championship,,,Golf: Scott Surges Into Lead at Australian PGA Championship,,,,By Reuters,[],Reuters
2,New Zealand wicketkeeper BJ Watling expects his team to continue their short-pitched barrage at the Melbourne Cricket Ground against Australia if the wicket proves conducive during the Boxing Day test.,https://www.nytimes.com/reuters/2019/12/21/sports/cricket/21reuters-cricket-test-aus-nzl.html,New Zealand wicketkeeper BJ Watling expects his team to continue their short-pitched barrage at the Melbourne Cricket Ground against Australia if the wicket proves conducive during the Boxing Day test.,MELBOURNE — New Zealand wicketkeeper BJ Watling expects his team to continue their short-pitched barrage at the Melbourne Cricket Ground against Australia if the wicket proves conducive during the Boxing Day test.,Reuters,[],[],2019-12-21T07:24:30+0000,article,None,Sports,Cricket,News,nyt://article/3dbff8e2-ad5a-5cf9-8594-520fdbd60409,412,nyt://article/3dbff8e2-ad5a-5cf9-8594-520fdbd60409,New Zealand's Watling Sees More 'Bumpers' in Melbourne,,,New Zealand's Watling Sees More 'Bumpers' in Melbourne,,,,By Reuters,[],Reuters
3,"Near-simultaneous attacks believed to have been carried out by drones hit three government-run oil and gas installations in central Syria, state TV and the Oil Ministry said Saturday.",https://www.nytimes.com/aponline/2019/12/21/world/middleeast/ap-ml-syria-attack.html,"Near-simultaneous attacks believed to have been carried out by drones hit three government-run oil and gas installations in central Syria, state TV and the Oil Ministry said Saturday.","BEIRUT — Near-simultaneous attacks believed to have been carried out by drones hit three government-run oil and gas installations in central Syria, state TV and the Oil Ministry said Saturday.",AP,[],[],2019-12-21T07:21:27+0000,article,None,World,Middle East,News,nyt://article/faa16069-940a-5188-831e-4b460593cb6b,328,nyt://article/faa16069-940a-5188-831e-4b460593cb6b,"Syria Says Possible Drone Attacks Hit 3 Oil, Gas Facilities",,,"Syria Says Possible Drone Attacks Hit 3 Oil, Gas Facilities",,,,By The Associated Press,[],The Associated Press
4,Britain has approved the purchase of British defense company Cobham by U.S. investor Advent International for $5 billion after the private equity group made commitments to address national security concerns.,https://www.nytimes.com/reuters/2019/12/21/business/21reuters-cobham-m-a-advent.html,Britain has approved the purchase of British defense company Cobham by U.S. investor Advent International for $5 billion after the private equity group made commitments to address national security concerns.,LONDON — Britain has approved the purchase of British defense company Cobham by U.S. investor Advent International for $5 billion after the private equity group made commitments to address national security concerns.,Reuters,[],[],2019-12-21T07:15:30+0000,article,None,Business Day,,News,nyt://article/4b99834b-ffcb-51ca-8548-3fff3246d2d6,464,nyt://article/4b99834b-ffcb-51ca-8548-3fff3246d2d6,Britain Gives U.S. Investor Go-Ahead to Buy Cobham for $5 Billion,,,Britain Gives U.S. Investor Go-Ahead to Buy Cobham for $5 Billion,,,,By Reuters,[],Reuters
5,"Iran, Malaysia, Turkey and Qatar are considering trading among themselves in gold and through a barter system as a hedge against any future economic sanctions on them, Malaysian Prime Minister Mahathir Mohamad said on Saturday.",https://www.nytimes.com/reuters/2019/12/21/world/asia/21reuters-malaysia-muslimalliance.html,"Iran, Malaysia, Turkey and Qatar are considering trading among themselves in gold and through a barter system as a hedge against any future economic sanctions on them, Malaysian Prime Minister Mahathir Mohamad said on Saturday.","KUALA LUMPUR — Iran, Malaysia, Turkey and Qatar are considering trading among themselves in gold and through a barter system as a hedge against any future economic sanctions on them, Malaysian Prime Minister Mahathir Mohamad said on Saturday.",Reuters,[],[],2019-12-21T07:06:38+0000,article,None,World,Asia Pacific,News,nyt://article/a15f6ace-6c4a-55ba-9f29-c9e39d4e91bc,420,nyt://article/a15f6ace-6c4a-55ba-9f29-c9e39d4e91bc,"Muslim Nations Consider Gold, Barter Trade to Beat Sanctions",,,"Muslim Nations Consider Gold, Barter Trade to Beat Sanctions",,,,By Reuters,[],Reuters
6,"Private equity firm Lone Star has entered a deal to buy BASF's construction chemicals business for 3.17 billion euros ($3.5 billion) on a cash and debt-free basis, the German chemicals company said on Saturday as it seeks to focus on more profitable operations.",https://www.nytimes.com/reuters/2019/12/21/business/21reuters-basf-se-divestiture.html,"Private equity firm Lone Star has entered a deal to buy BASF's construction chemicals business for 3.17 billion euros ($3.5 billion) on a cash and debt-free basis, the German chemicals company said on Saturday as it seeks to focus on more profitab...","(Reuters) - Private equity firm Lone Star has entered a deal to buy BASF's construction chemicals business for 3.17 billion euros ($3.5 billion) on a cash and debt-free basis, the German chemicals company said on Saturday as it seeks to focus on more profitable operations.",Reuters,[],[],2019-12-21T07:03:31+0000,article,None,Business Day,,News,nyt://article/fc57c7fb-f0b5-5b2c-93a3-c26c219d7ae7,205,nyt://article/fc57c7fb-f0b5-5b2c-93a3-c26c219d7ae7,Lone Star to Buy BASF Construction Chemicals Unit for $3.51 Billion,,,Lone Star to Buy BASF Construction Chemicals Unit for $3.51 Billion,,,,By Reuters,[],Reuters
