,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"The group behind Nord Stream 2 said on Saturday it aimed to complete a pipeline to boost Russian gas supplies to Europe as soon as possible, after U.S. sanctions prompted a major contractor to suspend pipe-laying activities.",https://www.nytimes.com/reuters/2019/12/21/world/europe/21reuters-usa-russia-nord-stream.html,"The group behind Nord Stream 2 said on Saturday it aimed to complete a pipeline to boost Russian gas supplies to Europe as soon as possible, after U.S. sanctions prompted a major contractor to suspend pipe-laying activities.","MOSCOW — The group behind Nord Stream 2 said on Saturday it aimed to complete a pipeline to boost Russian gas supplies to Europe as soon as possible, after U.S. sanctions prompted a major contractor to suspend pipe-laying activities.",Reuters,[],[],2019-12-21T14:33:40+0000,article,None,World,Europe,News,nyt://article/40197b35-827e-50ce-94cc-c1286d3688db,528,nyt://article/40197b35-827e-50ce-94cc-c1286d3688db,"Nord Stream 2 to Press on With Europe Gas Pipe, Despite U.S. Sanctions",,,"Nord Stream 2 to Press on With Europe Gas Pipe, Despite U.S. Sanctions",,,,By Reuters,[],Reuters
1,"The United States is ""very concerned"" about the intensification of the conflict in Libya, with a rising number of reported Russian mercenaries supporting Khalifa Haftar's forces on the ground turning the conflict into a bloodier one, a senior State Department official said on Saturday.",https://www.nytimes.com/reuters/2019/12/21/world/europe/21reuters-usa-libya.html,"The United States is ""very concerned"" about the intensification of the conflict in Libya, with a rising number of reported Russian mercenaries supporting Khalifa Haftar's forces on the ground turning the conflict into a bloodier one, a senior Stat...","WASHINGTON — The United States is ""very concerned"" about the intensification of the conflict in Libya, with a rising number of reported Russian mercenaries supporting Khalifa Haftar's forces on the ground turning the conflict into a bloodier one, a senior State Department official said on Saturday.",Reuters,[],[],2019-12-21T14:33:39+0000,article,None,World,Europe,News,nyt://article/c2377230-f7cb-5c1f-9f55-9739cc3f48a3,566,nyt://article/c2377230-f7cb-5c1f-9f55-9739cc3f48a3,U.S. Says Concerned as Libyan Conflict Turning Bloodier With Russian Mercenaries: Official,,,U.S. Says Concerned as Libyan Conflict Turning Bloodier With Russian Mercenaries: Official,,,,By Reuters,[],Reuters
2,"Turkey's parliament approved on Saturday a security and military cooperation deal signed with Libya's internationally recognised government last month, state media reported, an agreement that could pave the way for military help from Ankara.",https://www.nytimes.com/reuters/2019/12/21/world/europe/21reuters-turkey-libya-military.html,"Turkey's parliament approved on Saturday a security and military cooperation deal signed with Libya's internationally recognised government last month, state media reported, an agreement that could pave the way for military help from Ankara.","ANKARA — Turkey's parliament approved on Saturday a security and military cooperation deal signed with Libya's internationally recognised government last month, state media reported, an agreement that could pave the way for military help from Ankara.",Reuters,[],[],2019-12-21T14:30:31+0000,article,None,World,Europe,News,nyt://article/4bcd955f-5e55-505a-8ef6-ba25d06d7b46,434,nyt://article/4bcd955f-5e55-505a-8ef6-ba25d06d7b46,Turkey's Parliament Ratifies Security Accord With Libya: Report,,,Turkey's Parliament Ratifies Security Accord With Libya: Report,,,,By Reuters,[],Reuters
3,"On a Saturday evening in June 2018, with temperatures in the 70s and the Red Sox playing at Fenway Park, supporters of Massachusetts Sen. Elizabeth Warren gathered at the City Winery Boston for a fundraiser.",https://www.nytimes.com/aponline/2019/12/21/us/politics/ap-us-election-2020-warren-wine.html,"On a Saturday evening in June 2018, with temperatures in the 70s and the Red Sox playing at Fenway Park, supporters of Massachusetts Sen. Elizabeth Warren gathered at the City Winery Boston for a fundraiser.","WASHINGTON — On a Saturday evening in June 2018, with temperatures in the 70s and the Red Sox playing at Fenway Park, supporters of Massachusetts Sen. Elizabeth Warren gathered at the City Winery Boston for a fundraiser.",AP,[],[],2019-12-21T14:27:27+0000,article,None,U.S.,Politics,News,nyt://article/12916e3a-16a6-58ab-9be5-a7d9ff3c727a,1331,nyt://article/12916e3a-16a6-58ab-9be5-a7d9ff3c727a,Warren's Souvenir Wine Bottle Pops Up in Big-Donor Debate,,,Warren's Souvenir Wine Bottle Pops Up in Big-Donor Debate,,,,By The Associated Press,[],The Associated Press
4,"Airstrikes on a rebel-held town killed eight people and wounded more than a dozen Saturday in Syria's northwestern province of Idlib, the last remaining rebel stronghold in the war-torn country, opposition activists said. The attack came amid a government offensive in the region.",https://www.nytimes.com/aponline/2019/12/21/world/middleeast/ap-ml-syria.html,"Airstrikes on a rebel-held town killed eight people and wounded more than a dozen Saturday in Syria's northwestern province of Idlib, the last remaining rebel stronghold in the war-torn country, opposition activists said. The attack came amid a go...","BEIRUT — Airstrikes on a rebel-held town killed eight people and wounded more than a dozen Saturday in Syria's northwestern province of Idlib, the last remaining rebel stronghold in the war-torn country, opposition activists said. The attack came amid a government offensive in the region.",AP,[],[],2019-12-21T14:24:27+0000,article,None,World,Middle East,News,nyt://article/90aa61a8-6294-5749-ac85-d2a15b15bb77,298,nyt://article/90aa61a8-6294-5749-ac85-d2a15b15bb77,Airstrikes on Rebel-Held Town in Northwestern Syria Kill 8,,,Airstrikes on Rebel-Held Town in Northwestern Syria Kill 8,,,,By The Associated Press,[],The Associated Press
5,"French forces killed 33 Islamist militants in Mali on Saturday using attack helicopters, ground troops and a drone, near the border with Mauritania where a group linked to al Qaeda operates, French authorities said.",https://www.nytimes.com/reuters/2019/12/21/world/africa/21reuters-france-mali-conflict.html,"French forces killed 33 Islamist militants in Mali on Saturday using attack helicopters, ground troops and a drone, near the border with Mauritania where a group linked to al Qaeda operates, French authorities said.","ABIDJAN/BAMAKO — French forces killed 33 Islamist militants in Mali on Saturday using attack helicopters, ground troops and a drone, near the border with Mauritania where a group linked to al Qaeda operates, French authorities said.",Reuters,[],[],2019-12-21T14:21:35+0000,article,None,World,Africa,News,nyt://article/653804a7-4c5c-5a63-8dd7-81e6b7558670,543,nyt://article/653804a7-4c5c-5a63-8dd7-81e6b7558670,France Kills 33 Militants in Mali Raid: President,,,France Kills 33 Militants in Mali Raid: President,,,,By Reuters,[],Reuters
6,"Three years into Donald Trump's presidency, the U.S. government is ramping up its efforts to seize private land in Texas to build a border wall.",https://www.nytimes.com/aponline/2019/12/21/us/ap-us-border-wall-texas.html,"Three years into Donald Trump's presidency, the U.S. government is ramping up its efforts to seize private land in Texas to build a border wall.","HOUSTON — Three years into Donald Trump's presidency, the U.S. government is ramping up its efforts to seize private land in Texas to build a border wall.",AP,[],[],2019-12-21T14:18:27+0000,article,None,U.S.,,News,nyt://article/e4b5cacb-ffdb-558d-9353-2412a2c95441,812,nyt://article/e4b5cacb-ffdb-558d-9353-2412a2c95441,US Heads to Court to Build Trump Border Wall in Texas,,,US Heads to Court to Build Trump Border Wall in Texas,,,,By The Associated Press,[],The Associated Press
7,Colombia has awarded bandwidth to three bidders in an auction that raised 5 trillion pesos ($1.5 billion) as part of efforts to improve mobile telephone services and expand internet access.,https://www.nytimes.com/reuters/2019/12/21/technology/21reuters-colombia-telecoms.html,Colombia has awarded bandwidth to three bidders in an auction that raised 5 trillion pesos ($1.5 billion) as part of efforts to improve mobile telephone services and expand internet access.,BOGOTA — Colombia has awarded bandwidth to three bidders in an auction that raised 5 trillion pesos ($1.5 billion) as part of efforts to improve mobile telephone services and expand internet access.,Reuters,[],[],2019-12-21T14:09:31+0000,article,None,Technology,,News,nyt://article/949bb76a-424f-583f-bb5f-ac23a6c075ec,255,nyt://article/949bb76a-424f-583f-bb5f-ac23a6c075ec,Colombia Awards Three Operators Bandwidth in $1.5 Billion Auction,,,Colombia Awards Three Operators Bandwidth in $1.5 Billion Auction,,,,By Reuters,[],Reuters
8,Real Madrid's Zinedine Zidane still believes Pep Guardiola is the best in the business despite the Manchester City boss being questioned in England for the first time with his side trailing Premier League leaders Liverpool by 14 points.  ,https://www.nytimes.com/reuters/2019/12/21/sports/soccer/21reuters-soccer-spain-mad-atb-preview.html,Real Madrid's Zinedine Zidane still believes Pep Guardiola is the best in the business despite the Manchester City boss being questioned in England for the first time with his side trailing Premier League leaders Liverpool by 14 points.  ,MADRID — Real Madrid's Zinedine Zidane still believes Pep Guardiola is the best in the business despite the Manchester City boss being questioned in England for the first time with his side trailing Premier League leaders Liverpool by 14 points. ,Reuters,[],[],2019-12-21T14:06:30+0000,article,None,Sports,Soccer,News,nyt://article/a5db4e03-32a9-56d3-b2d6-71bb7f11435e,262,nyt://article/a5db4e03-32a9-56d3-b2d6-71bb7f11435e,"Guardiola Best Coach in World, Says Zidane",,,"Guardiola Best Coach in World, Says Zidane",,,,By Reuters,[],Reuters
9,"Carlo Ancelotti's appointment as Everton manager will allow the Merseyside club to attract players of a higher calibre who can help them end their nearly 25-year trophy drought, according to former England striker Alan Shearer. ",https://www.nytimes.com/reuters/2019/12/21/sports/soccer/21reuters-soccer-england-eve-shearer.html,"Carlo Ancelotti's appointment as Everton manager will allow the Merseyside club to attract players of a higher calibre who can help them end their nearly 25-year trophy drought, according to former England striker Alan Shearer. ","(Reuters) - Carlo Ancelotti's appointment as Everton manager will allow the Merseyside club to attract players of a higher calibre who can help them end their nearly 25-year trophy drought, according to former England striker Alan Shearer. ",Reuters,[],[],2019-12-21T14:03:37+0000,article,None,Sports,Soccer,News,nyt://article/c5d705d9-5e33-52ea-8b3e-38ef51810b1b,483,nyt://article/c5d705d9-5e33-52ea-8b3e-38ef51810b1b,"Ancelotti a Great Coup for Everton, Says Shearer",,,"Ancelotti a Great Coup for Everton, Says Shearer",,,,By Reuters,[],Reuters
