,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,Greece's justice minister has signed an order for bitcoin fraud suspect Alexander Vinnik to be extradited to France — concluding an international legal battle surrounding the Russian cryptocurrency trading platform operator. ,https://www.nytimes.com/aponline/2019/12/20/us/ap-eu-greece-france-vinnik.html,Greece's justice minister has signed an order for bitcoin fraud suspect Alexander Vinnik to be extradited to France — concluding an international legal battle surrounding the Russian cryptocurrency trading platform operator. ,Greece's justice minister has signed an order for bitcoin fraud suspect Alexander Vinnik to be extradited to France — concluding an international legal battle surrounding the Russian cryptocurrency trading platform operator. ,AP,[],[],2019-12-20T14:54:30+0000,article,None,U.S.,News,nyt://article/7e79d49e-82fb-510a-af74-664f0f20d2d8,322,nyt://article/7e79d49e-82fb-510a-af74-664f0f20d2d8,Greece: Bitcoin Fraud Suspect to Be Extradited to France,,,Greece: Bitcoin Fraud Suspect to Be Extradited to France,,,,By The Associated Press,[],The Associated Press,
1,A New Jersey man charged in the murders of three women and the attempted murder of a fourth was convicted on all counts.,https://www.nytimes.com/aponline/2019/12/20/us/ap-us-women-killed-1st-ld-writethru.html,A New Jersey man charged in the murders of three women and the attempted murder of a fourth was convicted on all counts.,A New Jersey man charged in the murders of three women and the attempted murder of a fourth was convicted on all counts.,AP,[],[],2019-12-20T14:54:28+0000,article,None,U.S.,News,nyt://article/44a65e12-dbb6-512f-9195-0e97402a0c5c,127,nyt://article/44a65e12-dbb6-512f-9195-0e97402a0c5c,"NJ Man Convicted of Killing 3 Women, Attempted Murder of 4th",,,"NJ Man Convicted of Killing 3 Women, Attempted Murder of 4th",,,,By The Associated Press,[],The Associated Press,
2,Barcelona coach Ernesto Valverde said video technology will never end the complaining and squabbling over referees' decisions after his side's 0-0 draw in Wednesday's 'Clasico' prompted complaints from Real Madrid.,https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-spain-fcb-alv-preview.html,Barcelona coach Ernesto Valverde said video technology will never end the complaining and squabbling over referees' decisions after his side's 0-0 draw in Wednesday's 'Clasico' prompted complaints from Real Madrid.,BARCELONA — Barcelona coach Ernesto Valverde said video technology will never end the complaining and squabbling over referees' decisions after his side's 0-0 draw in Wednesday's 'Clasico' prompted complaints from Real Madrid.,Reuters,[],[],2019-12-20T14:52:16+0000,article,None,Sports,News,nyt://article/e6e546a9-e593-5204-8645-89ee5bdbc47f,322,nyt://article/e6e546a9-e593-5204-8645-89ee5bdbc47f,"Complaints Over Referees Here to Stay Despite VAR, Says Valverde",,,"Complaints Over Referees Here to Stay Despite VAR, Says Valverde",,,,By Reuters,[],Reuters,Soccer
3,"Paris St Germain will be without defender Presnel Kimpembe and striker Edinson Cavani when the Ligue 1 leaders face strugglers Amiens on Saturday, hoping to finish a demanding year on a high note.",https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-france-psg.html,"Paris St Germain will be without defender Presnel Kimpembe and striker Edinson Cavani when the Ligue 1 leaders face strugglers Amiens on Saturday, hoping to finish a demanding year on a high note.","PARIS — Paris St Germain will be without defender Presnel Kimpembe and striker Edinson Cavani when the Ligue 1 leaders face strugglers Amiens on Saturday, hoping to finish a demanding year on a high note.",Reuters,[],[],2019-12-20T14:52:14+0000,article,None,Sports,News,nyt://article/ad315914-a4be-55c0-9ee6-3977c51a8562,217,nyt://article/ad315914-a4be-55c0-9ee6-3977c51a8562,PSG Without Cavani and Kimpembe for Amiens Game,,,PSG Without Cavani and Kimpembe for Amiens Game,,,,By Reuters,[],Reuters,Soccer
4,"Dinesh Chandimal helped Sri Lanka earn a handy first-innings lead against Pakistan, whose strong reply left the second and final test evenly poised in Karachi on Friday.",https://www.nytimes.com/reuters/2019/12/20/sports/cricket/20reuters-cricket-test-pak-lka.html,"Dinesh Chandimal helped Sri Lanka earn a handy first-innings lead against Pakistan, whose strong reply left the second and final test evenly poised in Karachi on Friday.","LAHORE — Dinesh Chandimal helped Sri Lanka earn a handy first-innings lead against Pakistan, whose strong reply left the second and final test evenly poised in Karachi on Friday.",Reuters,[],[],2019-12-20T14:52:10+0000,article,None,Sports,News,nyt://article/a558682f-41d2-5cdf-9113-f5aeabb05a29,297,nyt://article/a558682f-41d2-5cdf-9113-f5aeabb05a29,Pakistan Fight Back After Chandimal Earns Sri Lanka Lead,,,Pakistan Fight Back After Chandimal Earns Sri Lanka Lead,,,,By Reuters,[],Reuters,Cricket
5,"An embarrassing evening for Spanish fourth division side Becerril, who were thrashed 8-0 in the Copa del Rey by Real Sociedad, ended on a high after the team and the whole village they hail from were invited to watch the La Liga club in action. ",https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-spain.html,"An embarrassing evening for Spanish fourth division side Becerril, who were thrashed 8-0 in the Copa del Rey by Real Sociedad, ended on a high after the team and the whole village they hail from were invited to watch the La Liga club in action. ","(Reuters) - An embarrassing evening for Spanish fourth division side Becerril, who were thrashed 8-0 in the Copa del Rey by Real Sociedad, ended on a high after the team and the whole village they hail from were invited to watch the La Liga club in action. ",Reuters,[],[],2019-12-20T14:52:09+0000,article,None,Sports,News,nyt://article/5b136f42-d64e-593b-bba1-7ec84aa451f5,163,nyt://article/5b136f42-d64e-593b-bba1-7ec84aa451f5,Sociedad Ease Pain for Thrashed Minnows by Inviting Whole Village to Match,,,Sociedad Ease Pain for Thrashed Minnows by Inviting Whole Village to Match,,,,By Reuters,[],Reuters,Soccer
6,"Iran's Football Federation has given world governing body FIFA a written commitment that women will be allowed to attend matches in the domestic club league, a source with knowledge of the discussions said on Friday.",https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-iran-women.html,"Iran's Football Federation has given world governing body FIFA a written commitment that women will be allowed to attend matches in the domestic club league, a source with knowledge of the discussions said on Friday.","DOHA — Iran's Football Federation has given world governing body FIFA a written commitment that women will be allowed to attend matches in the domestic club league, a source with knowledge of the discussions said on Friday.",Reuters,[],[],2019-12-20T14:52:06+0000,article,None,Sports,News,nyt://article/7cf59f19-3299-5780-9208-b989d3292218,250,nyt://article/7cf59f19-3299-5780-9208-b989d3292218,Iran Gives FIFA Commitment on Women's Access to Matches-Source,,,Iran Gives FIFA Commitment on Women's Access to Matches-Source,,,,By Reuters,[],Reuters,Soccer
7,Newcastle United manager Steve Bruce is happy to welcome Miguel Almiron back into the squad for the festive period despite the playmaker's barren spell in front of goal.,https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-england-new-cry-preview.html,Newcastle United manager Steve Bruce is happy to welcome Miguel Almiron back into the squad for the festive period despite the playmaker's barren spell in front of goal.,(Reuters) - Newcastle United manager Steve Bruce is happy to welcome Miguel Almiron back into the squad for the festive period despite the playmaker's barren spell in front of goal.,Reuters,[],[],2019-12-20T14:52:04+0000,article,None,Sports,News,nyt://article/e36bede6-6f3c-59ef-a3e8-132cb4946841,207,nyt://article/e36bede6-6f3c-59ef-a3e8-132cb4946841,Newcastle Boss Bruce Relaxed About Almiron's Goal Drought,,,Newcastle Boss Bruce Relaxed About Almiron's Goal Drought,,,,By Reuters,[],Reuters,Soccer
8,"Tottenham Hotspur want Denmark midfielder Christian Eriksen and Belgium defender Jan Vertonghen to follow centre back Toby Alderweireld by signing new contracts at the Premier League club, manager Jose Mourinho said on Friday.",https://www.nytimes.com/reuters/2019/12/20/sports/soccer/20reuters-soccer-england-tot.html,"Tottenham Hotspur want Denmark midfielder Christian Eriksen and Belgium defender Jan Vertonghen to follow centre back Toby Alderweireld by signing new contracts at the Premier League club, manager Jose Mourinho said on Friday.","LONDON — Tottenham Hotspur want Denmark midfielder Christian Eriksen and Belgium defender Jan Vertonghen to follow centre back Toby Alderweireld by signing new contracts at the Premier League club, manager Jose Mourinho said on Friday.",Reuters,[],[],2019-12-20T14:52:03+0000,article,None,Sports,News,nyt://article/de2d0d70-44e7-5556-bdc3-83da84e50fb3,484,nyt://article/de2d0d70-44e7-5556-bdc3-83da84e50fb3,Spurs Want Eriksen and Vertonghen to Sign New Deals,,,Spurs Want Eriksen and Vertonghen to Sign New Deals,,,,By Reuters,[],Reuters,Soccer
9,"French telecoms group Orange and its former CEO Didier Lombard were guilty of ""moral harassment"" that prompted a spate of suicides during a restructuring at the company in the late 2000s, a Paris court ruled on Friday.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-france-justice-orange.html,"French telecoms group Orange and its former CEO Didier Lombard were guilty of ""moral harassment"" that prompted a spate of suicides during a restructuring at the company in the late 2000s, a Paris court ruled on Friday.","PARIS — French telecoms group Orange and its former CEO Didier Lombard were guilty of ""moral harassment"" that prompted a spate of suicides during a restructuring at the company in the late 2000s, a Paris court ruled on Friday.",Reuters,[],[],2019-12-20T14:52:00+0000,article,None,Business Day,News,nyt://article/48868a48-d022-5f28-a55d-33466b84edbe,523,nyt://article/48868a48-d022-5f28-a55d-33466b84edbe,French Telco Orange Found Guilty Over Workers' Suicides in Landmark Ruling,,,French Telco Orange Found Guilty Over Workers' Suicides in Landmark Ruling,,,,By Reuters,[],Reuters,
