,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Prime Minister Boris Johnson unveiled what he called a radical government agenda on Thursday, setting his sights on a quick Brexit, future trade deals and on transforming Britain to repay the trust of voters who handed him a landslide election victory.",https://www.nytimes.com/reuters/2019/12/19/world/europe/19reuters-britain-politics.html,"Prime Minister Boris Johnson unveiled what he called a radical government agenda on Thursday, setting his sights on a quick Brexit, future trade deals and on transforming Britain to repay the trust of voters who handed him a landslide election vic...","LONDON — Prime Minister Boris Johnson unveiled what he called a radical government agenda on Thursday, setting his sights on a quick Brexit, future trade deals and on transforming Britain to repay the trust of voters who handed him a landslide election victory.",Reuters,[],[],2019-12-19T17:43:20+0000,article,None,World,Europe,News,nyt://article/788ccba4-8c59-52c4-8e0b-552b08ae7e57,664,nyt://article/788ccba4-8c59-52c4-8e0b-552b08ae7e57,"With a 'Radical' Agenda, Britain's Johnson Sets Sights on Quick Brexit",,,"With a 'Radical' Agenda, Britain's Johnson Sets Sights on Quick Brexit",,,,By Reuters,[],Reuters
1,The Senate passed a $1.4 trillion government spending package Thursday in a last bipartisan burst of legislating before bolting for the holidays from a Capitol riven by impeachment. ,https://www.nytimes.com/aponline/2019/12/19/business/bc-us-congress-budget-battle.html,The Senate passed a $1.4 trillion government spending package Thursday in a last bipartisan burst of legislating before bolting for the holidays from a Capitol riven by impeachment. ,WASHINGTON — The Senate passed a $1.4 trillion government spending package Thursday in a last bipartisan burst of legislating before bolting for the holidays from a Capitol riven by impeachment. ,AP,[],[],2019-12-19T17:42:29+0000,article,None,Business Day,,News,nyt://article/e9bf63d7-a7ae-558e-9f54-fdddbbd83dd1,1116,nyt://article/e9bf63d7-a7ae-558e-9f54-fdddbbd83dd1,"Big Spending Bill Wins Senate OK, Has Victories All Around",,,"Big Spending Bill Wins Senate OK, Has Victories All Around",,,,By The Associated Press,[],The Associated Press
2,"In the dreary archives of a Newark, New Jersey, courthouse, Ronald Motley found a treasure map.",https://www.nytimes.com/reuters/2019/12/19/us/19reuters-usa-courts-secrecy-lobbyist-specialreport.html,"In the dreary archives of a Newark, New Jersey, courthouse, Ronald Motley found a treasure map.","NEWARK, New Jersey — In the dreary archives of a Newark, New Jersey, courthouse, Ronald Motley found a treasure map.",Reuters,[],[],2019-12-19T17:40:17+0000,article,None,U.S.,,News,nyt://article/db49b313-9c88-5286-9b9b-b28703b89a1b,4157,nyt://article/db49b313-9c88-5286-9b9b-b28703b89a1b,Special Report: Why Big Business Can Count on Courts to Keep Its Deadly Secrets,,,Special Report: Why Big Business Can Count on Courts to Keep Its Deadly Secrets,,,,By Reuters,[],Reuters
3,"British Prime Minister Boris Johnson's main priority is to deliver Brexit on Jan. 31 and then negotiate a free trade deal with the European Union and other leading global economies, Queen Elizabeth said on Thursday, outlining his plans.",https://www.nytimes.com/reuters/2019/12/19/world/europe/19reuters-britain-politics-queen.html,"British Prime Minister Boris Johnson's main priority is to deliver Brexit on Jan. 31 and then negotiate a free trade deal with the European Union and other leading global economies, Queen Elizabeth said on Thursday, outlining his plans.","LONDON — British Prime Minister Boris Johnson's main priority is to deliver Brexit on Jan. 31 and then negotiate a free trade deal with the European Union and other leading global economies, Queen Elizabeth said on Thursday, outlining his plans.",Reuters,[],[],2019-12-19T17:37:01+0000,article,None,World,Europe,News,nyt://article/5251b6cc-fe5f-5828-9a32-5b49e3d1e474,136,nyt://article/5251b6cc-fe5f-5828-9a32-5b49e3d1e474,Britain's Johnson Sets Brexit on January 31 as Top Priority: Queen,,,Britain's Johnson Sets Brexit on January 31 as Top Priority: Queen,,,,By Reuters,[],Reuters
4,Democratic presidential candidate Deval Patrick has outlined a broad policy agenda while jabbing at his progressive rivals for proposals that he considers too ideologically inflexible.,https://www.nytimes.com/aponline/2019/12/19/us/politics/ap-us-election-2020-patrick-1st-ld-writethru.html,Democratic presidential candidate Deval Patrick has outlined a broad policy agenda while jabbing at his progressive rivals for proposals that he considers too ideologically inflexible.,WASHINGTON — Democratic presidential candidate Deval Patrick has outlined a broad policy agenda while jabbing at his progressive rivals for proposals that he considers too ideologically inflexible.,AP,[],[],2019-12-19T17:27:39+0000,article,None,U.S.,Politics,News,nyt://article/4a671cde-9724-5326-82ba-744e28cd1c30,741,nyt://article/4a671cde-9724-5326-82ba-744e28cd1c30,Late-Starting Candidate Deval Patrick Lays Out Policy Vision,,,Late-Starting Candidate Deval Patrick Lays Out Policy Vision,,,,By The Associated Press,[],The Associated Press
5,"Facebook Inc, which has come under fire for allowing politicians to run misleading advertisements, said on Thursday it will ban any ads that aim to limit participation in next year's U.S. census, which officials and lawmakers fear could be targeted by disinformation aiming to disrupt the count.",https://www.nytimes.com/reuters/2019/12/19/technology/19reuters-facebook-census.html,"Facebook Inc, which has come under fire for allowing politicians to run misleading advertisements, said on Thursday it will ban any ads that aim to limit participation in next year's U.S. census, which officials and lawmakers fear could be targete...","NEW YORK — Facebook Inc, which has come under fire for allowing politicians to run misleading advertisements, said on Thursday it will ban any ads that aim to limit participation in next year's U.S. census, which officials and lawmakers fear could be targeted by disinformation aiming to disrupt the count.",Reuters,[],[],2019-12-19T17:25:28+0000,article,None,Technology,,News,nyt://article/4fc935c1-66c9-5b68-b1e7-73e971f1ba50,605,nyt://article/4fc935c1-66c9-5b68-b1e7-73e971f1ba50,Facebook Bans All Ads That Aim to Limit U.S. Census Participation,,,Facebook Bans All Ads That Aim to Limit U.S. Census Participation,,,,By Reuters,[],Reuters
6,"The White House on Thursday defended Donald Trump's verbal assault against former Democratic Representative John Dingell, as members of Congress blasted the Republican president for insulting another veteran lawmaker after his death. ",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-trump-dingell.html,"The White House on Thursday defended Donald Trump's verbal assault against former Democratic Representative John Dingell, as members of Congress blasted the Republican president for insulting another veteran lawmaker after his death. ","WASHINGTON — The White House on Thursday defended Donald Trump's verbal assault against former Democratic Representative John Dingell, as members of Congress blasted the Republican president for insulting another veteran lawmaker after his death. ",Reuters,[],[],2019-12-19T17:25:23+0000,article,None,U.S.,Politics,News,nyt://article/ac51e22b-cc59-5b11-bffc-b56aadba3c70,414,nyt://article/ac51e22b-cc59-5b11-bffc-b56aadba3c70,Lawmakers Blast Trump After President Insults Late Lawmaker Dingell,,,Lawmakers Blast Trump After President Insults Late Lawmaker Dingell,,,,By Reuters,[],Reuters
7,"One of U.S. President Donald Trump's most stalwart allies in the House of Representatives, Republican Mark Meadows, said on Thursday he will not seek re-election next year and could seek a position to work with Trump in some capacity.",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-congress-meadows.html,"One of U.S. President Donald Trump's most stalwart allies in the House of Representatives, Republican Mark Meadows, said on Thursday he will not seek re-election next year and could seek a position to work with Trump in some capacity.","WASHINGTON — One of U.S. President Donald Trump's most stalwart allies in the House of Representatives, Republican Mark Meadows, said on Thursday he will not seek re-election next year and could seek a position to work with Trump in some capacity.",Reuters,[],[],2019-12-19T17:25:13+0000,article,None,U.S.,Politics,News,nyt://article/eb57e2a6-da2b-5e75-bc77-393b53adc810,381,nyt://article/eb57e2a6-da2b-5e75-bc77-393b53adc810,"Top Trump Ally in U.S. House to Leave Congress, Eyes Work With President",,,"Top Trump Ally in U.S. House to Leave Congress, Eyes Work With President",,,,By Reuters,[],Reuters
8,"The House of Representatives' impeachment of President Donald Trump over his handling of Ukraine sets a ""toxic"" precedent for future U.S. presidents, Senate Majority Leader Mitch McConnell said on Thursday. ",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-trump-impeachment-mcconnell-toxic.html,"The House of Representatives' impeachment of President Donald Trump over his handling of Ukraine sets a ""toxic"" precedent for future U.S. presidents, Senate Majority Leader Mitch McConnell said on Thursday. ","WASHINGTON — The House of Representatives' impeachment of President Donald Trump over his handling of Ukraine sets a ""toxic"" precedent for future U.S. presidents, Senate Majority Leader Mitch McConnell said on Thursday. ",Reuters,[],[],2019-12-19T17:19:12+0000,article,None,U.S.,Politics,News,nyt://article/6316a001-a2b2-5114-bbd9-f19937c3944e,87,nyt://article/6316a001-a2b2-5114-bbd9-f19937c3944e,"Impeachment of Trump Sets 'Toxic' Precedent, U.S. Senate Leader Says",,,"Impeachment of Trump Sets 'Toxic' Precedent, U.S. Senate Leader Says",,,,By Reuters,[],Reuters
9,"Miles from where seven Democratic presidential hopefuls will take the debate stage on Thursday night in Los Angeles, Julian Castro on Wednesday walked the city's Skid Row, the largest encampment of homeless people in the United States",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-election-debate-excluded.html,"Miles from where seven Democratic presidential hopefuls will take the debate stage on Thursday night in Los Angeles, Julian Castro on Wednesday walked the city's Skid Row, the largest encampment of homeless people in the United States","LOS ANGELES — Miles from where seven Democratic presidential hopefuls will take the debate stage on Thursday night in Los Angeles, Julian Castro on Wednesday walked the city's Skid Row, the largest encampment of homeless people in the United States",Reuters,[],[],2019-12-19T17:19:04+0000,article,None,U.S.,Politics,News,nyt://article/396723d1-97e9-5f61-96dd-986a70f3fa0f,435,nyt://article/396723d1-97e9-5f61-96dd-986a70f3fa0f,"Omitted From Debate Stage, 2020 Democratic Hopefuls Seek Limelight Elsewhere",,,"Omitted From Debate Stage, 2020 Democratic Hopefuls Seek Limelight Elsewhere",,,,By Reuters,[],Reuters
