,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"Chinese Premier Li Keqiang said on Monday the government will study taking more measures to lower financing costs for smaller companies, including broad-based and ""targeted"" cuts in the reserve requirement ratio (RRR), relending and rediscounting. ",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-china-economy-rrr.html,"Chinese Premier Li Keqiang said on Monday the government will study taking more measures to lower financing costs for smaller companies, including broad-based and ""targeted"" cuts in the reserve requirement ratio (RRR), relending and rediscounting....","BEIJING — Chinese Premier Li Keqiang said on Monday the government will study taking more measures to lower financing costs for smaller companies, including broad-based and ""targeted"" cuts in the reserve requirement ratio (RRR), relending and rediscounting. ",Reuters,[],[],2019-12-23T11:57:38+0000,article,None,Business Day,News,nyt://article/f1ed1dab-c11e-5200-a8d4-e5e6abc46361,83,nyt://article/f1ed1dab-c11e-5200-a8d4-e5e6abc46361,China Considering More RRR Cuts to Lower Financing Costs-Premier Li,,,China Considering More RRR Cuts to Lower Financing Costs-Premier Li,,,,By Reuters,[],Reuters,
1,German government officials are rejecting an opposition leader's call for the country unilaterally to take in migrant children stuck in overcrowded camps on Greek islands.,https://www.nytimes.com/aponline/2019/12/23/world/europe/ap-eu-germany-greece-migrants.html,German government officials are rejecting an opposition leader's call for the country unilaterally to take in migrant children stuck in overcrowded camps on Greek islands.,BERLIN — German government officials are rejecting an opposition leader's call for the country unilaterally to take in migrant children stuck in overcrowded camps on Greek islands.,AP,[],[],2019-12-23T11:57:25+0000,article,None,World,News,nyt://article/735a4853-9bd2-53c8-974a-bbb6c4eb6e7e,281,nyt://article/735a4853-9bd2-53c8-974a-bbb6c4eb6e7e,Germany Argues Over Migrant Children on Greek Islands,,,Germany Argues Over Migrant Children on Greek Islands,,,,By The Associated Press,[],The Associated Press,Europe
2,"Portugal's budget surplus widened to 1% of gross domestic product in the first nine months of 2019 from 0.4% a year earlier, the National Statistics Institute said on Monday, but the government said it still expected a small full-year deficit.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-portugal-budget-surplus.html,"Portugal's budget surplus widened to 1% of gross domestic product in the first nine months of 2019 from 0.4% a year earlier, the National Statistics Institute said on Monday, but the government said it still expected a small full-year deficit.","LISBON — Portugal's budget surplus widened to 1% of gross domestic product in the first nine months of 2019 from 0.4% a year earlier, the National Statistics Institute said on Monday, but the government said it still expected a small full-year deficit.",Reuters,[],[],2019-12-23T11:54:50+0000,article,None,Business Day,News,nyt://article/553093dd-e935-58f0-91e5-97a838072f03,169,nyt://article/553093dd-e935-58f0-91e5-97a838072f03,Portugal Sticks to 0.1% Deficit Forecast After Nine-Month Surplus,,,Portugal Sticks to 0.1% Deficit Forecast After Nine-Month Surplus,,,,By Reuters,[],Reuters,
3,Afghanistan's Electoral Complaints Commission said on Monday the election might go to a second round as it begins reviewing thousands of complaints a day after the preliminary result handed incumbent president Ashraf Ghani a narrow victory.,https://www.nytimes.com/reuters/2019/12/23/world/asia/23reuters-afghanistan-election.html,Afghanistan's Electoral Complaints Commission said on Monday the election might go to a second round as it begins reviewing thousands of complaints a day after the preliminary result handed incumbent president Ashraf Ghani a narrow victory.,KABUL — Afghanistan's Electoral Complaints Commission said on Monday the election might go to a second round as it begins reviewing thousands of complaints a day after the preliminary result handed incumbent president Ashraf Ghani a narrow victory.,Reuters,[],[],2019-12-23T11:54:42+0000,article,None,World,News,nyt://article/9d23834f-00e1-53d8-b034-4b0db66541e3,446,nyt://article/9d23834f-00e1-53d8-b034-4b0db66541e3,Afghan Election Runoff Likely Amid Thousands of Complaints: Officials,,,Afghan Election Runoff Likely Amid Thousands of Complaints: Officials,,,,By Reuters,[],Reuters,Asia Pacific
4,A United Airlines flight from New Jersey's Newark Liberty International Airport had a rough landing in Denver.,https://www.nytimes.com/aponline/2019/12/23/us/ap-us-flight-rough-landing.html,A United Airlines flight from New Jersey's Newark Liberty International Airport had a rough landing in Denver.,DENVER — A United Airlines flight from New Jersey's Newark Liberty International Airport had a rough landing in Denver.,AP,[],[],2019-12-23T11:54:32+0000,article,None,U.S.,News,nyt://article/ca183a9f-04ab-554f-b723-afb01bd7bb7c,121,nyt://article/ca183a9f-04ab-554f-b723-afb01bd7bb7c,United Flight From Newark Has Rough Landing in Denver,,,United Flight From Newark Has Rough Landing in Denver,,,,By The Associated Press,[],The Associated Press,
5,"Cutting interest rates appears to stimulate more than just the economy - Bank of England researchers say an extra 14,500 babies were born in 2009 after the central bank slashed borrowing costs during the global financial crisis.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-bank-of-england-rates-birthrate.html,"Cutting interest rates appears to stimulate more than just the economy - Bank of England researchers say an extra 14,500 babies were born in 2009 after the central bank slashed borrowing costs during the global financial crisis.","LONDON — Cutting interest rates appears to stimulate more than just the economy - Bank of England researchers say an extra 14,500 babies were born in 2009 after the central bank slashed borrowing costs during the global financial crisis.",Reuters,[],[],2019-12-23T11:51:38+0000,article,None,Business Day,News,nyt://article/151b514b-1a48-5484-bd0b-819d82e1336a,206,nyt://article/151b514b-1a48-5484-bd0b-819d82e1336a,"Monetary Stimulus? Low Rates Mean More Babies, Bank of England Says",,,"Monetary Stimulus? Low Rates Mean More Babies, Bank of England Says",,,,By Reuters,[],Reuters,
6,"Nigerian telecoms group IHS Towers said on Monday it has agreed to buy Brazilian telecoms infrastructure company Cell Site Solutions (CSS) from Goldman Sachs and Centaurus Capital LP for an undisclosed amount, to expand in Latin America.",https://www.nytimes.com/reuters/2019/12/23/business/23reuters-css-ihs-nigeria-telecoms.html,"Nigerian telecoms group IHS Towers said on Monday it has agreed to buy Brazilian telecoms infrastructure company Cell Site Solutions (CSS) from Goldman Sachs and Centaurus Capital LP for an undisclosed amount, to expand in Latin America.","SAO PAULO — Nigerian telecoms group IHS Towers said on Monday it has agreed to buy Brazilian telecoms infrastructure company Cell Site Solutions (CSS) from Goldman Sachs and Centaurus Capital LP for an undisclosed amount, to expand in Latin America.",Reuters,[],[],2019-12-23T11:48:39+0000,article,None,Business Day,News,nyt://article/91b4898e-1826-53a3-97c4-30d36a67e3f1,141,nyt://article/91b4898e-1826-53a3-97c4-30d36a67e3f1,Nigeria's IHS Towers Buys Brazilian Telecoms Infrastructure Company CCS for Undisclosed Amount,,,Nigeria's IHS Towers Buys Brazilian Telecoms Infrastructure Company CCS for Undisclosed Amount,,,,By Reuters,[],Reuters,
7,Flash flooding and heavy rains have delayed dozens of flights and disrupted some services at the Fort Lauderdale-Hollywood International Airport in Florida.,https://www.nytimes.com/aponline/2019/12/23/us/ap-us-florida-airport-flood.html,Flash flooding and heavy rains have delayed dozens of flights and disrupted some services at the Fort Lauderdale-Hollywood International Airport in Florida.,"FORT LAUDERDALE, Fla. — Flash flooding and heavy rains have delayed dozens of flights and disrupted some services at the Fort Lauderdale-Hollywood International Airport in Florida.",AP,[],[],2019-12-23T11:48:27+0000,article,None,U.S.,News,nyt://article/4ddabd37-126e-51cc-8f47-7ccb765e609d,185,nyt://article/4ddabd37-126e-51cc-8f47-7ccb765e609d,Floods Delay Flights at International Florida Airport,,,Floods Delay Flights at International Florida Airport,,,,By The Associated Press,[],The Associated Press,
8,"Britain said on Monday it would increase the number of scientists and researchers eligible for fast-track visas, part of the government's plans to attract more elite researchers after Brexit.",https://www.nytimes.com/reuters/2019/12/23/world/europe/23reuters-britain-eu-immigration.html,"Britain said on Monday it would increase the number of scientists and researchers eligible for fast-track visas, part of the government's plans to attract more elite researchers after Brexit.","LONDON — Britain said on Monday it would increase the number of scientists and researchers eligible for fast-track visas, part of the government's plans to attract more elite researchers after Brexit.",Reuters,[],[],2019-12-23T11:39:44+0000,article,None,World,News,nyt://article/bdb585c6-ddf3-52d6-a244-24aaebbb3e3e,152,nyt://article/bdb585c6-ddf3-52d6-a244-24aaebbb3e3e,UK Widens Fast-Track Visa Plan for Scientists as Brexit Nears,,,UK Widens Fast-Track Visa Plan for Scientists as Brexit Nears,,,,By Reuters,[],Reuters,Europe
9,"MOSCOW — Russian President Vladimir Putin on Monday inaugurated a massive railway bridge to Crimea, which Russia annexed from Ukraine in 2014.",https://www.nytimes.com/aponline/2019/12/23/world/europe/bc-eu-russia-crimea-bridge.html,,"MOSCOW — Russian President Vladimir Putin on Monday inaugurated a massive railway bridge to Crimea, which Russia annexed from Ukraine in 2014.",AP,[],[],2019-12-23T11:39:27+0000,article,None,World,News,nyt://article/dc704309-8488-5949-a187-038c128179d1,216,nyt://article/dc704309-8488-5949-a187-038c128179d1,Putin Opens Railway Bridge to Crimea,,,Putin Opens Railway Bridge to Crimea,,,,By The Associated Press,[],The Associated Press,Europe
