,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"Many facial recognition systems misidentify people of color more often than white people, according to a U.S. government study released on Thursday that is likely to heighten increasing skepticism of technology widely used by law enforcement agencies. ",https://www.nytimes.com/reuters/2019/12/19/us/19reuters-usa-crime-face.html,"Many facial recognition systems misidentify people of color more often than white people, according to a U.S. government study released on Thursday that is likely to heighten increasing skepticism of technology widely used by law enforcement agenc...","(Reuters) - Many facial recognition systems misidentify people of color more often than white people, according to a U.S. government study released on Thursday that is likely to heighten increasing skepticism of technology widely used by law enforcement agencies. ",Reuters,[],[],2019-12-20T04:27:59+0000,article,None,U.S.,News,nyt://article/6e114fb1-93ca-5d74-8ac7-73573c28ff8a,335,nyt://article/6e114fb1-93ca-5d74-8ac7-73573c28ff8a,U.S. Government Study Finds Racial Bias in Facial Recognition Tools,,,U.S. Government Study Finds Racial Bias in Facial Recognition Tools,,,,By Reuters,[],Reuters,
1,Kaelon Harris had 27 points plus 10 rebounds and Kaiden Rice scored 21 points as The Citadel defeated Longwood 102-99 in triple overtime on Thursday night.,https://www.nytimes.com/aponline/2019/12/19/sports/ncaabasketball/bc-bkc-the-citadel-longwood.html,Kaelon Harris had 27 points plus 10 rebounds and Kaiden Rice scored 21 points as The Citadel defeated Longwood 102-99 in triple overtime on Thursday night.,"FARMVILLE, Va. — Kaelon Harris had 27 points plus 10 rebounds and Kaiden Rice scored 21 points as The Citadel defeated Longwood 102-99 in triple overtime on Thursday night.",AP,[],[],2019-12-20T04:27:32+0000,article,None,Sports,News,nyt://article/631221dc-3327-50de-ae2c-cb71316cb4bf,196,nyt://article/631221dc-3327-50de-ae2c-cb71316cb4bf,"The Citadel Outlasts Longwood in Triple Overtime, 102-99",,,"The Citadel Outlasts Longwood in Triple Overtime, 102-99",,,,By The Associated Press,[],The Associated Press,College Basketball
2,"President Donald Trump said on Thursday he wants an immediate trial in the Senate, after House Speaker Nancy Pelosi said she would not hand off impeachment to the Senate until she learned how Republicans would manage the proceeding.",https://www.nytimes.com/reuters/2019/12/19/world/europe/19reuters-usa-trump-impeachment-tweet.html,"President Donald Trump said on Thursday he wants an immediate trial in the Senate, after House Speaker Nancy Pelosi said she would not hand off impeachment to the Senate until she learned how Republicans would manage the proceeding.","WASHINGTON — President Donald Trump said on Thursday he wants an immediate trial in the Senate, after House Speaker Nancy Pelosi said she would not hand off impeachment to the Senate until she learned how Republicans would manage the proceeding.",Reuters,[],[],2019-12-20T04:24:56+0000,article,None,World,News,nyt://article/09c21e28-b326-54a3-ba2c-fdb44e476e56,87,nyt://article/09c21e28-b326-54a3-ba2c-fdb44e476e56,Trump Says He Wants an 'Immediate' Senate Impeachment Trial,,,Trump Says He Wants an 'Immediate' Senate Impeachment Trial,,,,By Reuters,[],Reuters,Europe
3,U.S. Senate Republican Majority Leader Mitch McConnell said he met with Senate Democratic leader Chuck Schumer on Thursday but they failed to reach an agreement on Schumer's demand that witnesses testify at President Donald Trump's Senate impeachment trial.,https://www.nytimes.com/reuters/2019/12/19/world/europe/19reuters-usa-trump-impeachment-senate.html,U.S. Senate Republican Majority Leader Mitch McConnell said he met with Senate Democratic leader Chuck Schumer on Thursday but they failed to reach an agreement on Schumer's demand that witnesses testify at President Donald Trump's Senate impeachm...,WASHINGTON — U.S. Senate Republican Majority Leader Mitch McConnell said he met with Senate Democratic leader Chuck Schumer on Thursday but they failed to reach an agreement on Schumer's demand that witnesses testify at President Donald Trump's Senate impeachment trial.,Reuters,[],[],2019-12-20T04:24:54+0000,article,None,World,News,nyt://article/108edbeb-9999-5015-83ab-fe01be51b659,66,nyt://article/108edbeb-9999-5015-83ab-fe01be51b659,Senate Republican Leader Says No Agreement With Democrats on Impeachment Witnesses,,,Senate Republican Leader Says No Agreement With Democrats on Impeachment Witnesses,,,,By Reuters,[],Reuters,Europe
4,"A Mexican government investigation cleared an influential ally of the president of any wrongdoing on Thursday, after critics alleged the head of the state power utility had hidden a vast real estate portfolio and conflicts of interest.",https://www.nytimes.com/reuters/2019/12/19/world/americas/19reuters-mexico-politics.html,"A Mexican government investigation cleared an influential ally of the president of any wrongdoing on Thursday, after critics alleged the head of the state power utility had hidden a vast real estate portfolio and conflicts of interest.","MEXICO CITY — A Mexican government investigation cleared an influential ally of the president of any wrongdoing on Thursday, after critics alleged the head of the state power utility had hidden a vast real estate portfolio and conflicts of interest.",Reuters,[],[],2019-12-20T04:22:16+0000,article,None,World,News,nyt://article/bbc7dd09-e5f7-5c4b-b4e1-62ad94237e09,341,nyt://article/bbc7dd09-e5f7-5c4b-b4e1-62ad94237e09,Mexico Clears Ally of President of Wrongdoing After Ethics Probe,,,Mexico Clears Ally of President of Wrongdoing After Ethics Probe,,,,By Reuters,[],Reuters,Americas
5,"The Trump administration has approved a resumption of Pakistan's participation in a coveted U.S. military training and educational program more than a year after it was suspended, the State Department said on Thursday.",https://www.nytimes.com/reuters/2019/12/19/world/asia/19reuters-usa-pakistan.html,"The Trump administration has approved a resumption of Pakistan's participation in a coveted U.S. military training and educational program more than a year after it was suspended, the State Department said on Thursday.","WASHINGTON — The Trump administration has approved a resumption of Pakistan's participation in a coveted U.S. military training and educational program more than a year after it was suspended, the State Department said on Thursday.",Reuters,[],[],2019-12-20T04:22:10+0000,article,None,World,News,nyt://article/604ee523-0766-523a-aba8-b7a6292d167c,461,nyt://article/604ee523-0766-523a-aba8-b7a6292d167c,U.S. to Resume Military Training Program for Pakistan: State Department,,,U.S. to Resume Military Training Program for Pakistan: State Department,,,,By Reuters,[],Reuters,Asia Pacific
6,"After wading through mudflats, Fan Xinde, a 36-year-old fisherman, sifts old copper coins from the debris scooped from the bed of a dwindling river that feeds China's biggest freshwater lake, the Poyang. ",https://www.nytimes.com/reuters/2019/12/19/world/asia/19reuters-china-lake-widerimage.html,"After wading through mudflats, Fan Xinde, a 36-year-old fisherman, sifts old copper coins from the debris scooped from the bed of a dwindling river that feeds China's biggest freshwater lake, the Poyang. ","WUCHENG, China — After wading through mudflats, Fan Xinde, a 36-year-old fisherman, sifts old copper coins from the debris scooped from the bed of a dwindling river that feeds China's biggest freshwater lake, the Poyang. ",Reuters,[],[],2019-12-20T04:22:08+0000,article,None,World,News,nyt://article/dd7b8a48-40c6-538f-a15e-686f3dcfafc5,790,nyt://article/dd7b8a48-40c6-538f-a15e-686f3dcfafc5,Fishermen Cry Foul as China Bids to Fix Drought-Hit Lake,,,Fishermen Cry Foul as China Bids to Fix Drought-Hit Lake,,,,By Reuters,[],Reuters,Asia Pacific
7,"Guinea President Alpha Conde said on Thursday that he would seek a public referendum on a new constitution, a move his opponents fear he will use as a pretext to hang onto power beyond the end of his constitutional mandate. ",https://www.nytimes.com/reuters/2019/12/19/world/africa/19reuters-guinea-politics.html,"Guinea President Alpha Conde said on Thursday that he would seek a public referendum on a new constitution, a move his opponents fear he will use as a pretext to hang onto power beyond the end of his constitutional mandate. ","CONAKRY — Guinea President Alpha Conde said on Thursday that he would seek a public referendum on a new constitution, a move his opponents fear he will use as a pretext to hang onto power beyond the end of his constitutional mandate. ",Reuters,[],[],2019-12-20T04:22:07+0000,article,None,World,News,nyt://article/0d1b7786-8437-5062-a26c-2740ad73f005,261,nyt://article/0d1b7786-8437-5062-a26c-2740ad73f005,Guinea President Announces Constitutional Referendum That Could Keep Him in Power,,,Guinea President Announces Constitutional Referendum That Could Keep Him in Power,,,,By Reuters,[],Reuters,Africa
8,"President Xi Jinping said on Friday China would not allow foreign forces to interfere with its special regions of Hong Kong and Macau, as he swore in a new pro-Beijing government for the gambling hub of Macau.",https://www.nytimes.com/reuters/2019/12/19/world/asia/19reuters-macau-politics.html,"President Xi Jinping said on Friday China would not allow foreign forces to interfere with its special regions of Hong Kong and Macau, as he swore in a new pro-Beijing government for the gambling hub of Macau.","MACAU — President Xi Jinping said on Friday China would not allow foreign forces to interfere with its special regions of Hong Kong and Macau, as he swore in a new pro-Beijing government for the gambling hub of Macau.",Reuters,[],[],2019-12-20T04:22:04+0000,article,None,World,News,nyt://article/7ad1f328-fe93-5ae1-b078-1b720a06b6d8,531,nyt://article/7ad1f328-fe93-5ae1-b078-1b720a06b6d8,"China Won't Allow Foreign Forces to Interfere in Hong Kong, Macau: Xi",,,"China Won't Allow Foreign Forces to Interfere in Hong Kong, Macau: Xi",,,,By Reuters,[],Reuters,Asia Pacific
9,"Nigeria's former attorney general was detained by the country's financial crimes agency upon his return home on Thursday, the commission said in a statement, as part of an investigation into one of the oil industry's biggest suspected corruption scandals.",https://www.nytimes.com/reuters/2019/12/19/world/africa/19reuters-nigeria-oil.html,"Nigeria's former attorney general was detained by the country's financial crimes agency upon his return home on Thursday, the commission said in a statement, as part of an investigation into one of the oil industry's biggest suspected corruption s...","ABUJA — Nigeria's former attorney general was detained by the country's financial crimes agency upon his return home on Thursday, the commission said in a statement, as part of an investigation into one of the oil industry's biggest suspected corruption scandals.",Reuters,[],[],2019-12-20T04:22:01+0000,article,None,World,News,nyt://article/cd5ca566-0228-5fd5-a43c-1a09f6b55067,293,nyt://article/cd5ca566-0228-5fd5-a43c-1a09f6b55067,Nigeria's Ex-Attorney General Held by Financial Crimes Agency Over $1.3 Billion Oil Deal,,,Nigeria's Ex-Attorney General Held by Financial Crimes Agency Over $1.3 Billion Oil Deal,,,,By Reuters,[],Reuters,Africa
