,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"PROVIDENCE, R.I. (AP) – Texas head coach Shaka Smart described Providence as a team “with their backs against the wall. They had a desperation and an edge to them. You could see that.”",https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-texas-providence.html,"PROVIDENCE, R.I. (AP) – Texas head coach Shaka Smart described Providence as a team “with their backs against the wall. They had a desperation and an edge to them. You could see that.”","PROVIDENCE, R.I. — PROVIDENCE, R.I. (AP) – Texas head coach Shaka Smart described Providence as a team “with their backs against the wall. They had a desperation and an edge to them. You could see that.”",AP,[],[],2019-12-21T21:48:33+0000,article,None,Sports,College Basketball,News,nyt://article/3f0aadc7-0b2b-5812-9f14-ecdd5c272a40,827,nyt://article/3f0aadc7-0b2b-5812-9f14-ecdd5c272a40,Diallo Leads Providence to 70-48 Romp Over Texas,,,Diallo Leads Providence to 70-48 Romp Over Texas,,,,By The Associated Press,[],The Associated Press
1,"Michael Bloomberg, the billionaire media mogul who is seeking the Democratic nomination for U.S. president, on Saturday opened campaign offices in Pennsylvania, Michigan and Wisconsin, three battleground states crucial in next year's election. ",https://www.nytimes.com/reuters/2019/12/21/us/politics/21reuters-usa-election-bloomberg.html,"Michael Bloomberg, the billionaire media mogul who is seeking the Democratic nomination for U.S. president, on Saturday opened campaign offices in Pennsylvania, Michigan and Wisconsin, three battleground states crucial in next year's election. ","WASHINGTON — Michael Bloomberg, the billionaire media mogul who is seeking the Democratic nomination for U.S. president, on Saturday opened campaign offices in Pennsylvania, Michigan and Wisconsin, three battleground states crucial in next year's election. ",Reuters,[],[],2019-12-21T21:48:32+0000,article,None,U.S.,Politics,News,nyt://article/ea6fcd6a-d953-5e4c-8591-d9334082c85e,223,nyt://article/ea6fcd6a-d953-5e4c-8591-d9334082c85e,Democrat Bloomberg Opens Campaign Offices in Three Battleground States,,,Democrat Bloomberg Opens Campaign Offices in Three Battleground States,,,,By Reuters,[],Reuters
2,"Tyrese Martin scored 22 points, Fatts Russell scored 15 and Cyril Langevine grabbed 14 rebounds and Rhode Island beat Western Kentucky 86-82 in overtime on Saturday.",https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-western-kentucky-rhode-island.html,"Tyrese Martin scored 22 points, Fatts Russell scored 15 and Cyril Langevine grabbed 14 rebounds and Rhode Island beat Western Kentucky 86-82 in overtime on Saturday.","SOUTH KINGSTOWN, R.I. — Tyrese Martin scored 22 points, Fatts Russell scored 15 and Cyril Langevine grabbed 14 rebounds and Rhode Island beat Western Kentucky 86-82 in overtime on Saturday.",AP,[],[],2019-12-21T21:48:30+0000,article,None,Sports,College Basketball,News,nyt://article/c7dfc035-3edc-515c-bc68-aecd6f87c203,151,nyt://article/c7dfc035-3edc-515c-bc68-aecd6f87c203,Martin's 22 PTs Sends Rhode Island Past W. Kentucky in OT,,,Martin's 22 PTs Sends Rhode Island Past W. Kentucky in OT,,,,By The Associated Press,[],The Associated Press
3,Matt Ryan scored six points in the final 20 seconds to allow Chattanooga to escape UNC Asheville with a 68-64 victory on Saturday afternoon. ,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-chattanooga-unc-asheville.html,Matt Ryan scored six points in the final 20 seconds to allow Chattanooga to escape UNC Asheville with a 68-64 victory on Saturday afternoon. ,"ASHEVILLE, N.C. — Matt Ryan scored six points in the final 20 seconds to allow Chattanooga to escape UNC Asheville with a 68-64 victory on Saturday afternoon. ",AP,[],[],2019-12-21T21:45:30+0000,article,None,Sports,College Basketball,News,nyt://article/e1b3fad7-ca80-527b-a75d-f877bbb4e8b0,162,nyt://article/e1b3fad7-ca80-527b-a75d-f877bbb4e8b0,"Ryan Seals Chattanooga Win Over UNC Asheville, 68-64",,,"Ryan Seals Chattanooga Win Over UNC Asheville, 68-64",,,,By The Associated Press,[],The Associated Press
4,"Eastern Libyan forces seized a Grenada-flagged ship with a  Turkish crew on Saturday off the Libyan coast, a spokesman said, amid rising tensions with Turkey, which supports the rival and  internationally recognized Libyan government in Tripoli.",https://www.nytimes.com/reuters/2019/12/21/world/africa/21reuters-libya-security-turkey.html,"Eastern Libyan forces seized a Grenada-flagged ship with a  Turkish crew on Saturday off the Libyan coast, a spokesman said, amid rising tensions with Turkey, which supports the rival and  internationally recognized Libyan government in Tripoli.","BENGHAZI — Eastern Libyan forces seized a Grenada-flagged ship with a Turkish crew on Saturday off the Libyan coast, a spokesman said, amid rising tensions with Turkey, which supports the rival and internationally recognized Libyan government in Tripoli.",Reuters,[],[],2019-12-21T21:42:30+0000,article,None,World,Africa,News,nyt://article/8a1f5272-9422-52e3-af52-b6155703f4ba,246,nyt://article/8a1f5272-9422-52e3-af52-b6155703f4ba,Eastern Libyan Forces Seize Ship With a Turkish Crew: Spokesman,,,Eastern Libyan Forces Seize Ship With a Turkish Crew: Spokesman,,,,By Reuters,[],Reuters
5,West Virginia’s Oscar Tshiebwe and Derek Culver had a happy homecoming.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/ap-bkc-t25-west-virginia-youngstown-state.html,West Virginia’s Oscar Tshiebwe and Derek Culver had a happy homecoming.,"YOUNGSTOWN, Ohio — West Virginia’s Oscar Tshiebwe and Derek Culver had a happy homecoming.",AP,[],[],2019-12-21T21:42:29+0000,article,None,Sports,College Basketball,News,nyt://article/f3fc4951-446c-5d73-adee-65b0abace188,678,nyt://article/f3fc4951-446c-5d73-adee-65b0abace188,Tshiebwe Leads No. 25 West Virginia Past Youngstown St 72-64,,,Tshiebwe Leads No. 25 West Virginia Past Youngstown St 72-64,,,,By The Associated Press,[],The Associated Press
6,"Freshman Jahmi'us Ramsey didn't take long finding a way to get involved after missing four games for No. 24 Texas Tech with a hamstring injury, scoring on an alley-oop dunk within the first three minutes.",https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-t25-texas-rio-grande-valley-texas-tech.html,"Freshman Jahmi'us Ramsey didn't take long finding a way to get involved after missing four games for No. 24 Texas Tech with a hamstring injury, scoring on an alley-oop dunk within the first three minutes.","LUBBOCK, Texas — Freshman Jahmi'us Ramsey didn't take long finding a way to get involved after missing four games for No. 24 Texas Tech with a hamstring injury, scoring on an alley-oop dunk within the first three minutes.",AP,[],[],2019-12-21T21:42:29+0000,article,None,Sports,College Basketball,News,nyt://article/1efeadc7-14e1-59f7-befa-8a5e13c2abef,725,nyt://article/1efeadc7-14e1-59f7-befa-8a5e13c2abef,No. 24 Texas Tech Holds Off Texas-Rio Grande Valley 68-58,,,No. 24 Texas Tech Holds Off Texas-Rio Grande Valley 68-58,,,,By The Associated Press,[],The Associated Press
7,"Brady Manek grabbed 10 rebounds and scored 13 points, including a critical 3-pointer late, and Oklahoma overcame poor shooting to hold off Central Florida 53-52 on Saturday.",https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-ucf-oklahoma.html,"Brady Manek grabbed 10 rebounds and scored 13 points, including a critical 3-pointer late, and Oklahoma overcame poor shooting to hold off Central Florida 53-52 on Saturday.","NORMAN, Okla. — Brady Manek grabbed 10 rebounds and scored 13 points, including a critical 3-pointer late, and Oklahoma overcame poor shooting to hold off Central Florida 53-52 on Saturday.",AP,[],[],2019-12-21T21:36:27+0000,article,None,Sports,College Basketball,News,nyt://article/629ad9ec-62fb-5465-8d37-6772c18baaa1,379,nyt://article/629ad9ec-62fb-5465-8d37-6772c18baaa1,Manek's Late 3 Lifts Oklahoma Past UCF 53-52,,,Manek's Late 3 Lifts Oklahoma Past UCF 53-52,,,,By The Associated Press,[],The Associated Press
8,Jordan Dartis sank five 3-pointers and scored 25 points and Ben Vander Plas added 24 points and 11 rebounds to help Ohio hold off Morehead State 82-76 on Saturday. ,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-morehead-state-ohio.html,Jordan Dartis sank five 3-pointers and scored 25 points and Ben Vander Plas added 24 points and 11 rebounds to help Ohio hold off Morehead State 82-76 on Saturday. ,"ATHENS, Ohio — Jordan Dartis sank five 3-pointers and scored 25 points and Ben Vander Plas added 24 points and 11 rebounds to help Ohio hold off Morehead State 82-76 on Saturday. ",AP,[],[],2019-12-21T21:33:32+0000,article,None,Sports,College Basketball,News,nyt://article/622c65b2-703b-5956-8bd9-f55e07a2209a,157,nyt://article/622c65b2-703b-5956-8bd9-f55e07a2209a,"Dartis, Vander Plas Power Ohio Past Morehead State 82-76",,,"Dartis, Vander Plas Power Ohio Past Morehead State 82-76",,,,By The Associated Press,[],The Associated Press
9,The dress rehearsals are over.,https://www.nytimes.com/aponline/2019/12/21/sports/ncaabasketball/bc-bkc-coppin-st-miami.html,The dress rehearsals are over.,"CORAL GABLES, Fla. — The dress rehearsals are over.",AP,[],[],2019-12-21T21:33:31+0000,article,None,Sports,College Basketball,News,nyt://article/94c84f58-4c72-5c8a-8ce0-442667ef8c0d,1091,nyt://article/94c84f58-4c72-5c8a-8ce0-442667ef8c0d,McGusty's Career-High 28 Leads Miami Past Coppin St. 91-60,,,McGusty's Career-High 28 Leads Miami Past Coppin St. 91-60,,,,By The Associated Press,[],The Associated Press
