,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"President Xi Jinping said on Friday China would never allow foreign forces to interfere in its special regions, including Hong Kong, as he swore in a new pro-Beijing government for the gambling hub of Macau.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-macau-politics.html,"President Xi Jinping said on Friday China would never allow foreign forces to interfere in its special regions, including Hong Kong, as he swore in a new pro-Beijing government for the gambling hub of Macau.","MACAU — President Xi Jinping said on Friday China would never allow foreign forces to interfere in its special regions, including Hong Kong, as he swore in a new pro-Beijing government for the gambling hub of Macau.",Reuters,[],[],2019-12-20T10:25:06+0000,article,None,World,Asia Pacific,News,nyt://article/a5796a90-dccb-5e8c-8cf7-2b1240a3de6f,678,nyt://article/a5796a90-dccb-5e8c-8cf7-2b1240a3de6f,"China Will Not Let Foreign Forces Interfere in Hong Kong, Macau: Xi",,,"China Will Not Let Foreign Forces Interfere in Hong Kong, Macau: Xi",,,,By Reuters,[],Reuters
1,"Former Malaysian premier Najib Razak took an oath at a mosque on Friday denying allegations he ordered the 2006 murder of a Mongolian model, seeking to clear his name in the Muslim-majority country.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-malaysia-politics.html,"Former Malaysian premier Najib Razak took an oath at a mosque on Friday denying allegations he ordered the 2006 murder of a Mongolian model, seeking to clear his name in the Muslim-majority country.","KUALA LUMPUR — Former Malaysian premier Najib Razak took an oath at a mosque on Friday denying allegations he ordered the 2006 murder of a Mongolian model, seeking to clear his name in the Muslim-majority country.",Reuters,[],[],2019-12-20T10:22:05+0000,article,None,World,Asia Pacific,News,nyt://article/7881d716-65ca-53e0-b245-908c23c940f7,446,nyt://article/7881d716-65ca-53e0-b245-908c23c940f7,Malaysia's Najib Swears in a Mosque He Had No Role in Model's Murder,,,Malaysia's Najib Swears in a Mosque He Had No Role in Model's Murder,,,,By Reuters,[],Reuters
2,"Chinese Vice Foreign Minister Le Yucheng met U.S. special envoy for North Korea Stephen Biegun on Friday, China's foreign ministry said, Biegun's second high-level meeting in Beijing in two days amid growing tension on the Korean peninsula.",https://www.nytimes.com/reuters/2019/12/20/world/asia/20reuters-northkorea-usa-china-mofa.html,"Chinese Vice Foreign Minister Le Yucheng met U.S. special envoy for North Korea Stephen Biegun on Friday, China's foreign ministry said, Biegun's second high-level meeting in Beijing in two days amid growing tension on the Korean peninsula.","BEIJING/WASHINGTON — Chinese Vice Foreign Minister Le Yucheng met U.S. special envoy for North Korea Stephen Biegun on Friday, China's foreign ministry said, Biegun's second high-level meeting in Beijing in two days amid growing tension on the Korean peninsula.",Reuters,[],[],2019-12-20T10:22:02+0000,article,None,World,Asia Pacific,News,nyt://article/c612da2a-4b91-5ab5-b2d4-1ce5c4ecfecb,430,nyt://article/c612da2a-4b91-5ab5-b2d4-1ce5c4ecfecb,U.S. Envoy Meets Second Senior China Diplomat as North Korea Tensions Rise,,,U.S. Envoy Meets Second Senior China Diplomat as North Korea Tensions Rise,,,,By Reuters,[],Reuters
3,The Democratic U.S. presidential hopefuls headed back to the campaign trail on Friday after a debate that featured attacks on rising contender Pete Buttigieg's lack of political experience and fundraising from wealthy donors.,https://www.nytimes.com/reuters/2019/12/20/world/europe/20reuters-usa-election-debate.html,The Democratic U.S. presidential hopefuls headed back to the campaign trail on Friday after a debate that featured attacks on rising contender Pete Buttigieg's lack of political experience and fundraising from wealthy donors.,LOS ANGELES — The Democratic U.S. presidential hopefuls headed back to the campaign trail on Friday after a debate that featured attacks on rising contender Pete Buttigieg's lack of political experience and fundraising from wealthy donors.,Reuters,[],[],2019-12-20T10:22:00+0000,article,None,World,Europe,News,nyt://article/79ca8e33-0e7c-5735-bae0-b7b51279aed8,616,nyt://article/79ca8e33-0e7c-5735-bae0-b7b51279aed8,"After Fiery Debate, Democratic U.S. Presidential Hopefuls Return to Campaign Trail",,,"After Fiery Debate, Democratic U.S. Presidential Hopefuls Return to Campaign Trail",,,,By Reuters,[],Reuters
4,"Deutsche Telekom was in advanced talks to retain China's Huawei as its main supplier of radio equipment for new mobile networks before it put the negotiations on hold for political reasons, according to three sources familiar with the matter.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-huawei-germany-exclusive.html,"Deutsche Telekom was in advanced talks to retain China's Huawei as its main supplier of radio equipment for new mobile networks before it put the negotiations on hold for political reasons, according to three sources familiar with the matter.","BERLIN — Deutsche Telekom was in advanced talks to retain China's Huawei as its main supplier of radio equipment for new mobile networks before it put the negotiations on hold for political reasons, according to three sources familiar with the matter.",Reuters,[],[],2019-12-20T10:13:22+0000,article,None,Business Day,,News,nyt://article/485dd959-7f64-541b-a683-2f3a215cd44f,650,nyt://article/485dd959-7f64-541b-a683-2f3a215cd44f,Exclusive: Huawei and Deutsche Telekom Held Advanced Talks Over 5G Network Deal-Sources,,,Exclusive: Huawei and Deutsche Telekom Held Advanced Talks Over 5G Network Deal-Sources,,,,By Reuters,[],Reuters
5,"U.S. Trade Representative Robert Lighthizer was looking forward to some holiday peace and quiet after wrapping up trade deals with the United States' most important trading partners - China, Mexico, and Canada - last week. ",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-usa-trade-ustr.html,"U.S. Trade Representative Robert Lighthizer was looking forward to some holiday peace and quiet after wrapping up trade deals with the United States' most important trading partners - China, Mexico, and Canada - last week. ","WASHINGTON — U.S. Trade Representative Robert Lighthizer was looking forward to some holiday peace and quiet after wrapping up trade deals with the United States' most important trading partners - China, Mexico, and Canada - last week. ",Reuters,[],[],2019-12-20T10:13:05+0000,article,None,Business Day,,News,nyt://article/60431b13-7f8d-5e23-94c1-7fb004a17173,1197,nyt://article/60431b13-7f8d-5e23-94c1-7fb004a17173,Two Deals in Pocket but No Holiday Cheer for U.S. Trade Chief Lighthizer,,,Two Deals in Pocket but No Holiday Cheer for U.S. Trade Chief Lighthizer,,,,By Reuters,[],Reuters
6,"Britain's economy grew a little faster in the third quarter than first estimated and the country's current account deficit shrank to its smallest since 2012, a small boost ahead of what looks set to be a sluggish end to the year ahead of Brexit.  ",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-britain-economy.html,"Britain's economy grew a little faster in the third quarter than first estimated and the country's current account deficit shrank to its smallest since 2012, a small boost ahead of what looks set to be a sluggish end to the year ahead of Brexit.  ","LONDON — Britain's economy grew a little faster in the third quarter than first estimated and the country's current account deficit shrank to its smallest since 2012, a small boost ahead of what looks set to be a sluggish end to the year ahead of Brexit. ",Reuters,[],[],2019-12-20T10:10:00+0000,article,None,Business Day,,News,nyt://article/5bd3c0d6-b8b4-5391-b697-0afa15ae4bee,388,nyt://article/5bd3c0d6-b8b4-5391-b697-0afa15ae4bee,"UK Economy's Growth in Third Quarter Revised Up, Smallest Current Account Gap Since 2012",,,"UK Economy's Growth in Third Quarter Revised Up, Smallest Current Account Gap Since 2012",,,,By Reuters,[],Reuters
7,"The pound rose 0.4% on Friday after three days of declines, trading close to its biggest weekly loss since 2017 after gains last week on the Conservatives' clear election win were erased by the resurfacing risk of a no-deal Brexit.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-britain-sterling.html,"The pound rose 0.4% on Friday after three days of declines, trading close to its biggest weekly loss since 2017 after gains last week on the Conservatives' clear election win were erased by the resurfacing risk of a no-deal Brexit.","LONDON — The pound rose 0.4% on Friday after three days of declines, trading close to its biggest weekly loss since 2017 after gains last week on the Conservatives' clear election win were erased by the resurfacing risk of a no-deal Brexit.",Reuters,[],[],2019-12-20T10:07:06+0000,article,None,Business Day,,News,nyt://article/f8f6a4e8-16ff-56df-8dfd-5a953b418228,436,nyt://article/f8f6a4e8-16ff-56df-8dfd-5a953b418228,Sterling Rises After Bruising Week of Losses,,,Sterling Rises After Bruising Week of Losses,,,,By Reuters,[],Reuters
8,"One of the hardiest investment fixtures has been the annual 'buy' note on emerging markets equities, but their dismal performance over the past decade begs the question why.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-global-markets-decade-emerging.html,"One of the hardiest investment fixtures has been the annual 'buy' note on emerging markets equities, but their dismal performance over the past decade begs the question why.","LONDON — One of the hardiest investment fixtures has been the annual 'buy' note on emerging markets equities, but their dismal performance over the past decade begs the question why.",Reuters,[],[],2019-12-20T10:06:59+0000,article,None,Business Day,,News,nyt://article/dc292ca6-c84e-5053-b6aa-c88701a213fa,1232,nyt://article/dc292ca6-c84e-5053-b6aa-c88701a213fa,Dismal Decade for Emerging Markets Casts Pall Over Repeated 'Buy' Notes,,,Dismal Decade for Emerging Markets Casts Pall Over Repeated 'Buy' Notes,,,,By Reuters,[],Reuters
9,"Britain's new government named Andrew Bailey as the Bank of England's next boss on Friday, entrusting a veteran regulator and technocrat with steering the economy and its vast finance industry through Brexit.",https://www.nytimes.com/reuters/2019/12/20/business/20reuters-britain-boe.html,"Britain's new government named Andrew Bailey as the Bank of England's next boss on Friday, entrusting a veteran regulator and technocrat with steering the economy and its vast finance industry through Brexit.","LONDON — Britain's new government named Andrew Bailey as the Bank of England's next boss on Friday, entrusting a veteran regulator and technocrat with steering the economy and its vast finance industry through Brexit.",Reuters,[],[],2019-12-20T10:00:47+0000,article,None,Business Day,,News,nyt://article/bffaef5a-7992-5b51-980a-8eadaae0dc2c,823,nyt://article/bffaef5a-7992-5b51-980a-8eadaae0dc2c,Veteran Watchdog Bailey to Guide Bank of England Through Brexit,,,Veteran Watchdog Bailey to Guide Bank of England Through Brexit,,,,By Reuters,[],Reuters
